Link 3 is disabled
Link 3 is disabled
Time elapsed: 1003 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6031919896.00,3008914415.00,2206537168.00,806.00,1722.00,0.00,0.00,
38,1.97,5933992326.00,3008910194.00,2206534176.00,572.00,1886.00,0.00,0.00,
39,1.97,5931130027.00,3008906798.00,2206531624.00,627.00,2033.00,0.00,0.00,
40,2.01,6049455091.00,3008907763.00,2206532416.00,564.00,1899.00,0.00,0.00,
51,2.35,7059895022.00,3008908465.00,2206532856.00,764.00,2084.00,0.00,0.00,
52,2.35,7071781299.00,3008946523.00,2206560752.00,725.00,1984.00,0.00,0.00,
53,2.34,7055159301.00,3008949228.00,2206562776.00,608.00,2077.00,0.00,0.00,
54,2.35,7058485227.00,3008943002.00,2206558200.00,629.00,1898.00,0.00,0.00,
*,0.32,84588963525.00,261576234324.00,247133417960.00,183325.00,639999.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6016301785.00,3000060091.00,2200044088.00,539.00,1293.00,0.00,0.00,
38,1.97,5917890648.00,3000064588.00,2200047344.00,343.00,1705.00,0.00,0.00,
39,1.97,5914907101.00,3000064148.00,2200047080.00,432.00,1727.00,0.00,0.00,
40,2.01,6037013736.00,3000059846.00,2200043912.00,467.00,1453.00,0.00,0.00,
51,2.35,7036083496.00,3000066112.00,2200048488.00,475.00,1740.00,0.00,0.00,
52,2.35,7046707513.00,3000027892.00,2200020504.00,511.00,1718.00,0.00,0.00,
53,2.35,7038978617.00,3000025542.00,2200018744.00,333.00,1737.00,0.00,0.00,
54,2.34,7031089302.00,3000027848.00,2200020416.00,515.00,1612.00,0.00,0.00,
*,0.32,84279406917.00,260807142548.00,246406760424.00,70931.00,146688.00,0.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
