"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",44040453,44040379,74,0.000,734257.500,734255.500,3124999920.000,3124991408.000,22548674048,375939840.000,375938816.000,3007518720.000,3007510528.000,3007518.720,3007510.528,3007.519,3007.511,127725,73947,209475,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",44040452,44040274,178,0.000,734257.500,734250.500,3124999920.000,3124970128.000,22548620288,375939840.000,375936256.000,3007518720.000,3007490048.000,3007518.720,3007490.048,3007.519,3007.490,127624,74882,528502,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",44040453,44040376,77,0.000,734257.500,734256.500,3124999920.000,3124995664.000,22548672512,375939840.000,375939328.000,3007518720.000,3007514624.000,3007518.720,3007514.624,3007.519,3007.515,128772,75302,212752,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",44040452,44040350,102,0.000,734257.500,734252.000,3124999920.000,3124976512.000,22548659200,375939840.000,375937024.000,3007518720.000,3007496192.000,3007518.720,3007496.192,3007.519,3007.496,127610,74315,211077,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",44040453,44040379,74,0.000,734257.500,734255.500,3124999920.000,3124991408.000,22548674048,375939840.000,375938816.000,3007518720.000,3007510528.000,3007518.720,3007510.528,3007.519,3007.511,128343,74367,209860,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",44040453,44040274,179,0.000,734257.500,734251.000,3124999920.000,3124972256.000,22548620288,375939840.000,375936512.000,3007518720.000,3007492096.000,3007518.720,3007492.096,3007.519,3007.492,128048,73790,530180,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",44040453,44040376,77,0.000,734257.500,734259.500,3124999920.000,3125008432.000,22548672512,375939840.000,375940864.000,3007518720.000,3007526912.000,3007518.720,3007526.912,3007.519,3007.527,130059,76105,213667,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",44040452,44040350,102,0.000,734257.500,734252.000,3124999920.000,3124976512.000,22548659200,375939840.000,375937024.000,3007518720.000,3007496192.000,3007518.720,3007496.192,3007.519,3007.496,127890,74447,210945,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",44040453,44040372,81,0.000,734257.500,734252.000,3124999920.000,3124976512.000,22548670464,375939840.000,375937024.000,3007518720.000,3007496192.000,3007518.720,3007496.192,3007.519,3007.496,127991,73315,208967,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",44040453,44040274,179,0.000,734257.500,734250.500,3124999920.000,3124970128.000,22548620288,375939840.000,375936256.000,3007518720.000,3007490048.000,3007518.720,3007490.048,3007.519,3007.490,129314,76340,529980,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",44040452,44040376,76,0.000,734257.500,734260.000,3124999920.000,3125010560.000,22548672512,375939840.000,375941120.000,3007518720.000,3007528960.000,3007518.720,3007528.960,3007.519,3007.529,130350,76262,213735,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",44040452,44040349,103,0.000,734257.500,734252.000,3124999920.000,3124976512.000,22548658688,375939840.000,375937024.000,3007518720.000,3007496192.000,3007518.720,3007496.192,3007.519,3007.496,129442,76687,211895,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",44040453,44040372,81,0.000,734257.500,734252.000,3124999920.000,3124976512.000,22548670464,375939840.000,375937024.000,3007518720.000,3007496192.000,3007518.720,3007496.192,3007.519,3007.496,128698,73742,209095,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",44040453,44040275,178,0.000,734257.500,734251.000,3124999920.000,3124972256.000,22548620800,375939840.000,375936512.000,3007518720.000,3007492096.000,3007518.720,3007492.096,3007.519,3007.492,129179,74220,531025,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",44040453,44040376,77,0.000,734257.500,734260.000,3124999920.000,3125010560.000,22548672512,375939840.000,375941120.000,3007518720.000,3007528960.000,3007518.720,3007528.960,3007.519,3007.529,130380,75712,213707,"00:00:00.151","00:01:00.130"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",44040452,44040348,104,0.000,734257.500,734251.000,3124999920.000,3124972256.000,22548658176,375939840.000,375936512.000,3007518720.000,3007492096.000,3007518.720,3007492.096,3007.519,3007.492,129021,75032,211242,"00:00:00.151","00:01:00.130"
