"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",176163175,176162735,440,0.000,2937030.500,2937056.000,12500001808.000,12500110336.000,90195320320,1503759616.000,1503772672.000,12030076928.000,12030181376.000,12030076.928,12030181.376,12030.077,12030.181,127650,73962,481820,"00:00:00.098","00:01:00.078"
"Traffic Item 2",176163175,176162733,442,0.000,2937030.000,2937054.000,12499999680.000,12500101824.000,90195319296,1503759360.000,1503771648.000,12030074880.000,12030173184.000,12030074.880,12030173.184,12030.075,12030.173,128057,74347,483140,"00:00:00.098","00:01:00.078"
"Traffic Item 3",176163175,176162731,444,0.000,2937030.000,2937054.000,12499999680.000,12500101824.000,90195318272,1503759360.000,1503771648.000,12030074880.000,12030173184.000,12030074.880,12030173.184,12030.075,12030.173,128786,73817,483237,"00:00:00.098","00:01:00.078"
"Traffic Item 4",176163175,176162732,443,0.000,2937030.000,2937053.500,12499999680.000,12500099696.000,90195318784,1503759360.000,1503771392.000,12030074880.000,12030171136.000,12030074.880,12030171.136,12030.075,12030.171,128992,74275,483905,"00:00:00.098","00:01:00.078"
