"Tx Port","Rx Port","Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1",58041785,58039957,1828,0.003,0.000,0.000,0.000,0.000,29716457984,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1621600,69562,5285242,"00:00:00.098","00:01:01.857"
"Ethernet - 001","Ethernet - 001","Traffic Item 2",87062679,87059976,2703,0.003,0.000,0.000,0.000,0.000,44574707712,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2273762,69042,5910772,"00:00:00.098","00:01:01.857"
"Ethernet - 001","Ethernet - 001","Traffic Item 3",87062679,87059962,2717,0.003,0.000,0.000,0.000,0.000,44574700544,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2274151,69722,5911927,"00:00:00.098","00:01:01.857"
"Ethernet - 001","Ethernet - 001","Traffic Item 4",87062679,87059942,2737,0.003,0.000,0.000,0.000,0.000,44574690304,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2274808,70387,5931732,"00:00:00.098","00:01:01.857"
