"Tx Port","Rx Port","Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1",86750215,86750215,0,0.000,0.000,0.000,0.000,0.000,44416110080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2576398,69727,18677157,"00:00:00.098","00:01:01.651"
"Ethernet - 001","Ethernet - 001","Traffic Item 2",86750215,86750215,0,0.000,0.000,0.000,0.000,0.000,44416110080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2577203,70365,18677455,"00:00:00.098","00:01:01.651"
"Ethernet - 001","Ethernet - 001","Traffic Item 3",86750215,86750215,0,0.000,0.000,0.000,0.000,0.000,44416110080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2577072,71132,18677922,"00:00:00.098","00:01:01.651"
"Ethernet - 001","Ethernet - 001","Traffic Item 4",86750215,86750215,0,0.000,0.000,0.000,0.000,0.000,44416110080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2577328,71642,18677920,"00:00:00.098","00:01:01.651"
