"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",264238832,153358492,110880340,41.962,4405545.000,2551016.500,18749999520.000,10857126224.000,78519547904,2255639040.000,1306120448.000,18045112320.000,10448963584.000,18045112.320,10448963.584,18045.112,10448.964,16027620,114157,28421207,"00:00:00.152","00:01:00.130"
"Traffic Item 2",264238832,153355143,110883689,41.963,4405545.000,2550820.500,18749999520.000,10856292048.000,78517833216,2255639040.000,1306020096.000,18045112320.000,10448160768.000,18045112.320,10448160.768,18045.112,10448.161,16025528,114455,28445625,"00:00:00.152","00:01:00.130"
"Traffic Item 3",264238832,153353747,110885085,41.964,4405545.000,2550851.500,18749999520.000,10856423984.000,78517118464,2255639040.000,1306035968.000,18045112320.000,10448287744.000,18045112.320,10448287.744,18045.112,10448.288,16023650,114710,28432790,"00:00:00.152","00:01:00.130"
"Traffic Item 4",264238832,153350470,110888362,41.965,4405545.000,2550832.500,18749999520.000,10856343120.000,78515440640,2255639040.000,1306026240.000,18045112320.000,10448209920.000,18045112.320,10448209.920,18045.112,10448.210,16021699,115265,28438537,"00:00:00.152","00:01:00.130"
