"Tx Port","Rx Port","Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1",58306393,58306393,0,0.000,26660.000,27119.500,113464960.000,115420592.000,29852873216,13649920.000,13885184.000,109199360.000,111081472.000,109199.360,111081.472,109.199,111.081,1193600,90060,17169847,"00:00:00.099","00:01:02.154"
"Ethernet - 001","Ethernet - 001","Traffic Item 2",87459590,87459590,0,0.000,39990.000,40537.500,170197440.000,172527600.000,44779310080,20474880.000,20755200.000,163799040.000,166041600.000,163799.040,166041.600,163.799,166.042,679147,93460,17163835,"00:00:00.099","00:01:02.154"
"Ethernet - 001","Ethernet - 001","Traffic Item 3",87459590,87459590,0,0.000,39990.000,40537.500,170197440.000,172527600.000,44779310080,20474880.000,20755200.000,163799040.000,166041600.000,163799.040,166041.600,163.799,166.042,680869,93802,17164220,"00:00:00.099","00:01:02.154"
"Ethernet - 001","Ethernet - 001","Traffic Item 4",0,0,0,0,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"","","","",""
