metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),2.9999999635,3.0000005515000003,2.99999923,3.00000058
metric_CPU utilization %,7.1717734205,7.1728001155,7.16687852,7.17292619
metric_CPU utilization% in kernel mode,0.0062275415,0.00733454600000001,0.005189,0.02073441
metric_CPI,0.6754387145,0.687155834,0.6565797,0.68716047
metric_kernel_CPI,1.5748609649999996,1.6747005249999998,1.07555291,1.69062281
metric_IPC,1.4811375435000003,1.5229876545,1.45526415,1.52304436
metric_locks retired per instr,1.2123e-05,6.616150000000005e-05,2.8e-07,0.00015739
metric_L1D MPI (includes data+rfo w/ prefetches),0.0013833735000000004,0.0023062595,3.71e-06,0.00230701
metric_L1D demand data read hits per instr,0.2925520125,0.292719658,0.29216975,0.29283381
metric_L1-I code read misses (w/ prefetches) per instr,0.000415181,0.0006902485,7.61e-06,0.00069269
metric_L2 demand data read hits per instr,0.000722871,0.0012078565,2.38e-06,0.00121216
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.00030272350000000003,0.000509677,4.6e-07,0.00050981
metric_L2 demand data read MPI,7.374649999999999e-05,0.00012421199999999998,2.3e-07,0.00012463
metric_L2 demand code MPI,4.828e-06,8.3145e-06,0.0,8.4e-06
metric_ITLB MPI,4.6804999999999995e-06,1.361150000000004e-05,5.8e-07,7.026e-05
metric_ITLB large page MPI,0.0,0.0,0.0,0.0
metric_DTLB load MPI,4.500000000000001e-09,1.1000000000000014e-08,0.0,3e-08
metric_DTLB 4KB page load MPI,4e-09,1.1000000000000014e-08,0.0,3e-08
metric_DTLB 2MB large page load MPI,5e-10,5.000000000000072e-10,0.0,1e-08
metric_DTLB 1GB large page load MPI,5e-10,5.000000000000072e-10,0.0,1e-08
metric_DTLB store MPI,1e-09,1.0000000000000143e-09,0.0,2e-08
metric_DTLB load miss latency (in core clks),349.48562799850004,575.3913343745002,105.05484841,868.47777778
metric_DTLB store miss latency (in core clks),148.10013032600003,399.4504303260001,0.0,574.025
metric_ITLB miss latency (in core clks),25.6609431715,29.9500607205,20.17360557,30.84855021
metric_core c6 residency %,0.0,0.0,0.0,0.0
metric_package c6 residency %,0.0,0.0,0.0,0.0
metric_% Uops delivered from decoded Icache (DSB),52.450848646,56.4406758025,49.78027929,56.44376563
metric_% Uops delivered from legacy decode pipeline (MITE),41.194018348499995,42.9364201095,38.60083885,42.93711683
metric_core % cycles in non AVX license,100.0,100.0,100.0,100.0
metric_core % cycles in AVX2 license,0.0,0.0,0.0,0.0
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_TMA_Frontend_Bound(%),24.6234132995,25.475841776,24.2868848,25.91026207
metric_TMA_....ICache_Misses(%),0.0337505755,0.056994214,0.00141482,0.05799863
metric_TMA_....ITLB_Misses(%),0.157235267,0.2625137145,0.0065713,0.27280192
metric_TMA_....Branch_Resteers(%),0.11908842,0.1848073955,0.04480954,0.18707363
metric_TMA_......Mispredicts_Resteers(%),0.08682729,0.1721094945,0.03310552,0.17364003
metric_TMA_......Clears_Resteers(%),0.0051478784999999996,0.007259116,0.00220529,0.00732402
metric_TMA_......Unknown_Branches_Resteers(%),0.0271093495,0.046950074499999994,0.0094277,0.04763625
metric_TMA_....MITE(%),15.106159854999996,15.156459743500001,15.02677071,15.15677521
metric_TMA_....DSB(%),3.754844989000001,4.056752765000001,3.55372723,4.06388071
metric_TMA_Bad_Speculation(%),0.12173208299999996,0.21718158050000003,0.02217153,0.24108093
metric_TMA_..Branch_Mispredicts(%),0.11223947550000002,0.2052670225,0.0217127,0.21909432
metric_TMA_..Machine_Clears(%),0.009492606,0.016049556500000006,0.0004066,0.02198661
metric_TMA_Backend_Bound(%),0.059649777000000015,0.3616434055,-1.13331425,0.36929652
metric_TMA_..Memory_Bound(%),0.016086800499999995,0.0942640865,-0.28859969,0.09641615
metric_TMA_....L1_Bound(%),18.059544777,18.4836326925,17.56929216,18.48369525
metric_TMA_......DTLB_Load(%),0.0,0.0,0.0,0.0
metric_TMA_......Lock_Latency(%),8.69175e-05,0.0004829910000000005,0.0,0.00113433
metric_TMA_....L2_Bound(%),0.2579543045,0.43298349599999997,0.00115363,0.43486404
metric_TMA_....L3_Bound(%),0.130078579,0.218538643,0.00158533,0.21968554
metric_TMA_....MEM_Bound(%),0.018077913500000004,0.03660970900000001,0.00051614,0.04470217
metric_TMA_......MEM_Bandwidth(%),2.15e-08,2.1500000000000305e-08,0.0,4.3e-07
metric_TMA_......MEM_Latency(%),0.0202109725,0.043116589500000004,0.00066108,0.04669884
metric_TMA_....Store_Bound(%),0.056168500499999996,0.098157142,1.798e-05,0.10338503
metric_TMA_..Core_Bound(%),0.04356297699999999,0.267379319,-0.84471455,0.27288037
metric_TMA_....Ports_Utilization(%),52.900862776,53.123072078,51.64873243,53.12537142
metric_TMA_......Ports_Utilized_3m(%),68.093500363,68.8879646305,64.89237051,68.93553722
metric_TMA_Retiring(%),75.19520484400002,75.637240241,74.85513745,75.64411712
metric_TMA_..Light_Operations(%),66.26710362899999,67.89685180849999,64.80375998,67.9019757
metric_TMA_....FP_Arith(%),0.22258904749999994,0.2355774005,0.20329176,0.23777058
metric_TMA_......FP_Scalar(%),0.12603260000000002,0.13569890750000002,0.1193313,0.13572204
metric_TMA_......FP_Vector(%),0.06273013350000001,0.067590796,0.05941312,0.06760231
metric_TMA_..Heavy_Operations(%),8.928101211500001,9.9700705925,7.73808224,10.10827645
