"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",117439898,64041322,53398576,45.469,1958020.000,1051631.500,8333333120.000,4475743664.000,32789156864,1002506240.000,538435328.000,8020049920.000,4307482624.000,8020049.920,4307482.624,8020.050,4307.483,20051492,123817,34586067,"00:00:00.102","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",117439898,64429238,53010660,45.139,1958020.000,1098415.500,8333333120.000,4674856368.000,32987769856,1002506240.000,562388736.000,8020049920.000,4499109888.000,8020049.920,4499109.888,8020.050,4499.110,19868859,115775,33803807,"00:00:00.102","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",117439898,64351229,53088669,45.205,1958020.000,1088293.000,8333333120.000,4631775008.000,32947829248,1002506240.000,557206016.000,8020049920.000,4457648128.000,8020049.920,4457648.128,8020.050,4457.648,20118581,135697,34125942,"00:00:00.102","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",117439898,64039515,53400383,45.470,1958020.000,1051676.000,8333333120.000,4475933056.000,32788231680,1002506240.000,538458112.000,8020049920.000,4307664896.000,8020049.920,4307664.896,8020.050,4307.665,20045588,124540,34590390,"00:00:00.102","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",117439898,64428066,53011832,45.140,1958020.000,1098364.500,8333333120.000,4674639312.000,32987169792,1002506240.000,562362624.000,8020049920.000,4498900992.000,8020049.920,4498900.992,8020.050,4498.901,19863570,116500,33809130,"00:00:00.102","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",117439898,64349747,53090151,45.206,1958020.000,1088250.500,8333333120.000,4631594128.000,32947070464,1002506240.000,557184256.000,8020049920.000,4457474048.000,8020049.920,4457474.048,8020.050,4457.474,20115295,136087,34129265,"00:00:00.102","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",117439898,64038057,53401841,45.472,1958020.000,1051679.500,8333333120.000,4475947952.000,32787485184,1002506240.000,538459904.000,8020049920.000,4307679232.000,8020049.920,4307679.232,8020.050,4307.679,20041716,124752,34593407,"00:00:00.102","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",117439898,64426291,53013607,45.141,1958020.000,1098326.000,8333333120.000,4674475456.000,32986260992,1002506240.000,562342912.000,8020049920.000,4498743296.000,8020049.920,4498743.296,8020.050,4498.743,19860926,117007,33794687,"00:00:00.102","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",117439898,64347694,53092204,45.208,1958020.000,1088213.000,8333333120.000,4631434528.000,32946019328,1002506240.000,557165056.000,8020049920.000,4457320448.000,8020049.920,4457320.448,8020.050,4457.320,20111174,136395,34120062,"00:00:00.102","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",117439899,64036007,53403892,45.473,1958020.500,1051631.000,8333335248.000,4475741536.000,32786435584,1002506496.000,538435072.000,8020051968.000,4307480576.000,8020051.968,4307480.576,8020.052,4307.481,20036950,125307,34455730,"00:00:00.102","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",117439898,64425209,53014689,45.142,1958020.000,1098321.000,8333333120.000,4674454176.000,32985707008,1002506240.000,562340352.000,8020049920.000,4498722816.000,8020049.920,4498722.816,8020.050,4498.723,19856376,117860,33801395,"00:00:00.102","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",117439898,64346431,53093467,45.209,1958020.000,1088148.000,8333333120.000,4631157888.000,32945372672,1002506240.000,557131776.000,8020049920.000,4457054208.000,8020049.920,4457054.208,8020.050,4457.054,20106770,137167,34127552,"00:00:00.102","00:01:00.080"
