"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",100000,100000,0,0.000,0.000,0.000,0.000,0.000,17800000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,84531,63292,160272,"00:00:00.098","00:00:50.097"
"Traffic Item 2",81740489,81740353,136,0.000,1409774.500,1409776.000,6000000272.000,6000006656.000,41851060736,721804544.000,721805312.000,5774436352.000,5774442496.000,5774436.352,5774442.496,5774.436,5774.442,87149,50677,396145,"00:00:00.098","00:00:58.079"
"Traffic Item 3",81740489,81740354,135,0.000,1409774.500,1409776.000,6000000272.000,6000006656.000,41851061248,721804544.000,721805312.000,5774436352.000,5774442496.000,5774436.352,5774442.496,5774.436,5774.442,87358,51097,396527,"00:00:00.098","00:00:58.079"
"Traffic Item 4",81740489,81740354,135,0.000,1409774.500,1409776.000,6000000272.000,6000006656.000,41851061248,721804544.000,721805312.000,5774436352.000,5774442496.000,5774436.352,5774442.496,5774.436,5774.442,87484,51657,396867,"00:00:00.098","00:00:58.079"
