"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Last Sequence Number","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",45802997,45243106,559891,1.222,763627.500,763635.000,3249998640.000,390977280.000,3127818240.000,3127818.240,3127.818,17196,0,1590577,17157,43232352,45802895,150468,75925,7957342,"00:00:00.105","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",45802997,45241903,561094,1.225,763628.000,763635.000,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,16056,0,2293235,15937,43399764,45802891,152231,77032,7935172,"00:00:00.116","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",45802997,45242037,560960,1.225,763627.500,763634.500,3249998640.000,390977280.000,3127818240.000,3127818.240,3127.818,16495,0,1810102,16711,43345303,45802870,151637,76707,7890612,"00:00:00.116","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",45802997,45242648,560349,1.223,763628.000,763647.000,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,16582,0,1863815,16818,43338861,45802907,150972,76435,7973475,"00:00:00.116","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",45802997,45243208,559789,1.222,763627.500,763635.000,3249998640.000,390977280.000,3127818240.000,3127818.240,3127.818,17225,0,1551237,17202,43232855,45802895,151158,76812,7958280,"00:00:00.105","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",45802997,45242006,560991,1.225,763627.500,763635.000,3249998640.000,390977280.000,3127818240.000,3127818.240,3127.818,11155,0,7759662,11467,43584391,45802891,152870,75627,7936497,"00:00:00.116","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",45802997,45241925,561072,1.225,763628.000,763634.500,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,16724,0,1809020,16814,43325011,45802870,152300,76832,7900617,"00:00:00.116","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",45802997,45242566,560431,1.224,763628.000,763647.000,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,16918,0,1864005,16939,43316586,45802907,151520,76565,7974000,"00:00:00.116","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",42279690,41762978,516712,1.222,704887.000,704894.000,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,24979,0,1861430,25512,41060242,42279595,150513,76482,7985705,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",42279690,41761858,517832,1.225,704887.500,704894.000,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,26175,0,1794615,25950,40991054,42279595,152309,75800,7956462,"00:00:00.116","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",42279690,41761981,517709,1.224,704887.500,704893.500,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,25421,0,1967580,26011,41017817,42279571,151624,76640,7910670,"00:00:00.116","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",42279689,41762543,517146,1.223,704887.000,704890.500,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,25373,0,2309802,26154,41029429,42279589,150949,76072,7991985,"00:00:00.116","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",42279690,41763049,516641,1.222,704887.000,704894.000,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,25063,0,1861472,25609,41060491,42279595,151217,76862,7989000,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",42279690,41761944,517746,1.225,704887.000,704894.000,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,22237,0,1794647,22228,40992551,42279595,152910,76337,7957327,"00:00:00.116","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",42279690,41762056,517634,1.224,704887.500,704893.500,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,23378,0,1969012,23686,41023172,42279571,152369,77220,7911510,"00:00:00.116","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",42279689,41762609,517080,1.223,704887.000,704888.500,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,23636,0,2309285,23890,41031372,42279567,151574,76570,7992827,"00:00:00.116","00:01:00.080"
