"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",183208116,180971111,2237005,1.221,3054511.000,3054490.000,12999998816.000,1563909632.000,12511277056.000,12511277.056,12511.277,16239,0,5494450,16411,173471597,151182,75232,5614117,"00:00:00.111","00:01:00.080"
"Traffic Item 2",183208116,180971113,2237003,1.221,3054510.500,3054490.000,12999996688.000,1563909376.000,12511275008.000,12511275.008,12511.275,15578,0,4304117,15406,173504226,151882,75385,5616512,"00:00:00.111","00:01:00.080"
"Traffic Item 3",169115185,167050744,2064441,1.221,2819549.000,2819529.000,12000000544.000,1443609088.000,11548872704.000,11548872.704,11548.873,26131,0,5491232,26494,164122633,151378,75190,5673025,"00:00:00.111","00:01:00.080"
"Traffic Item 4",169115186,167051079,2064107,1.221,2819549.500,2819529.000,12000002672.000,1443609344.000,11548874752.000,11548874.752,11548.875,21936,0,5491400,19880,164152004,151808,75837,5674310,"00:00:00.111","00:01:00.080"
