"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",72467640,72467640,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1677,0,109317,"",71326236,148527,88022,16486160,"00:00:00.100","00:01:01.801"
"Traffic Item 2",72467640,72467640,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1678,0,110042,"",71326236,148982,88422,16486695,"00:00:00.100","00:01:01.801"
"Traffic Item 3",0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"","","","","","","","","",""
"Traffic Item 4",0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"","","","","","","","","",""
