Link 3 is disabled
Link 3 is disabled
Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.99,5974631642.00,3002602045.00,2201908192.00,428.00,1301.00,0.00,0.00,
38,2.01,6045163910.00,3002602603.00,2201908456.00,134.00,1587.00,0.00,0.00,
39,2.00,6007682227.00,3002602191.00,2201908280.00,137.00,1641.00,0.00,0.00,
40,2.00,6000791470.00,3002601587.00,2201907840.00,161.00,1743.00,0.00,0.00,
51,2.34,7038541807.00,3002612715.00,2201916024.00,527.00,1729.00,0.00,0.00,
52,2.34,7035611164.00,3002608070.00,2201912592.00,153.00,1741.00,0.00,0.00,
53,2.35,7041975848.00,3002608771.00,2201913120.00,142.00,1734.00,0.00,0.00,
54,2.34,7037477983.00,3002604728.00,2201910128.00,137.00,1835.00,0.00,0.00,
*,0.33,84349266102.00,259425310943.00,246614192000.00,168030.00,642171.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.99,5966638293.00,3000014232.00,2200010384.00,252.00,1118.00,0.00,0.00,
38,2.01,6044665353.00,3000013979.00,2200010208.00,120.00,1490.00,0.00,0.00,
39,2.01,6015084850.00,3000012554.00,2200009152.00,126.00,1348.00,0.00,0.00,
40,2.00,6003021743.00,3000010523.00,2200007744.00,132.00,1574.00,0.00,0.00,
51,2.35,7035653280.00,3000003351.00,2200002464.00,117.00,1614.00,0.00,0.00,
52,2.34,7034546385.00,3000005173.00,2200003784.00,117.00,1448.00,0.00,0.00,
53,2.35,7039697866.00,2999999824.00,2199999912.00,123.00,1489.00,0.00,0.00,
54,2.34,7032668215.00,3000005858.00,2200004312.00,122.00,1570.00,0.00,0.00,
*,0.32,84204029424.00,259201173390.00,246401118656.00,54302.00,149170.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.99,5971856279.00,2999840590.00,2199883136.00,282.00,1117.00,0.00,0.00,
38,2.01,6042116586.00,2999841876.00,2199884104.00,108.00,1496.00,0.00,0.00,
39,2.00,6008387404.00,2999840621.00,2199883136.00,109.00,1367.00,0.00,0.00,
40,2.00,6000596735.00,2999841660.00,2199883840.00,119.00,1703.00,0.00,0.00,
51,2.35,7036923223.00,2999840592.00,2199883048.00,109.00,1558.00,0.00,0.00,
52,2.34,7029430903.00,2999841988.00,2199884192.00,115.00,1442.00,0.00,0.00,
53,2.35,7036745257.00,2999843026.00,2199884808.00,119.00,1541.00,0.00,0.00,
54,2.35,7035729904.00,2999840082.00,2199882696.00,112.00,1594.00,0.00,0.00,
*,0.32,84136605263.00,259186634382.00,246387311368.00,31773.00,133616.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.99,5969875428.00,2999843386.00,2199885160.00,275.00,1241.00,0.00,0.00,
38,2.00,6013985647.00,2999841932.00,2199884016.00,188.00,1704.00,0.00,0.00,
39,2.00,6014152994.00,2999846732.00,2199887624.00,137.00,1470.00,0.00,0.00,
40,2.00,6003215910.00,2999847881.00,2199888416.00,144.00,1712.00,0.00,0.00,
51,2.35,7036840202.00,2999845998.00,2199887096.00,134.00,1540.00,0.00,0.00,
52,2.34,7034450786.00,2999843915.00,2199885512.00,132.00,1522.00,0.00,0.00,
53,2.35,7038424638.00,2999843054.00,2199884896.00,127.00,1570.00,0.00,0.00,
54,2.34,7031389389.00,2999841861.00,2199884016.00,122.00,1664.00,0.00,0.00,
*,0.32,84150941175.00,259185983262.00,246386671080.00,80254.00,373511.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.99,5969192780.00,2999793251.00,2199848376.00,233.00,1228.00,0.00,0.00,
38,2.00,6012371108.00,2999793460.00,2199848552.00,113.00,1510.00,0.00,0.00,
39,2.01,6016566129.00,2999788833.00,2199845120.00,119.00,1362.00,0.00,0.00,
40,2.00,5999216981.00,2999786500.00,2199843448.00,132.00,1741.00,0.00,0.00,
51,2.35,7034911557.00,2999788447.00,2199844856.00,110.00,1577.00,0.00,0.00,
52,2.34,7030924841.00,2999790772.00,2199846528.00,109.00,1425.00,0.00,0.00,
53,2.35,7035656509.00,2999793770.00,2199848816.00,115.00,1510.00,0.00,0.00,
54,2.34,7026522036.00,2999793749.00,2199848728.00,115.00,1564.00,0.00,0.00,
*,0.32,84100514736.00,259182537940.00,246383406808.00,24053.00,131622.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.99,5964329032.00,2999836805.00,2199880320.00,269.00,1404.00,0.00,0.00,
38,2.00,6003814897.00,2999836921.00,2199880408.00,345.00,1525.00,0.00,0.00,
39,2.00,6002989461.00,2999839946.00,2199882608.00,128.00,1404.00,0.00,0.00,
40,2.00,6007985606.00,2999842491.00,2199884544.00,136.00,1748.00,0.00,0.00,
51,2.35,7039556269.00,2999843717.00,2199885424.00,129.00,1623.00,0.00,0.00,
52,2.35,7041165192.00,2999841612.00,2199883840.00,122.00,1486.00,0.00,0.00,
