Link 3 is disabled
Link 3 is disabled
Time elapsed: 1006 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,408451075.00,3015794217.00,2211582384.00,353.00,1829.00,18310.00,0.00,
38,0.14,408349539.00,3015787674.00,2211577632.00,353.00,1866.00,15953.00,0.00,
39,0.14,408173803.00,3015789993.00,2211579304.00,310.00,1945.00,18132.00,0.00,
40,0.14,408422485.00,3015785578.00,2211576136.00,323.00,1868.00,22822.00,0.00,
51,0.14,408325295.00,3015812007.00,2211595408.00,309.00,1984.00,16481.00,0.00,
52,0.14,408361129.00,3015813453.00,2211596552.00,295.00,1977.00,12621.00,0.00,
53,0.14,408433804.00,3015822090.00,2211602888.00,292.00,1828.00,20974.00,0.00,
54,0.14,408365838.00,3015820036.00,2211601392.00,287.00,1976.00,16494.00,0.00,
*,0.14,35821158737.00,260566083174.00,247698601744.00,965610.00,2335875.00,1610458516.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,406739893.00,3003041710.00,2202230624.00,116.00,1692.00,6659.00,0.00,
38,0.14,406798665.00,3003045909.00,2202233616.00,120.00,1697.00,4512.00,0.00,
39,0.14,407113136.00,3003047270.00,2202234672.00,111.00,1786.00,5119.00,0.00,
40,0.14,406959051.00,3003050584.00,2202237048.00,112.00,1698.00,5531.00,0.00,
51,0.14,407152563.00,3003035954.00,2202226400.00,84.00,1759.00,5095.00,0.00,
52,0.14,407127588.00,3003032167.00,2202223584.00,82.00,1762.00,3863.00,0.00,
53,0.14,407021420.00,3003024347.00,2202217776.00,87.00,1588.00,7373.00,0.00,
54,0.14,407182561.00,3003022316.00,2202216368.00,95.00,1755.00,6888.00,0.00,
*,0.14,36218857150.00,259461483026.00,246648583720.00,176630.00,259635.00,1237512349.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,408266791.00,3002753352.00,2202019072.00,75.00,1467.00,6363.00,0.00,
38,0.14,408274392.00,3002751504.00,2202017840.00,63.00,1455.00,4490.00,0.00,
39,0.14,408398646.00,3002754849.00,2202020304.00,66.00,1506.00,4139.00,0.00,
40,0.14,408440505.00,3002755523.00,2202020744.00,68.00,1447.00,5512.00,0.00,
51,0.14,408448077.00,3002742445.00,2202011152.00,85.00,1514.00,4591.00,0.00,
52,0.14,408479031.00,3002745459.00,2202013264.00,58.00,1450.00,5589.00,0.00,
53,0.14,408245385.00,3002743167.00,2202011680.00,85.00,1296.00,4667.00,0.00,
54,0.14,408263199.00,3002743356.00,2202011768.00,76.00,1450.00,5481.00,0.00,
*,0.14,35359390100.00,259437504402.00,246625818296.00,111165.00,237503.00,330213357.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,409393822.00,3002697840.00,2201978416.00,63.00,1126.00,5811.00,0.00,
38,0.14,408973553.00,3002698814.00,2201979032.00,70.00,1321.00,6966.00,0.00,
39,0.14,409154271.00,3002700550.00,2201980352.00,69.00,1360.00,6637.00,0.00,
40,0.14,408816779.00,3002703379.00,2201982464.00,72.00,1285.00,8377.00,0.00,
51,0.14,408831468.00,3002718387.00,2201993464.00,85.00,1367.00,6508.00,0.00,
52,0.14,408901511.00,3002718514.00,2201993640.00,61.00,1313.00,9323.00,0.00,
53,0.14,409247183.00,3002718043.00,2201993288.00,72.00,1212.00,6154.00,0.00,
54,0.14,408811681.00,3002721533.00,2201995752.00,64.00,1307.00,5387.00,0.00,
*,0.14,35435686382.00,259435204550.00,246623526952.00,48396.00,149734.00,18045129.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.89,2670288965.00,2999702257.00,2199781672.00,348.00,12084.00,781510.00,0.00,
38,0.89,2673763977.00,2999710782.00,2199788008.00,303.00,11045.00,786510.00,0.00,
39,0.89,2673525923.00,2999718757.00,2199793816.00,293.00,13852.00,841915.00,0.00,
40,0.89,2660467331.00,2999724704.00,2199798128.00,392.00,12680.00,821923.00,0.00,
51,1.07,3211166023.00,2999718044.00,2199793200.00,473.00,12873.00,789855.00,0.00,
52,1.07,3208727417.00,2999728441.00,2199800856.00,346.00,11632.00,762590.00,0.00,
53,1.07,3212462637.00,2999735086.00,2199805696.00,396.00,13951.00,795578.00,0.00,
54,1.07,3209121676.00,2999744525.00,2199812736.00,268.00,11835.00,781440.00,0.00,
*,0.21,55629985453.00,259174641436.00,246375825784.00,1092988.00,641186.00,1064498682.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.90,5687029027.00,2999770120.00,2199831392.00,3022.00,2492.00,20297.00,0.00,
38,1.90,5694628200.00,2999767157.00,2199829192.00,107.00,2195.00,37182.00,0.00,
39,1.90,5695498553.00,2999770295.00,2199831480.00,151.00,2618.00,24803.00,0.00,
40,1.89,5677934210.00,2999766254.00,2199828752.00,120.00,2039.00,25668.00,0.00,
51,2.34,7032039262.00,2999768170.00,2199829984.00,115.00,2245.00,17709.00,0.00,
52,2.34,7032392997.00,2999765605.00,2199828136.00,97.00,2305.00,15757.00,0.00,
53,2.35,7038199459.00,2999771354.00,2199832272.00,102.00,2388.00,10370.00,0.00,
54,2.34,7029783542.00,2999768265.00,2199829984.00,94.00,2433.00,10470.00,0.00,
*,0.32,82890097073.00,259181296215.00,246382236936.00,63387.00,142101.00,3377168.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.67,4998335649.00,2999792879.00,2199848200.00,279.00,18157.00,1650975.00,0.00,
38,1.66,4990124253.00,2999801008.00,2199854096.00,108.00,17006.00,1702628.00,0.00,
39,1.67,5001750044.00,2999797301.00,2199851368.00,156.00,17670.00,1641847.00,0.00,
40,1.66,4977815996.00,2999802284.00,2199854888.00,117.00,17809.00,1627241.00,0.00,
51,1.98,5945235191.00,2999803951.00,2199856296.00,220.00,18596.00,1022780.00,0.00,
52,1.98,5940766607.00,2999804578.00,2199856648.00,186.00,14134.00,951923.00,0.00,
53,1.98,5945057910.00,2999802515.00,2199855240.00,267.00,19549.00,1039249.00,0.00,
54,1.97,5905367001.00,2999802680.00,2199855328.00,165.00,16848.00,1052250.00,0.00,
*,0.29,75833227960.00,259181767388.00,246382677640.00,77004.00,333723.00,22231671.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5988680135.00,2999766204.00,2199828488.00,179.00,1378.00,4877989.00,0.00,
38,1.98,5926728669.00,2999761822.00,2199825320.00,77.00,1578.00,4850045.00,0.00,
39,2.00,5997225461.00,2999763016.00,2199826200.00,73.00,1846.00,4620067.00,0.00,
40,2.00,5985945485.00,2999758790.00,2199823032.00,72.00,1729.00,4724132.00,0.00,
51,2.34,7030766185.00,2999761015.00,2199824704.00,77.00,1427.00,9420.00,0.00,
52,2.34,7031053750.00,2999763323.00,2199826464.00,61.00,1550.00,10421.00,0.00,
53,2.34,7034300243.00,2999763844.00,2199826816.00,80.00,1648.00,6596.00,0.00,
54,2.27,6814101321.00,2999764607.00,2199827344.00,84.00,1527.00,5581.00,0.00,
*,0.32,83793852150.00,259180231785.00,246381209184.00,36088.00,137254.00,21705551.00,0.00,

Time elapsed: 1000 ms
