"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",45803125,45242313,560812,1.224,763628.000,763608.500,3250000768.000,3249917776.000,23164064256,390977536.000,390967552.000,3127820288.000,3127740416.000,3127820.288,3127740.416,3127.820,3127.740,154310,75490,6708150,"00:00:00.112","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",45803125,45244007,559118,1.221,763628.000,763629.000,3250000768.000,3250005024.000,23164931584,390977536.000,390978048.000,3127820288.000,3127824384.000,3127820.288,3127824.384,3127.820,3127.824,152644,74842,6727930,"00:00:00.112","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",45803125,45243965,559160,1.221,763628.000,763639.000,3250000768.000,3250047584.000,23164910080,390977536.000,390983168.000,3127820288.000,3127865344.000,3127820.288,3127865.344,3127.820,3127.865,151186,76785,6664357,"00:00:00.113","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",45803125,45241560,561565,1.226,763628.000,763613.000,3250000768.000,3249936928.000,23163678720,390977536.000,390969856.000,3127820288.000,3127758848.000,3127820.288,3127758.848,3127.820,3127.759,151663,75980,6686247,"00:00:00.113","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",45803125,45242434,560691,1.224,763628.000,763612.000,3250000768.000,3249932672.000,23164126208,390977536.000,390969344.000,3127820288.000,3127754752.000,3127820.288,3127754.752,3127.820,3127.755,154375,75875,6718205,"00:00:00.112","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",45803125,45244076,559049,1.221,763627.500,763629.500,3249998640.000,3250007152.000,23164966912,390977280.000,390978304.000,3127818240.000,3127826432.000,3127818.240,3127826.432,3127.818,3127.826,153648,75450,6729385,"00:00:00.112","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",45803125,45243883,559242,1.221,763628.000,763639.000,3250000768.000,3250047584.000,23164868096,390977536.000,390983168.000,3127820288.000,3127865344.000,3127820.288,3127865.344,3127.820,3127.865,151834,76920,6665542,"00:00:00.113","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",45803125,45241480,561645,1.226,763628.000,763613.000,3250000768.000,3249936928.000,23163637760,390977536.000,390969856.000,3127820288.000,3127758848.000,3127820.288,3127758.848,3127.820,3127.759,152637,76727,6687717,"00:00:00.113","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",42279808,41762200,517608,1.224,704887.000,704899.500,2999999072.000,3000052272.000,21382246400,360902144.000,360908544.000,2887217152.000,2887268352.000,2887217.152,2887268.352,2887.217,2887.268,154324,77960,6732560,"00:00:00.113","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",42279808,41763727,516081,1.221,704887.500,704888.500,3000001200.000,3000005456.000,21383028224,360902400.000,360902912.000,2887219200.000,2887223296.000,2887219.200,2887223.296,2887.219,2887.223,153027,76077,6769982,"00:00:00.113","00:01:00.083"
