"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",45803771,45247407,556364,1.215,763628.000,763626.500,3250000768.000,3249994384.000,23166672384,390977536.000,390976768.000,3127820288.000,3127814144.000,3127820.288,3127814.144,3127.820,3127.814,149761,74722,6881097,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",45803770,45243196,560574,1.224,763628.000,763634.000,3250000768.000,3250026304.000,23164516352,390977536.000,390980608.000,3127820288.000,3127844864.000,3127820.288,3127844.864,3127.820,3127.845,151872,75647,6966405,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",45803770,45241347,562423,1.228,763627.500,763650.000,3249998640.000,3250094400.000,23163569664,390977280.000,390988800.000,3127818240.000,3127910400.000,3127818.240,3127910.400,3127.818,3127.910,150951,73427,6797267,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",45803770,45244549,559221,1.221,763627.500,763635.000,3249998640.000,3250030560.000,23165209088,390977280.000,390981120.000,3127818240.000,3127848960.000,3127818.240,3127848.960,3127.818,3127.849,150546,74882,6973030,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",45803771,45247571,556200,1.214,763628.000,763626.500,3250000768.000,3249994384.000,23166756352,390977536.000,390976768.000,3127820288.000,3127814144.000,3127820.288,3127814.144,3127.820,3127.814,150455,75105,6881892,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",45803771,45243256,560515,1.224,763628.000,763634.000,3250000768.000,3250026304.000,23164547072,390977536.000,390980608.000,3127820288.000,3127844864.000,3127820.288,3127844.864,3127.820,3127.845,152500,75860,6968550,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",45803770,45241296,562474,1.228,763627.500,763650.000,3249998640.000,3250094400.000,23163543552,390977280.000,390988800.000,3127818240.000,3127910400.000,3127818.240,3127910.400,3127.818,3127.910,151601,75125,6797522,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",45803770,45244411,559359,1.221,763628.000,763635.000,3250000768.000,3250030560.000,23165138432,390977536.000,390981120.000,3127820288.000,3127848960.000,3127820.288,3127848.960,3127.820,3127.849,151090,74785,6973165,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",42280404,41766726,513678,1.215,704887.500,704870.500,3000001200.000,2999928848.000,21384563712,360902400.000,360893696.000,2887219200.000,2887149568.000,2887219.200,2887149.568,2887.219,2887.150,149784,76162,6917507,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",42280404,41762594,517810,1.225,704887.500,704893.000,3000001200.000,3000024608.000,21382448128,360902400.000,360905216.000,2887219200.000,2887241728.000,2887219.200,2887241.728,2887.219,2887.242,151895,74580,6997215,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",42280403,41761130,519273,1.228,704887.000,704884.500,2999999072.000,2999988432.000,21381698560,360902144.000,360900864.000,2887217152.000,2887206912.000,2887217.152,2887206.912,2887.217,2887.207,150968,77442,6802960,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",42280403,41764156,516247,1.221,704887.000,704894.000,2999999072.000,3000028864.000,21383247872,360902144.000,360905728.000,2887217152.000,2887245824.000,2887217.152,2887245.824,2887.217,2887.246,150562,76687,6998580,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",42280404,41766846,513558,1.215,704887.500,704871.500,3000001200.000,2999933104.000,21384625152,360902400.000,360894208.000,2887219200.000,2887153664.000,2887219.200,2887153.664,2887.219,2887.154,150495,76587,6917890,"00:00:00.106","00:01:00.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",42280404,41762693,517711,1.224,704887.500,704893.000,3000001200.000,3000024608.000,21382498816,360902400.000,360905216.000,2887219200.000,2887241728.000,2887219.200,2887241.728,2887.219,2887.242,152488,75340,7006540,"00:00:00.106","00:01:00.080"
