"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",45803658,45243609,560049,1.223,763628.000,763639.000,3250000768.000,3250047584.000,23164727808,390977536.000,390983168.000,3127820288.000,3127865344.000,3127820.288,3127865.344,3127.820,3127.865,153631,75737,6972870,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",45803658,45242555,561103,1.225,763628.000,763613.500,3250000768.000,3249939056.000,23164188160,390977536.000,390970112.000,3127820288.000,3127760896.000,3127820.288,3127760.896,3127.820,3127.761,153768,75937,6970230,"00:00:00.114","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",45803658,45243780,559878,1.222,763628.000,763613.500,3250000768.000,3249939056.000,23164815360,390977536.000,390970112.000,3127820288.000,3127760896.000,3127820.288,3127760.896,3127.820,3127.761,150930,76687,7020645,"00:00:00.103","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",45803658,45244230,559428,1.221,763628.000,763598.500,3250000768.000,3249875216.000,23165045760,390977536.000,390962432.000,3127820288.000,3127699456.000,3127820.288,3127699.456,3127.820,3127.699,151878,75310,7019027,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",45803658,45243736,559922,1.222,763627.500,763638.500,3249998640.000,3250045456.000,23164792832,390977280.000,390982912.000,3127818240.000,3127863296.000,3127818.240,3127863.296,3127.818,3127.863,153703,76317,6988370,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",45803658,45242643,561015,1.225,763627.500,763613.500,3249998640.000,3249939056.000,23164233216,390977280.000,390970112.000,3127818240.000,3127760896.000,3127818.240,3127760.896,3127.818,3127.761,154434,76170,6975955,"00:00:00.114","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",45803658,45243664,559994,1.223,763628.000,763613.500,3250000768.000,3249939056.000,23164755968,390977536.000,390970112.000,3127820288.000,3127760896.000,3127820.288,3127760.896,3127.820,3127.761,151589,76887,7021112,"00:00:00.103","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",45803658,45244120,559538,1.222,763628.000,763598.500,3250000768.000,3249875216.000,23164989440,390977536.000,390962432.000,3127820288.000,3127699456.000,3127820.288,3127699.456,3127.820,3127.699,152863,77252,7033007,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",42280300,41763315,516985,1.223,704887.000,704897.000,2999999072.000,3000041632.000,21382817280,360902144.000,360907264.000,2887217152.000,2887258112.000,2887217.152,2887258.112,2887.217,2887.258,153620,75095,6981792,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",42280300,41762354,517946,1.225,704887.500,704885.000,3000001200.000,2999990560.000,21382325248,360902400.000,360901120.000,2887219200.000,2887208960.000,2887219.200,2887208.960,2887.219,2887.209,153788,75110,6961997,"00:00:00.114","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",42280300,41763544,516756,1.222,704887.500,704890.000,3000001200.000,3000011840.000,21382934528,360902400.000,360903680.000,2887219200.000,2887229440.000,2887219.200,2887229.440,2887.219,2887.229,150959,74252,7040302,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",42280299,41763786,516513,1.222,704887.000,704876.000,2999999072.000,2999952256.000,21383058432,360902144.000,360896512.000,2887217152.000,2887172096.000,2887217.152,2887172.096,2887.217,2887.172,152338,77055,7006040,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",42280300,41763453,516847,1.222,704887.000,704897.500,2999999072.000,3000043760.000,21382887936,360902144.000,360907520.000,2887217152.000,2887260160.000,2887217.152,2887260.160,2887.217,2887.260,153639,76242,6982050,"00:00:00.104","00:01:00.079"
