Link 3 is disabled
Link 3 is disabled
Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6021189251.00,3002499157.00,2201832688.00,286.00,1543.00,0.00,0.00,
38,2.01,6024411973.00,3002501634.00,2201834536.00,148.00,1556.00,0.00,0.00,
39,2.00,6016480379.00,3002495293.00,2201829872.00,137.00,1806.00,0.00,0.00,
40,2.00,6010889229.00,3002495579.00,2201830136.00,154.00,1733.00,0.00,0.00,
51,2.34,7040306566.00,3002492684.00,2201827936.00,138.00,1763.00,0.00,0.00,
52,2.34,7039636032.00,3002494527.00,2201829344.00,560.00,1704.00,0.00,0.00,
53,2.35,7043864382.00,3002492023.00,2201827584.00,144.00,1840.00,0.00,0.00,
54,2.34,7038987529.00,3002490474.00,2201826352.00,136.00,1775.00,0.00,0.00,
*,0.32,84295211353.00,259415688028.00,246605056896.00,132483.00,614349.00,0.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6013091305.00,3002850661.00,2202090440.00,336.00,1362.00,0.00,0.00,
38,2.00,6015209851.00,3002844307.00,2202085776.00,124.00,1388.00,0.00,0.00,
39,2.00,6010927341.00,3002857029.00,2202095104.00,143.00,1608.00,0.00,0.00,
40,2.00,6008088022.00,3002846201.00,2202087184.00,129.00,1345.00,0.00,0.00,
51,2.35,7043174130.00,3002838231.00,2202081376.00,127.00,1587.00,0.00,0.00,
52,2.35,7044681766.00,3002840652.00,2202083136.00,132.00,1543.00,0.00,0.00,
53,2.34,7040914235.00,3002837944.00,2202081112.00,121.00,1637.00,0.00,0.00,
54,2.34,7041383317.00,3002832764.00,2202077328.00,118.00,1543.00,0.00,0.00,
*,0.32,84218317562.00,259445266285.00,246633208712.00,40108.00,129653.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6010699001.00,3002693859.00,2201975512.00,191.00,1358.00,0.00,0.00,
38,2.00,6016312119.00,3002692543.00,2201974544.00,112.00,1430.00,0.00,0.00,
39,2.00,6006191138.00,3002687606.00,2201970936.00,114.00,1581.00,0.00,0.00,
40,2.00,6009610439.00,3002695393.00,2201976656.00,126.00,1325.00,0.00,0.00,
51,2.34,7038605376.00,3002696489.00,2201977448.00,117.00,1570.00,0.00,0.00,
52,2.34,7040271879.00,3002692976.00,2201974808.00,126.00,1496.00,0.00,0.00,
53,2.35,7045019369.00,3002691800.00,2201974016.00,107.00,1630.00,0.00,0.00,
54,2.34,7041086834.00,3002693728.00,2201975424.00,107.00,1555.00,0.00,0.00,
*,0.32,84209768741.00,259432805656.00,246621306888.00,34185.00,132828.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6004385083.00,2999712223.00,2199788976.00,225.00,1462.00,0.00,0.00,
38,2.01,6015529497.00,2999716413.00,2199792056.00,129.00,1539.00,0.00,0.00,
39,2.00,6005863195.00,2999715890.00,2199791704.00,138.00,1714.00,0.00,0.00,
40,2.00,6008153941.00,2999718146.00,2199793288.00,132.00,1455.00,0.00,0.00,
51,2.35,7036679088.00,2999719703.00,2199794432.00,135.00,1657.00,0.00,0.00,
52,2.35,7036331731.00,2999715957.00,2199791704.00,199.00,1588.00,0.00,0.00,
53,2.35,7038410039.00,2999715979.00,2199791704.00,118.00,1700.00,0.00,0.00,
54,2.35,7037314915.00,2999714283.00,2199790472.00,125.00,1638.00,0.00,0.00,
*,0.33,84240083259.00,259175435096.00,246376621480.00,97950.00,384531.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6002638487.00,2999693002.00,2199774896.00,206.00,1363.00,0.00,0.00,
38,2.01,6017575839.00,2999692129.00,2199774280.00,119.00,1426.00,0.00,0.00,
39,2.00,6008991251.00,2999689137.00,2199771992.00,128.00,1625.00,0.00,0.00,
40,2.00,6001468983.00,2999689216.00,2199772080.00,123.00,1380.00,0.00,0.00,
51,2.35,7038652238.00,2999691772.00,2199773928.00,124.00,1607.00,0.00,0.00,
52,2.34,7031449500.00,2999690481.00,2199773048.00,121.00,1555.00,0.00,0.00,
53,2.35,7038661356.00,2999694887.00,2199776216.00,120.00,1611.00,0.00,0.00,
54,2.34,7030360052.00,2999696254.00,2199777272.00,117.00,1537.00,0.00,0.00,
*,0.32,84131910230.00,259173598049.00,246374920000.00,26242.00,136796.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6004688609.00,2999668584.00,2199756944.00,186.00,1373.00,0.00,0.00,
38,2.00,6008686963.00,2999664850.00,2199754216.00,113.00,1431.00,0.00,0.00,
39,2.00,6001236179.00,2999666749.00,2199755624.00,120.00,1583.00,0.00,0.00,
40,2.00,6006354598.00,2999667377.00,2199756064.00,129.00,1310.00,0.00,0.00,
51,2.35,7035858381.00,2999665535.00,2199754744.00,120.00,1559.00,0.00,0.00,
52,2.35,7035849264.00,2999666639.00,2199755536.00,123.00,1473.00,0.00,0.00,
53,2.35,7038071632.00,2999664990.00,2199754392.00,111.00,1617.00,0.00,0.00,
54,2.34,7032209209.00,2999664130.00,2199753688.00,112.00,1543.00,0.00,0.00,
*,0.32,84141599735.00,259170970206.00,246372410064.00,34624.00,139339.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6005319152.00,2999698909.00,2199779208.00,275.00,1581.00,0.00,0.00,
38,2.01,6015448485.00,2999702254.00,2199781584.00,114.00,1498.00,0.00,0.00,
39,2.00,6003199461.00,2999701583.00,2199781144.00,118.00,1706.00,0.00,0.00,
40,2.00,6006742620.00,2999700992.00,2199780704.00,129.00,1537.00,0.00,0.00,
51,2.35,7036288887.00,2999700684.00,2199780528.00,112.00,1684.00,0.00,0.00,
52,2.34,7030936485.00,2999695704.00,2199776832.00,109.00,1608.00,0.00,0.00,
53,2.35,7040074767.00,2999698678.00,2199779032.00,109.00,1736.00,0.00,0.00,
54,2.34,7030501140.00,2999700015.00,2199780000.00,115.00,1654.00,0.00,0.00,
*,0.32,84132064920.00,259174047771.00,246375327528.00,24338.00,131948.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6001506156.00,2999676367.00,2199762664.00,166.00,1378.00,0.00,0.00,
38,2.00,6008932068.00,2999680834.00,2199766008.00,127.00,1473.00,0.00,0.00,
39,2.00,6011868324.00,2999684143.00,2199768384.00,129.00,1582.00,0.00,0.00,
40,2.00,6002661363.00,2999680818.00,2199766008.00,129.00,1516.00,0.00,0.00,
51,2.35,7037338703.00,2999680563.00,2199765744.00,126.00,1559.00,0.00,0.00,
52,2.35,7047360695.00,2999684377.00,2199768560.00,125.00,1468.00,0.00,0.00,
53,2.35,7041813129.00,2999682642.00,2199767240.00,124.00,1627.00,0.00,0.00,
54,2.34,7031051642.00,2999683551.00,2199767944.00,121.00,1540.00,0.00,0.00,
*,0.32,84149571718.00,259172546564.00,246373891544.00,26761.00,138740.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
