"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",88080953,88064091,16862,0.019,1468515.000,1468638.500,6249999840.000,6250525456.000,45088814592,751879680.000,751942912.000,6015037440.000,6015543296.000,6015037.440,6015543.296,6015.037,6015.543,5686291,64420,12444402,"00:00:00.100","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",88080954,88063989,16965,0.019,1468515.000,1468565.000,6249999840.000,6250212640.000,45088762368,751879680.000,751905280.000,6015037440.000,6015242240.000,6015037.440,6015242.240,6015.037,6015.242,5952360,65370,13097127,"00:00:00.100","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",88080954,88064606,16348,0.019,1468515.000,1468573.000,6249999840.000,6250246688.000,45089078272,751879680.000,751909376.000,6015037440.000,6015275008.000,6015037.440,6015275.008,6015.037,6015.275,5469626,65205,11727062,"00:00:00.100","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",88080954,88064091,16863,0.019,1468515.000,1468638.500,6249999840.000,6250525456.000,45088814592,751879680.000,751942912.000,6015037440.000,6015543296.000,6015037.440,6015543.296,6015.037,6015.543,5686570,65560,12447467,"00:00:00.100","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",88080954,88063989,16965,0.019,1468515.000,1468568.000,6249999840.000,6250225408.000,45088762368,751879680.000,751906816.000,6015037440.000,6015254528.000,6015037.440,6015254.528,6015.037,6015.255,5952497,63980,13091947,"00:00:00.100","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",88080953,88064600,16353,0.019,1468515.000,1468573.500,6249999840.000,6250248816.000,45089075200,751879680.000,751909632.000,6015037440.000,6015277056.000,6015037.440,6015277.056,6015.037,6015.277,5469458,65642,11733160,"00:00:00.100","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",88080954,88064089,16865,0.019,1468515.000,1468637.000,6249999840.000,6250519072.000,45088813568,751879680.000,751942144.000,6015037440.000,6015537152.000,6015037.440,6015537.152,6015.037,6015.537,5686507,65895,12449082,"00:00:00.100","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",88080954,88063993,16961,0.019,1468515.000,1468571.000,6249999840.000,6250238176.000,45088764416,751879680.000,751908352.000,6015037440.000,6015266816.000,6015037.440,6015266.816,6015.037,6015.267,5952951,65232,13092065,"00:00:00.100","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",88080953,88064604,16349,0.019,1468515.000,1468572.000,6249999840.000,6250242432.000,45089077248,751879680.000,751908864.000,6015037440.000,6015270912.000,6015037.440,6015270.912,6015.037,6015.271,5470110,66582,11729472,"00:00:00.100","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",88080954,88064089,16865,0.019,1468515.000,1468636.000,6249999840.000,6250514816.000,45088813568,751879680.000,751941632.000,6015037440.000,6015533056.000,6015037.440,6015533.056,6015.037,6015.533,5686739,65367,12446102,"00:00:00.100","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",88080954,88063991,16963,0.019,1468515.000,1468565.000,6249999840.000,6250212640.000,45088763392,751879680.000,751905280.000,6015037440.000,6015242240.000,6015037.440,6015242.240,6015.037,6015.242,5952649,65000,13086070,"00:00:00.100","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",88080954,88064610,16344,0.019,1468515.500,1468571.500,6250001968.000,6250240304.000,45089080320,751879936.000,751908608.000,6015039488.000,6015268864.000,6015039.488,6015268.864,6015.039,6015.269,5469445,64907,11725655,"00:00:00.100","00:01:00.079"
