"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",88082339,88065896,16443,0.019,1468515.000,1468496.500,6249999840.000,6249921104.000,45089738752,751879680.000,751870208.000,6015037440.000,6014961664.000,6015037.440,6014961.664,6015.037,6014.962,5739249,63642,12640137,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",88082340,88066600,15740,0.018,1468515.000,1468305.000,6249999840.000,6249106080.000,45090099200,751879680.000,751772160.000,6015037440.000,6014177280.000,6015037.440,6014177.280,6015.037,6014.177,5886000,64272,13231822,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",88082340,88066910,15430,0.018,1468515.000,1468508.000,6249999840.000,6249970048.000,45090257920,751879680.000,751876096.000,6015037440.000,6015008768.000,6015037.440,6015008.768,6015.037,6015.009,5390889,62855,11659837,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",88082340,88065893,16447,0.019,1468515.000,1468491.500,6249999840.000,6249899824.000,45089737216,751879680.000,751867648.000,6015037440.000,6014941184.000,6015037.440,6014941.184,6015.037,6014.941,5739569,65750,12642095,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",88082340,88066606,15734,0.018,1468515.000,1468305.500,6249999840.000,6249108208.000,45090102272,751879680.000,751772416.000,6015037440.000,6014179328.000,6015037.440,6014179.328,6015.037,6014.179,5886054,64510,13203857,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",88082340,88066907,15433,0.018,1468515.000,1468508.000,6249999840.000,6249970048.000,45090256384,751879680.000,751876096.000,6015037440.000,6015008768.000,6015037.440,6015008.768,6015.037,6015.009,5390746,64257,11661242,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",88082340,88065889,16451,0.019,1468515.000,1468493.500,6249999840.000,6249908336.000,45089735168,751879680.000,751868672.000,6015037440.000,6014949376.000,6015037.440,6014949.376,6015.037,6014.949,5739574,65360,12642437,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",88082340,88066607,15733,0.018,1468515.000,1468309.500,6249999840.000,6249125232.000,45090102784,751879680.000,751774464.000,6015037440.000,6014195712.000,6015037.440,6014195.712,6015.037,6014.196,5886509,65407,13224555,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",88082340,88066906,15434,0.018,1468515.500,1468508.500,6250001968.000,6249972176.000,45090255872,751879936.000,751876352.000,6015039488.000,6015010816.000,6015039.488,6015010.816,6015.039,6015.011,5391419,66050,11686317,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",88082340,88065900,16440,0.019,1468515.000,1468497.500,6249999840.000,6249925360.000,45089740800,751879680.000,751870720.000,6015037440.000,6014965760.000,6015037.440,6014965.760,6015.037,6014.966,5739835,65540,12633692,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",88082340,88066607,15733,0.018,1468515.000,1468310.000,6249999840.000,6249127360.000,45090102784,751879680.000,751774720.000,6015037440.000,6014197760.000,6015037.440,6014197.760,6015.037,6014.198,5886200,65472,13228757,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",88082340,88066910,15430,0.018,1468515.000,1468508.500,6249999840.000,6249972176.000,45090257920,751879680.000,751876352.000,6015037440.000,6015010816.000,6015037.440,6015010.816,6015.037,6015.011,5390785,64830,11659147,"00:00:00.099","00:01:00.079"
