"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",88082216,88063574,18642,0.021,1468515.000,1468517.500,6249999840.000,6250010480.000,45088549888,751879680.000,751880960.000,6015037440.000,6015047680.000,6015037.440,6015047.680,6015.037,6015.048,6473291,64572,13935727,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",88082217,88064700,17517,0.020,1468515.000,1468527.500,6249999840.000,6250053040.000,45089126400,751879680.000,751886080.000,6015037440.000,6015088640.000,6015037.440,6015088.640,6015.037,6015.089,5633677,65457,11923327,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",88082217,88064303,17914,0.020,1468515.000,1468521.500,6249999840.000,6250027504.000,45088923136,751879680.000,751883008.000,6015037440.000,6015064064.000,6015037.440,6015064.064,6015.037,6015.064,6198861,63982,13223745,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",88082217,88063582,18635,0.021,1468515.000,1468525.000,6249999840.000,6250042400.000,45088553984,751879680.000,751884800.000,6015037440.000,6015078400.000,6015037.440,6015078.400,6015.037,6015.078,6473573,65055,13926280,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",88082217,88064700,17517,0.020,1468515.000,1468528.500,6249999840.000,6250057296.000,45089126400,751879680.000,751886592.000,6015037440.000,6015092736.000,6015037.440,6015092.736,6015.037,6015.093,5633732,65127,11926435,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",88082217,88064298,17919,0.020,1468515.000,1468521.500,6249999840.000,6250027504.000,45088920576,751879680.000,751883008.000,6015037440.000,6015064064.000,6015037.440,6015064.064,6015.037,6015.064,6199365,64492,13228682,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",88082217,88063581,18636,0.021,1468515.000,1468524.000,6249999840.000,6250038144.000,45088553472,751879680.000,751884288.000,6015037440.000,6015074304.000,6015037.440,6015074.304,6015.037,6015.074,6473353,64730,13938500,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",88082217,88064703,17514,0.020,1468515.000,1468528.500,6249999840.000,6250057296.000,45089127936,751879680.000,751886592.000,6015037440.000,6015092736.000,6015037.440,6015092.736,6015.037,6015.093,5633597,63412,11920430,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",88082217,88064299,17918,0.020,1468515.500,1468521.000,6250001968.000,6250025376.000,45088921088,751879936.000,751882752.000,6015039488.000,6015062016.000,6015039.488,6015062.016,6015.039,6015.062,6199251,66027,13233152,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",88082217,88063583,18634,0.021,1468515.000,1468527.000,6249999840.000,6250050912.000,45088554496,751879680.000,751885824.000,6015037440.000,6015086592.000,6015037.440,6015086.592,6015.037,6015.087,6473175,64900,13940212,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",88082217,88064697,17520,0.020,1468515.000,1468525.500,6249999840.000,6250044528.000,45089124864,751879680.000,751885056.000,6015037440.000,6015080448.000,6015037.440,6015080.448,6015.037,6015.080,5633766,63902,11922497,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",88082217,88064299,17918,0.020,1468515.000,1468522.500,6249999840.000,6250031760.000,45088921088,751879680.000,751883520.000,6015037440.000,6015068160.000,6015037.440,6015068.160,6015.037,6015.068,6199036,64100,13219275,"00:00:00.085","00:01:00.065"
