"Tx Port","Rx Port","Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Last Sequence Number","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1",72657324,72657324,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7222,0,97415,"",70350660,72657323,107986,70157,16579517,"00:00:00.157","00:01:02.020"
"Ethernet - 001","Ethernet - 001","Traffic Item 2",72657324,72657324,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7263,0,97717,"",70350660,72657323,108310,70472,16579845,"00:00:00.157","00:01:02.020"
"Ethernet - 001","Ethernet - 001","Traffic Item 3",72657324,72657324,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7085,0,98017,"",70338156,72657323,108743,70940,16580015,"00:00:00.157","00:01:02.020"
"Ethernet - 001","Ethernet - 001","Traffic Item 4",72657324,72657324,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7179,2,98560,"",70339968,72657323,109357,71277,16580225,"00:00:00.157","00:01:02.020"
