metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),3.0000001069999995,3.0000019205,2.99999844,3.00000193
metric_CPU utilization %,7.171365419500001,7.1729113589999995,7.16260452,7.1732047
metric_CPU utilization% in kernel mode,0.029208178500000005,0.16047625900000012,0.00506359,0.30480803
metric_CPI,0.733212829,0.7834010254999999,0.65680971,0.78344654
metric_kernel_CPI,1.6967860029999997,2.1188107394999998,0.98465096,2.13204309
metric_IPC,1.3724902789999998,1.5223760705,1.27641127,1.52251098
metric_locks retired per instr,0.00012469049999999998,0.0002063585,2.8e-07,0.00020728
metric_L1D MPI (includes data+rfo w/ prefetches),0.003553566,0.0059455265,5.06e-06,0.00622001
metric_L1D demand data read hits per instr,0.2933744450000001,0.294265848,0.2921185,0.29587036
metric_L1-I code read misses (w/ prefetches) per instr,0.0013893710000000001,0.002316064,7.42e-06,0.00231709
metric_L2 demand data read hits per instr,0.0015419729999999999,0.0025818595000000003,2.94e-06,0.0025904
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.0012082994999999999,0.0020185274999999997,5.3e-07,0.00201886
metric_L2 demand data read MPI,0.0003208705,0.0005361325,2.4e-07,0.00053656
metric_L2 demand code MPI,1.5166500000000005e-05,2.5129000000000003e-05,0.0,2.53e-05
metric_ITLB MPI,7.61e-07,1.0460000000000017e-06,4.6e-07,3.25e-06
metric_ITLB large page MPI,0.0,0.0,0.0,0.0
metric_DTLB load MPI,4.7499999999999995e-08,1.8200000000000017e-07,0.0,4.1e-07
metric_DTLB 4KB page load MPI,2.35e-08,6.05e-08,0.0,7e-08
metric_DTLB 2MB large page load MPI,1.5000000000000002e-09,1.0500000000000006e-08,0.0,2e-08
metric_DTLB 1GB large page load MPI,8e-09,2.6000000000000084e-08,0.0,1.4e-07
metric_DTLB store MPI,6.500000000000001e-09,1.0500000000000006e-08,0.0,2e-08
metric_DTLB load miss latency (in core clks),294.65040723000004,819.5988888910001,35.56084587,1034.7
metric_DTLB store miss latency (in core clks),51.834392952500004,141.82984848150008,0.0,215.86363636
metric_ITLB miss latency (in core clks),33.2668528655,43.075932053500004,20.70421955,44.61258163
metric_core c6 residency %,0.0,0.0,0.0,0.0
metric_package c6 residency %,0.0,0.0,0.0,0.0
metric_% Uops delivered from decoded Icache (DSB),47.056136734499994,56.406619995499995,38.68237322,56.40698927
metric_% Uops delivered from legacy decode pipeline (MITE),44.208138186999996,49.449813896,38.63647535,50.23032698
metric_core % cycles in non AVX license,100.0,100.0,100.0,100.0
metric_core % cycles in AVX2 license,0.0,0.0,0.0,0.0
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_TMA_Frontend_Bound(%),24.5946468765,24.731976912500002,24.3199552,25.27517993
metric_TMA_....ICache_Misses(%),0.11812793449999999,0.1985313445,0.00134897,0.20110954
metric_TMA_....ITLB_Misses(%),0.2969840425,0.5803428305000002,0.00515237,0.9177817
metric_TMA_....Branch_Resteers(%),0.3211254,0.5172672035,0.02416736,0.51951516
metric_TMA_......Mispredicts_Resteers(%),0.26655556700000005,0.43736134899999995,0.01312151,0.44013229
metric_TMA_......Clears_Resteers(%),0.026281132000000002,0.04536191300000001,0.00200868,0.06026557
metric_TMA_......Unknown_Branches_Resteers(%),0.0282880055,0.040945010500000004,0.00901839,0.04114034
metric_TMA_....MITE(%),14.761695358,15.2023008135,14.25564468,16.44311469
metric_TMA_....DSB(%),3.355553749,4.0608277005,2.82024085,4.06122044
metric_TMA_Bad_Speculation(%),0.8581595974999999,1.4331388564999998,0.02074846,1.43327559
metric_TMA_..Branch_Mispredicts(%),0.7809930365000001,1.321702388,0.01799391,1.3254824
metric_TMA_..Machine_Clears(%),0.077166562,0.13549478900000003,0.00155421,0.17458632
metric_TMA_Backend_Bound(%),2.7539108310000007,4.6935695545,-0.92163331,4.70409716
metric_TMA_..Memory_Bound(%),0.8882410649999999,1.5091168125,-0.23532891,1.515445
metric_TMA_....L1_Bound(%),18.021971622499997,18.4858888105,17.6841538,18.48667675
metric_TMA_......DTLB_Load(%),0.0,0.0,0.0,0.0
metric_TMA_......Lock_Latency(%),0.008555489,0.022259783000000012,0.0,0.03993098
metric_TMA_....L2_Bound(%),0.3502699065,0.5862562960000001,0.0013774,0.58644185
metric_TMA_....L3_Bound(%),1.1950480985000003,2.002518866,0.00188132,2.00892103
metric_TMA_....MEM_Bound(%),1.0373297565,1.7565522165,0.00074929,1.80357962
metric_TMA_......MEM_Bandwidth(%),0.025897856000000004,0.044272629,0.0,0.05015197
metric_TMA_......MEM_Latency(%),1.100900489,1.855427604,0.00058553,1.90602829
metric_TMA_....Store_Bound(%),0.7251171085,1.2183099080000002,3.473e-05,1.22795313
metric_TMA_..Core_Bound(%),1.865669767,3.1844527325,-0.6863044,3.18865216
metric_TMA_....Ports_Utilization(%),49.74035128550001,53.1190337395,47.5101646,53.13488296
metric_TMA_......Ports_Utilized_3m(%),64.84692373900002,68.876027452,62.29997359,68.88073968
metric_TMA_Retiring(%),71.79328269550001,75.61197522449999,69.20828882,75.61595809
metric_TMA_..Light_Operations(%),61.764134776000006,67.87762549749999,57.66644314,67.95025181
metric_TMA_....FP_Arith(%),0.2357339595,0.2582327415,0.19423677,0.26078694
metric_TMA_......FP_Scalar(%),0.1104250265,0.13615080300000001,0.09269746,0.14344534
metric_TMA_......FP_Vector(%),0.054832907,0.06769363149999999,0.0460938,0.06900295
metric_TMA_..Heavy_Operations(%),10.029147919,11.558527642499998,7.64959312,11.56926155
