"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",100000,100000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1817,0,16932,"",0,34485,31377,48650,"00:00:00.084","00:00:50.083"
"Traffic Item 2",9817860,9817854,6,0.000,163684.000,163684.000,500000060.000,59226327.500,473810620.000,473810.620,473.811,1460,0,14650,1346,243,34849,31735,54797,"00:00:00.084","00:01:00.065"
"Traffic Item 3",9817860,9817855,5,0.000,163684.000,163684.000,500000060.000,59226327.500,473810620.000,473810.620,473.811,1415,0,14365,940,5085,33081,31167,48970,"00:00:00.084","00:01:00.065"
"Traffic Item 4",0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"","","","","","","","","",""
