"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",183212851,180003789,3209062,1.752,3054511.500,3037573.000,13000000944.000,12927910688.000,92161939968,1563909888.000,1555237376.000,12511279104.000,12441899008.000,12511279.104,12441899.008,12511.279,12441.899,391708,72842,6298772,"00:00:00.107","00:01:00.079"
"Traffic Item 2",183212851,179999590,3213261,1.754,3054511.000,3037495.000,12999998816.000,12927578720.000,92159790080,1563909632.000,1555197440.000,12511277056.000,12441579520.000,12511277.056,12441579.520,12511.277,12441.580,392709,76077,6325342,"00:00:00.107","00:01:00.079"
"Traffic Item 3",169119555,166130661,2988894,1.767,2819549.000,2802904.000,12000000544.000,11929159424.000,85058898432,1443609088.000,1435086848.000,11548872704.000,11480694784.000,11548872.704,11480694.784,11548.873,11480.695,428979,71492,6081397,"00:00:00.107","00:01:00.079"
"Traffic Item 4",169119556,166134340,2985216,1.765,2819549.500,2802967.000,12000002672.000,11929427552.000,85060782080,1443609344.000,1435119104.000,11548874752.000,11480952832.000,11548874.752,11480952.832,11548.875,11480.953,430044,71720,6081807,"00:00:00.107","00:01:00.079"
