Link 3 is disabled
Link 3 is disabled
Time elapsed: 1005 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,408493379.00,3015775837.00,2211568920.00,305.00,1809.00,24613.00,0.00,
38,0.14,408155363.00,3015765841.00,2211561616.00,286.00,1821.00,18455.00,0.00,
39,0.14,408633346.00,3015766426.00,2211562056.00,268.00,1760.00,19931.00,0.00,
40,0.14,408108650.00,3015767290.00,2211562672.00,292.00,1790.00,17262.00,0.00,
51,0.14,408202481.00,3015796829.00,2211584408.00,294.00,1873.00,18619.00,0.00,
52,0.14,408185023.00,3015802881.00,2211588808.00,299.00,1789.00,19427.00,0.00,
53,0.14,408308591.00,3015809182.00,2211593384.00,288.00,1799.00,19994.00,0.00,
54,0.14,408582490.00,3015805693.00,2211590920.00,276.00,1838.00,16708.00,0.00,
*,0.14,35825404906.00,260562915668.00,247695471232.00,964322.00,2313151.00,1612778964.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,406351374.00,3000103595.00,2200076032.00,72.00,1699.00,6307.00,0.00,
38,0.14,406576498.00,3000111987.00,2200082104.00,72.00,1732.00,4600.00,0.00,
39,0.14,406559840.00,3000112989.00,2200082896.00,64.00,1688.00,5930.00,0.00,
40,0.14,406953525.00,3000109114.00,2200080080.00,78.00,1712.00,4694.00,0.00,
51,0.14,406478973.00,3000094833.00,2200069520.00,73.00,1777.00,5616.00,0.00,
52,0.14,406513049.00,3000088318.00,2200064768.00,80.00,1716.00,5854.00,0.00,
53,0.14,406186563.00,3000078242.00,2200057376.00,82.00,1708.00,3893.00,0.00,
54,0.14,406413883.00,3000085566.00,2200062744.00,82.00,1728.00,4534.00,0.00,
*,0.14,36178518341.00,259207605598.00,246407292648.00,178340.00,256491.00,1231285061.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,408043143.00,2999828881.00,2199874512.00,52.00,1559.00,5551.00,0.00,
38,0.14,407560302.00,2999828858.00,2199874512.00,57.00,1560.00,4462.00,0.00,
39,0.14,408159266.00,2999830267.00,2199875480.00,52.00,1495.00,5442.00,0.00,
