"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Last Sequence Number","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",31710399,31332713,377686,1.191,528665.500,528683.500,2250000368.000,270676736.000,2165413888.000,2165413.888,2165.414,23094,0,1877882,23773,29865128,31710335,172946,77530,8173565,"00:00:00.105","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",45803907,45242592,561315,1.225,763627.500,763612.500,3249998640.000,390977280.000,3127818240.000,3127818.240,3127.818,16340,0,2001457,16526,43450772,45803781,152302,76355,8220145,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",45803908,45243098,560810,1.224,763628.000,763602.500,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,16518,0,1713562,16565,43331006,45803767,151532,76845,8222640,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",59897419,58111769,1785650,2.981,998590.500,979779.000,4250001168.000,511278336.000,4090226688.000,4090226.688,4090.227,19979,0,2445540,20508,58054755,59895215,884923,74225,8664152,"00:00:00.104","00:01:00.077"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",31710399,31332751,377648,1.191,528665.500,528683.000,2250000368.000,270676736.000,2165413888.000,2165413.888,2165.414,20594,0,1877702,19914,29966847,31710335,172639,77775,8172727,"00:00:00.105","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",45803908,45242655,561253,1.225,763627.500,763613.000,3249998640.000,390977280.000,3127818240.000,3127818.240,3127.818,13657,0,2040727,13697,43547336,45803781,153304,76367,8230622,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",45803908,45243033,560875,1.225,763628.000,763602.500,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,16776,0,1713520,16737,43310528,45803767,152189,77082,8232655,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",59897419,58112229,1785190,2.980,998590.500,979800.500,4250001168.000,511278336.000,4090226688.000,4090226.688,4090.227,19696,0,2429167,21452,58052031,59895215,886849,80312,8664240,"00:00:00.104","00:01:00.077"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",28187021,27851227,335794,1.191,469925.000,469938.500,2000000800.000,240601600.000,1924812800.000,1924812.800,1924.813,34849,0,1782367,31820,27416002,28186945,173098,76870,8231807,"00:00:00.106","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",42280531,41762187,518344,1.226,704887.500,704873.000,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,26978,0,7919510,26112,41016232,42280414,152733,77212,8265152,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",42280530,41762815,517715,1.224,704887.000,704877.500,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,25614,0,1925400,25813,41030020,42280399,151608,75252,8254065,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",56374041,54698046,1675995,2.973,939850.000,923188.000,4000001600.000,481203200.000,3849625600.000,3849625.600,3849.626,12711,0,2298507,13660,54635367,56373592,985102,79742,9229535,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",28187021,27851237,335784,1.191,469925.000,469937.000,2000000800.000,240601600.000,1924812800.000,1924812.800,1924.813,27620,0,1783307,24643,27443174,28186937,172785,77182,8239922,"00:00:00.106","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",42280531,41762231,518300,1.226,704887.500,704873.500,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,19804,0,2226400,18671,41028394,42280415,153042,77677,8271442,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",42280530,41762880,517650,1.224,704887.000,704879.500,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,23608,0,1925630,23661,41034456,42280399,152346,75982,8255337,"00:00:00.104","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",56374041,54692377,1681664,2.983,939850.000,923094.500,4000001600.000,481203200.000,3849625600.000,3849625.600,3849.626,10965,0,2298905,11530,54634594,56373588,986604,79780,9229960,"00:00:00.104","00:01:00.079"
