"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",28186356,26237408,1948948,6.915,469924.500,442224.000,1999998672.000,240601344.000,1924810752.000,1924810.752,1924.811,130994,2,2821982,157625,26199491,1034179,78745,3265090,"00:00:00.105","00:01:00.079"
"Traffic Item 2",56372712,52480742,3891970,6.904,939849.500,884399.000,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,44851,0,2326965,49339,52432360,999875,77312,2675440,"00:00:00.106","00:01:00.080"
"Traffic Item 3",70465890,65600706,4865184,6.904,1174812.000,1106536.000,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,57253,0,1901435,70231,65550036,647979,79435,2328415,"00:00:00.105","00:01:00.080"
"Traffic Item 4",70465890,65596954,4868936,6.910,1174812.000,1106457.500,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,39697,0,1901390,49653,65552168,649527,79705,2328715,"00:00:00.105","00:01:00.080"
