Link 3 is disabled
Link 3 is disabled
Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6009245073.00,3002501299.00,2201834184.00,365.00,1236.00,0.00,0.00,
38,2.00,6004114450.00,3002501906.00,2201834712.00,96.00,1636.00,0.00,0.00,
39,2.00,5999552673.00,3002503473.00,2201835856.00,100.00,1772.00,0.00,0.00,
40,1.98,5931478574.00,3002504195.00,2201836384.00,103.00,1430.00,0.00,0.00,
51,2.35,7047636007.00,3002508449.00,2201839464.00,102.00,1784.00,0.00,0.00,
52,2.35,7043370476.00,3002501008.00,2201834008.00,108.00,1700.00,0.00,0.00,
53,2.35,7045911967.00,3002502401.00,2201835152.00,105.00,1734.00,0.00,0.00,
54,2.34,7040602019.00,3002505439.00,2201837264.00,103.00,1724.00,0.00,0.00,
*,0.32,84175486747.00,259415062742.00,246604412736.00,159625.00,617752.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5995782658.00,2999934570.00,2199952040.00,204.00,1147.00,0.00,0.00,
38,2.00,5995458525.00,2999930546.00,2199949136.00,61.00,1612.00,0.00,0.00,
39,2.00,5998950631.00,2999932353.00,2199950368.00,67.00,1671.00,0.00,0.00,
40,1.97,5921753871.00,2999929817.00,2199948520.00,62.00,1313.00,0.00,0.00,
51,2.35,7042472239.00,2999934486.00,2199951952.00,68.00,1673.00,0.00,0.00,
52,2.35,7035396795.00,2999934386.00,2199951864.00,61.00,1662.00,0.00,0.00,
53,2.34,7034727524.00,2999937553.00,2199954152.00,70.00,1683.00,0.00,0.00,
54,2.35,7036733857.00,2999933312.00,2199951160.00,74.00,1685.00,0.00,0.00,
*,0.32,84036573097.00,259195205960.00,246395434912.00,48430.00,138012.00,0.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6010030856.00,3002824067.00,2202071080.00,221.00,1171.00,0.00,0.00,
38,2.00,6005487229.00,3002827470.00,2202073456.00,66.00,1683.00,0.00,0.00,
39,2.00,5996279902.00,3002828075.00,2202073896.00,66.00,1745.00,0.00,0.00,
40,1.97,5921988525.00,3002828049.00,2202073896.00,722.00,1473.00,0.00,0.00,
51,2.35,7044362972.00,3002825366.00,2202071960.00,65.00,1754.00,0.00,0.00,
52,2.34,7038579274.00,3002825118.00,2202071784.00,68.00,1810.00,0.00,0.00,
53,2.35,7043621038.00,3002825230.00,2202071872.00,80.00,1779.00,0.00,0.00,
54,2.35,7045290398.00,3002823396.00,2202070464.00,76.00,1768.00,0.00,0.00,
*,0.32,84106686736.00,259443884310.00,246631839784.00,43773.00,138485.00,0.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6006173392.00,3002801556.00,2202054448.00,261.00,1124.00,0.00,0.00,
38,2.00,6000696311.00,3002804121.00,2202056296.00,66.00,1607.00,0.00,0.00,
39,2.00,6008554207.00,3002804346.00,2202056560.00,57.00,1747.00,0.00,0.00,
40,1.97,5930482071.00,3002806328.00,2202058056.00,64.00,1525.00,0.00,0.00,
51,2.35,7047758611.00,3002803230.00,2202055768.00,64.00,1582.00,0.00,0.00,
52,2.35,7045294152.00,3002804554.00,2202056648.00,59.00,1632.00,0.00,0.00,
53,2.35,7045129918.00,3002802116.00,2202054888.00,60.00,1669.00,0.00,0.00,
54,2.34,7039079237.00,3002803384.00,2202055856.00,63.00,1709.00,0.00,0.00,
*,0.32,84152167295.00,259442525364.00,246630543632.00,77889.00,395264.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6013185386.00,3002769861.00,2202031216.00,295.00,1129.00,0.00,0.00,
38,2.00,6003437297.00,3002766658.00,2202028928.00,67.00,1570.00,0.00,0.00,
39,2.00,6005523506.00,3002768074.00,2202029896.00,62.00,1680.00,0.00,0.00,
40,1.98,5933417308.00,3002764312.00,2202027168.00,65.00,1473.00,0.00,0.00,
51,2.35,7054806844.00,3002766377.00,2202028664.00,72.00,1563.00,0.00,0.00,
52,2.35,7041596803.00,3002766668.00,2202028928.00,65.00,1592.00,0.00,0.00,
53,2.35,7050543834.00,3002767294.00,2202029280.00,71.00,1579.00,0.00,0.00,
54,2.35,7044721524.00,3002771374.00,2202032360.00,73.00,1615.00,0.00,0.00,
*,0.32,84140624590.00,259438786851.00,246627007528.00,36509.00,137096.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6001951466.00,2999823019.00,2199870200.00,259.00,1120.00,0.00,0.00,
38,2.00,5992031253.00,2999823465.00,2199870552.00,57.00,1580.00,0.00,0.00,
39,2.00,5995729952.00,2999823974.00,2199870904.00,55.00,1708.00,0.00,0.00,
40,1.98,5926351160.00,2999826467.00,2199872664.00,59.00,1495.00,0.00,0.00,
51,2.35,7042266699.00,2999830545.00,2199875744.00,59.00,1518.00,0.00,0.00,
52,2.34,7031354451.00,2999830894.00,2199876008.00,59.00,1571.00,0.00,0.00,
53,2.35,7039634545.00,2999831687.00,2199876624.00,62.00,1627.00,0.00,0.00,
54,2.34,7032853924.00,2999830745.00,2199875832.00,64.00,1639.00,0.00,0.00,
*,0.32,84088292638.00,259185306991.00,246386004128.00,72630.00,146039.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5997851494.00,2999837226.00,2199880672.00,208.00,1092.00,0.00,0.00,
