"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",31709465,31331398,378067,1.192,528665.500,528652.000,2250000368.000,2249942912.000,16041675776,270676736.000,270669824.000,2165413888.000,2165358592.000,2165413.888,2165358.592,2165.414,2165.359,170954,76690,8083017,"00:00:00.106","00:01:00.075"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",45802559,45240578,561981,1.227,763628.000,763611.000,3250000768.000,3249928416.000,23163175936,390977536.000,390968832.000,3127820288.000,3127750656.000,3127820.288,3127750.656,3127.820,3127.751,152318,75770,8111822,"00:00:00.106","00:01:00.075"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",45802559,45239437,563122,1.229,763628.000,763626.000,3250000768.000,3249992256.000,23162591744,390977536.000,390976512.000,3127820288.000,3127812096.000,3127820.288,3127812.096,3127.820,3127.812,151561,76597,8110930,"00:00:00.106","00:01:00.075"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",59895655,58118216,1777439,2.968,998590.500,979985.500,4250001168.000,4170818288.000,29756526592,511278336.000,501752576.000,4090226688.000,4014020608.000,4090226.688,4014020.608,4090.227,4014.021,884555,78327,9004075,"00:00:00.106","00:01:00.075"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",31709465,31331440,378025,1.192,528665.500,528652.000,2250000368.000,2249942912.000,16041697280,270676736.000,270669824.000,2165413888.000,2165358592.000,2165413.888,2165358.592,2165.414,2165.359,171654,77095,8083750,"00:00:00.106","00:01:00.075"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",45802559,45240651,561908,1.227,763627.500,763611.000,3249998640.000,3249928416.000,23163213312,390977280.000,390968832.000,3127818240.000,3127750656.000,3127818.240,3127750.656,3127.818,3127.751,152965,75550,8127127,"00:00:00.106","00:01:00.075"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",45802559,45239372,563187,1.230,763628.000,763626.000,3250000768.000,3249992256.000,23162558464,390977536.000,390976512.000,3127820288.000,3127812096.000,3127820.288,3127812.096,3127.820,3127.812,152220,76905,8119912,"00:00:00.106","00:01:00.075"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",59895655,58119109,1776546,2.966,998590.500,979997.000,4250001168.000,4170867232.000,29756983808,511278336.000,501758464.000,4090226688.000,4014067712.000,4090226.688,4014067.712,4090.227,4014.068,886480,80175,9004422,"00:00:00.106","00:01:00.075"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",28186191,27850009,336182,1.193,469925.000,469913.000,2000000800.000,1999949728.000,14259204608,240601600.000,240595456.000,1924812800.000,1924763648.000,1924812.800,1924763.648,1924.813,1924.764,171112,78052,8156207,"00:00:00.107","00:01:00.075"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",42279285,41760934,518351,1.226,704887.000,704888.000,2999999072.000,3000003328.000,21381598208,360902144.000,360902656.000,2887217152.000,2887221248.000,2887217.152,2887221.248,2887.217,2887.221,152397,75730,8160490,"00:00:00.107","00:01:00.075"
