"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",183210250,179941530,3268720,1.784,3054511.000,3036703.500,12999998816.000,12924210096.000,92130063360,1563909632.000,1554792192.000,12511277056.000,12438337536.000,12511277.056,12438337.536,12511.277,12438.338,392470,74165,8743117,"00:00:00.142","00:01:00.118"
"Traffic Item 2",183210251,179941964,3268287,1.784,3054511.000,3036696.000,12999998816.000,12924178176.000,92130285568,1563909632.000,1554788352.000,12511277056.000,12438306816.000,12511277.056,12438306.816,12511.277,12438.307,393628,75457,8759115,"00:00:00.142","00:01:00.118"
"Traffic Item 3",169117155,166081652,3035503,1.795,2819549.500,2802230.000,12000002672.000,11926290880.000,85033805824,1443609344.000,1434741760.000,11548874752.000,11477934080.000,11548874.752,11477934.080,11548.875,11477.934,430076,75327,9004280,"00:00:00.142","00:01:00.118"
"Traffic Item 4",169117155,166076318,3040837,1.798,2819549.000,2802125.500,12000000544.000,11925846128.000,85031074816,1443609088.000,1434688256.000,11548872704.000,11477506048.000,11548872.704,11477506.048,11548.873,11477.506,430851,75375,9005030,"00:00:00.142","00:01:00.118"
