"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",31709917,31333556,376361,1.187,528665.500,528653.500,2250000368.000,2249949296.000,16042780672,270676736.000,270670592.000,2165413888.000,2165364736.000,2165413.888,2165364.736,2165.414,2165.365,171172,72842,5288792,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",45803212,45246325,556887,1.216,763628.000,763606.000,3250000768.000,3249907136.000,23166118400,390977536.000,390966272.000,3127820288.000,3127730176.000,3127820.288,3127730.176,3127.820,3127.730,152611,76022,5333217,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",45803213,45241552,561661,1.226,763628.000,763622.500,3250000768.000,3249977360.000,23163674624,390977536.000,390974720.000,3127820288.000,3127797760.000,3127820.288,3127797.760,3127.820,3127.798,151679,76587,5357857,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",59896509,58182356,1714153,2.862,998590.000,981691.000,4249999040.000,4178076896.000,29789366272,511278080.000,502625792.000,4090224640.000,4021006336.000,4090224.640,4021006.336,4090.225,4021.006,883053,78847,6298772,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",31709917,31333608,376309,1.187,528665.500,528653.500,2250000368.000,2249949296.000,16042807296,270676736.000,270670592.000,2165413888.000,2165364736.000,2165413.888,2165364.736,2165.414,2165.365,171875,76092,5287715,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",45803213,45246427,556786,1.216,763628.000,763605.500,3250000768.000,3249905008.000,23166170624,390977536.000,390966016.000,3127820288.000,3127728128.000,3127820.288,3127728.128,3127.820,3127.728,153262,76077,5334465,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",45803212,45241469,561743,1.226,763627.500,763620.500,3249998640.000,3249968848.000,23163632128,390977280.000,390973696.000,3127818240.000,3127789568.000,3127818.240,3127789.568,3127.818,3127.790,152341,76870,5358707,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",59896509,58178086,1718423,2.869,998590.000,981615.500,4249999040.000,4177755568.000,29787180032,511278080.000,502587136.000,4090224640.000,4020697088.000,4090224.640,4020697.088,4090.225,4020.697,884788,79050,6325342,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",28186593,27851976,334617,1.187,469925.000,469914.500,2000000800.000,1999956112.000,14260211712,240601600.000,240596224.000,1924812800.000,1924769792.000,1924812.800,1924769.792,1924.813,1924.770,171308,71492,5293125,"00:00:00.108","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",42279889,41766117,513772,1.215,704887.500,704867.000,3000001200.000,2999913952.000,21384251904,360902400.000,360891904.000,2887219200.000,2887135232.000,2887219.200,2887135.232,2887.219,2887.135,152671,76080,5314600,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",42279888,41761273,518615,1.227,704887.000,704889.500,2999999072.000,3000009712.000,21381771776,360902144.000,360903424.000,2887217152.000,2887227392.000,2887217.152,2887227.392,2887.217,2887.227,151730,76840,5396267,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",56373185,54751295,1621890,2.877,939849.500,923233.000,3999999472.000,3929279648.000,28032663040,481202944.000,472695296.000,3849623552.000,3781562368.000,3849623.552,3781562.368,3849.624,3781.562,982304,80142,6081397,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",28186593,27852015,334578,1.187,469925.000,469914.500,2000000800.000,1999956112.000,14260231680,240601600.000,240596224.000,1924812800.000,1924769792.000,1924812.800,1924769.792,1924.813,1924.770,172031,71720,5293442,"00:00:00.108","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",42279889,41766185,513704,1.215,704887.500,704867.000,3000001200.000,2999913952.000,21384286720,360902400.000,360891904.000,2887219200.000,2887135232.000,2887219.200,2887135.232,2887.219,2887.135,153267,76337,5315475,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",42279889,41761334,518555,1.226,704887.500,704889.500,3000001200.000,3000009712.000,21381803008,360902400.000,360903424.000,2887219200.000,2887227392.000,2887219.200,2887227.392,2887.219,2887.227,152473,77545,5397570,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",56373185,54754806,1618379,2.871,939849.500,923296.000,3999999472.000,3929547776.000,28034460672,481202944.000,472727552.000,3849623552.000,3781820416.000,3849623.552,3781820.416,3849.624,3781.820,984112,78947,6081807,"00:00:00.107","00:01:00.079"
