"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",31709809,31332831,376978,1.189,528665.500,528663.500,2250000368.000,2249991856.000,16042409472,270676736.000,270675712.000,2165413888.000,2165405696.000,2165413.888,2165405.696,2165.414,2165.406,173141,79360,5617115,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",45803056,45242211,560845,1.224,763628.000,763621.500,3250000768.000,3249973104.000,23164012032,390977536.000,390974208.000,3127820288.000,3127793664.000,3127820.288,3127793.664,3127.820,3127.794,155449,76812,5580785,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",45803056,45242836,560220,1.223,763628.000,763639.000,3250000768.000,3250047584.000,23164332032,390977536.000,390983168.000,3127820288.000,3127865344.000,3127820.288,3127865.344,3127.820,3127.865,153278,76717,5700165,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",59896305,58114014,1782291,2.976,998590.500,980781.500,4250001168.000,4174206064.000,29754375168,511278336.000,502160128.000,4090226688.000,4017281024.000,4090226.688,4017281.024,4090.227,4017.281,886065,76595,6238835,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",31709809,31332886,376923,1.189,528665.500,528663.500,2250000368.000,2249991856.000,16042437632,270676736.000,270675712.000,2165413888.000,2165405696.000,2165413.888,2165405.696,2165.414,2165.406,172841,79052,5617632,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",45803056,45242254,560802,1.224,763627.500,763621.500,3249998640.000,3249973104.000,23164034048,390977280.000,390974208.000,3127818240.000,3127793664.000,3127818.240,3127793.664,3127.818,3127.794,156474,76552,5586590,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",45803056,45242781,560275,1.223,763628.000,763639.000,3250000768.000,3250047584.000,23164303872,390977536.000,390983168.000,3127820288.000,3127865344.000,3127820.288,3127865.344,3127.820,3127.865,153974,76905,5725657,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",59896305,58110606,1785699,2.981,998590.500,980731.000,4250001168.000,4173991136.000,29752630272,511278336.000,502134272.000,4090226688.000,4017074176.000,4090226.688,4017074.176,4090.227,4017.074,887804,76742,6239475,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",28186497,27851076,335421,1.190,469925.000,469923.500,2000000800.000,1999994416.000,14259750912,240601600.000,240600832.000,1924812800.000,1924806656.000,1924812.800,1924806.656,1924.813,1924.807,173265,75370,5625965,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",42279744,41762156,517588,1.224,704887.000,704913.000,2999999072.000,3000109728.000,21382223872,360902144.000,360915456.000,2887217152.000,2887323648.000,2887217.152,2887323.648,2887.217,2887.324,155811,77045,5571632,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",42279744,41762639,517105,1.223,704887.500,704890.500,3000001200.000,3000013968.000,21382471168,360902400.000,360903936.000,2887219200.000,2887231488.000,2887219.200,2887231.488,2887.219,2887.231,153304,73467,5666080,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",56372992,54687750,1685242,2.989,939849.500,921949.000,3999999472.000,3923814944.000,28000128000,481202944.000,472037888.000,3849623552.000,3776303104.000,3849623.552,3776303.104,3849.624,3776.303,987113,77835,6385147,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",28186497,27851111,335386,1.190,469925.000,469923.500,2000000800.000,1999994416.000,14259768832,240601600.000,240600832.000,1924812800.000,1924806656.000,1924812.800,1924806.656,1924.813,1924.807,172958,76042,5626605,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",42279744,41762221,517523,1.224,704887.000,704912.000,2999999072.000,3000105472.000,21382257152,360902144.000,360914944.000,2887217152.000,2887319552.000,2887217.152,2887319.552,2887.217,2887.320,156155,76787,5572830,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",42279744,41762664,517080,1.223,704887.000,704890.500,2999999072.000,3000013968.000,21382483968,360902144.000,360903936.000,2887217152.000,2887231488.000,2887217.152,2887231.488,2887.217,2887.231,154084,73952,5667262,"00:00:00.144","00:01:00.115"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",56372992,54690896,1682096,2.984,939849.500,921997.000,3999999472.000,3924019232.000,28001738752,481202944.000,472062464.000,3849623552.000,3776499712.000,3849623.552,3776499.712,3849.624,3776.500,988929,78355,6388800,"00:00:00.144","00:01:00.115"
