"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",100000,100000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14047,0,409622,"",0,88544,63530,504175,"00:00:00.099","00:00:50.099"
"Traffic Item 2",84558991,84558850,141,0.000,1409774.500,1409758.500,6000000272.000,721804544.000,5774436352.000,5774436.352,5774.436,7188,0,59290,5391,82946283,88973,64150,184902,"00:00:00.099","00:01:00.080"
"Traffic Item 3",84558991,84558850,141,0.000,1409774.500,1409758.500,6000000272.000,721804544.000,5774436352.000,5774436.352,5774.436,5818,0,59390,5207,82949098,89191,63607,185482,"00:00:00.099","00:01:00.080"
"Traffic Item 4",84558991,84558849,142,0.000,1409774.500,1409758.000,6000000272.000,721804544.000,5774436352.000,5774436.352,5774.436,2972,0,59872,493,82946791,89315,63420,185820,"00:00:00.099","00:01:00.080"
