Link 3 is disabled
Link 3 is disabled
Time elapsed: 1003 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6018124055.00,3009824174.00,2207204384.00,715.00,1678.00,0.00,0.00,
38,2.00,6028993091.00,3009821646.00,2207202536.00,551.00,2031.00,0.00,0.00,
39,2.00,6031936937.00,3009817602.00,2207199632.00,853.00,2096.00,0.00,0.00,
40,1.97,5941490908.00,3009814914.00,2207197608.00,606.00,2118.00,0.00,0.00,
51,2.35,7066681526.00,3009810056.00,2207194000.00,565.00,2124.00,0.00,0.00,
52,2.35,7059916643.00,3009810878.00,2207194616.00,595.00,2354.00,0.00,0.00,
53,2.35,7061043352.00,3009813382.00,2207196464.00,689.00,1896.00,0.00,0.00,
54,2.34,7048007145.00,3009810985.00,2207194704.00,780.00,1886.00,0.00,0.00,
*,0.32,84649955682.00,261656447349.00,247209168184.00,182732.00,643649.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6004078768.00,3000887071.00,2200650496.00,519.00,1585.00,0.00,0.00,
38,2.01,6018575504.00,3000888839.00,2200651816.00,539.00,1705.00,0.00,0.00,
39,2.00,6002779616.00,3000893128.00,2200654984.00,337.00,1769.00,0.00,0.00,
40,1.98,5928513914.00,3000893232.00,2200655072.00,495.00,2012.00,0.00,0.00,
51,2.35,7039726804.00,3000889472.00,2200652344.00,512.00,1720.00,0.00,0.00,
52,2.34,7033538841.00,3000888200.00,2200651376.00,499.00,1811.00,0.00,0.00,
53,2.35,7041554347.00,3000881091.00,2200646184.00,403.00,1763.00,0.00,0.00,
54,2.34,7034611493.00,3000898222.00,2200658768.00,424.00,1657.00,0.00,0.00,
*,0.32,84349741594.00,260877202824.00,246472996176.00,67564.00,151778.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6002522009.00,2999708931.00,2199786600.00,969.00,1575.00,0.00,0.00,
38,2.00,6006038517.00,2999707406.00,2199785456.00,434.00,1716.00,0.00,0.00,
39,2.00,6002605847.00,2999705519.00,2199784048.00,442.00,1840.00,0.00,0.00,
40,1.97,5919609522.00,2999706627.00,2199784840.00,470.00,1972.00,0.00,0.00,
51,2.35,7041464788.00,2999710215.00,2199787480.00,574.00,1842.00,0.00,0.00,
52,2.34,7028995466.00,2999714550.00,2199790648.00,467.00,2043.00,0.00,0.00,
53,2.34,7033660818.00,2999714600.00,2199790648.00,506.00,1787.00,0.00,0.00,
54,2.35,7035827651.00,2999704212.00,2199783080.00,375.00,1678.00,0.00,0.00,
*,0.32,84300874120.00,260773415768.00,246374812816.00,64313.00,152100.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6007552329.00,2999460904.00,2199604704.00,646.00,1550.00,0.00,0.00,
38,2.00,5999779068.00,2999477552.00,2199616848.00,502.00,1780.00,0.00,0.00,
39,2.00,6000784910.00,2999480132.00,2199618696.00,526.00,1882.00,0.00,0.00,
40,1.98,5928173254.00,2999478536.00,2199617640.00,454.00,1900.00,0.00,0.00,
51,2.35,7042151941.00,2999473639.00,2199614032.00,488.00,1807.00,0.00,0.00,
52,2.35,7033840694.00,2999470115.00,2199611480.00,513.00,1798.00,0.00,0.00,
53,2.35,7040813181.00,2999468717.00,2199610424.00,675.00,1850.00,0.00,0.00,
54,2.35,7036650924.00,2999462498.00,2199605760.00,798.00,1752.00,0.00,0.00,
*,0.32,84352837096.00,260754027349.00,246356511456.00,105654.00,408373.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6004231230.00,3000167322.00,2200122672.00,536.00,1621.00,0.00,0.00,
38,2.00,6002095496.00,3000149440.00,2200109560.00,490.00,1746.00,0.00,0.00,
39,2.00,6011858863.00,3000148215.00,2200108680.00,904.00,2111.00,0.00,0.00,
40,1.98,5926502816.00,3000149589.00,2200109648.00,602.00,1965.00,0.00,0.00,
51,2.35,7036743663.00,3000155106.00,2200113696.00,601.00,1907.00,0.00,0.00,
52,2.34,7034256978.00,3000157016.00,2200115104.00,392.00,2033.00,0.00,0.00,
53,2.35,7037348992.00,3000155891.00,2200114312.00,534.00,1859.00,0.00,0.00,
54,2.35,7038091276.00,3000172502.00,2200126544.00,529.00,1756.00,0.00,0.00,
*,0.32,84324010963.00,260814406150.00,246413528328.00,65385.00,149971.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6016052020.00,3000219352.00,2200160864.00,653.00,1567.00,0.00,0.00,
38,2.00,6001277505.00,3000220708.00,2200161832.00,560.00,1652.00,0.00,0.00,
39,2.00,6011520679.00,3000223528.00,2200163944.00,437.00,1848.00,0.00,0.00,
40,1.98,5928497947.00,3000220135.00,2200161480.00,438.00,2027.00,0.00,0.00,
51,2.34,7035275836.00,3000225102.00,2200165088.00,450.00,1778.00,0.00,0.00,
52,2.35,7036869410.00,3000224663.00,2200164736.00,507.00,1681.00,0.00,0.00,
53,2.34,7034609879.00,3000227086.00,2200166584.00,477.00,1809.00,0.00,0.00,
54,2.34,7034768226.00,3000210884.00,2200154616.00,595.00,1618.00,0.00,0.00,
*,0.32,84393818160.00,260817284810.00,246416523760.00,96650.00,164980.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6003753082.00,2999717968.00,2199793200.00,683.00,1551.00,0.00,0.00,
38,2.00,6007529961.00,2999717086.00,2199792584.00,567.00,1743.00,0.00,0.00,
39,2.00,6002664654.00,2999710224.00,2199787480.00,615.00,1809.00,0.00,0.00,
40,1.98,5925980302.00,2999715326.00,2199791176.00,539.00,1979.00,0.00,0.00,
51,2.35,7039091557.00,2999709242.00,2199786776.00,359.00,1816.00,0.00,0.00,
52,2.34,7030980160.00,2999711080.00,2199788184.00,455.00,1757.00,0.00,0.00,
53,2.35,7036950267.00,2999710265.00,2199787480.00,548.00,1811.00,0.00,0.00,
54,2.34,7031449545.00,2999717416.00,2199792760.00,456.00,1704.00,0.00,0.00,
*,0.32,84315230851.00,260776196670.00,246377517496.00,64954.00,152890.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6002320145.00,2999741282.00,2199810184.00,832.00,1508.00,0.00,0.00,
38,2.00,6000804544.00,2999744671.00,2199812736.00,482.00,1734.00,0.00,0.00,
39,2.00,6001291420.00,2999750382.00,2199816960.00,469.00,1851.00,0.00,0.00,
40,1.97,5924215392.00,2999750525.00,2199817048.00,506.00,1905.00,0.00,0.00,
51,2.35,7041976565.00,2999756969.00,2199821800.00,592.00,1776.00,0.00,0.00,
52,2.34,7034427986.00,2999762959.00,2199826112.00,442.00,1957.00,0.00,0.00,
53,2.35,7036262908.00,2999763806.00,2199826816.00,434.00,1766.00,0.00,0.00,
54,2.35,7037745425.00,2999755301.00,2199820568.00,581.00,1636.00,0.00,0.00,
*,0.32,84312676060.00,260779417655.00,246380466640.00,59295.00,152325.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6002725796.00,3000011071.00,2200008184.00,547.00,1586.00,0.00,0.00,
38,2.00,6005762279.00,3000015238.00,2200011176.00,441.00,1683.00,0.00,0.00,
39,2.00,6005548526.00,3000026601.00,2200019536.00,472.00,1770.00,0.00,0.00,
40,1.98,5925322918.00,3000023447.00,2200017248.00,574.00,1889.00,0.00,0.00,
51,2.35,7038963813.00,3000039377.00,2200028864.00,384.00,1735.00,0.00,0.00,
52,2.34,7031092883.00,3000037553.00,2200027544.00,415.00,2032.00,0.00,0.00,
53,2.35,7035327639.00,3000044829.00,2200032824.00,501.00,1742.00,0.00,0.00,
54,2.35,7036339251.00,3000050474.00,2200037048.00,321.00,1611.00,0.00,0.00,
*,0.32,84313912098.00,260802397815.00,246402214696.00,58572.00,153657.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6002355426.00,2999966462.00,2199975360.00,801.00,1550.00,0.00,0.00,
38,2.00,6003843732.00,2999963602.00,2199973336.00,548.00,1665.00,0.00,0.00,
39,2.00,6003466835.00,2999950113.00,2199963392.00,447.00,1743.00,0.00,0.00,
40,1.97,5922950381.00,2999948657.00,2199962336.00,367.00,1952.00,0.00,0.00,
51,2.35,7037594219.00,2999930569.00,2199949048.00,664.00,1731.00,0.00,0.00,
52,2.35,7035322326.00,2999930617.00,2199949136.00,378.00,2018.00,0.00,0.00,
53,2.35,7036847348.00,2999923167.00,2199943680.00,381.00,1799.00,0.00,0.00,
54,2.34,7027733842.00,2999917060.00,2199939192.00,489.00,1667.00,0.00,0.00,
*,0.32,84309621686.00,260795120462.00,246395540864.00,60861.00,151430.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6002854594.00,2999690977.00,2199773400.00,667.00,1564.00,0.00,0.00,
38,2.00,6002213461.00,2999690342.00,2199772872.00,489.00,1746.00,0.00,0.00,
39,2.00,6003624782.00,2999696384.00,2199777360.00,508.00,1752.00,0.00,0.00,
40,1.98,5926734578.00,2999700892.00,2199780616.00,423.00,1929.00,0.00,0.00,
51,2.35,7041775311.00,2999704162.00,2199783080.00,430.00,1783.00,0.00,0.00,
52,2.34,7030268169.00,2999698090.00,2199778592.00,408.00,1936.00,0.00,0.00,
53,2.35,7039842564.00,2999695524.00,2199776744.00,490.00,1791.00,0.00,0.00,
54,2.35,7036141219.00,2999698953.00,2199779208.00,467.00,1635.00,0.00,0.00,
*,0.32,84322824810.00,260773012410.00,246374472784.00,68656.00,156347.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6017120492.00,3002105743.00,2201544224.00,725.00,1611.00,0.00,0.00,
38,2.00,6017063592.00,3002101763.00,2201541320.00,428.00,1731.00,0.00,0.00,
39,2.00,6011423158.00,3002095673.00,2201536832.00,606.00,1796.00,0.00,0.00,
40,1.97,5927994289.00,3002092324.00,2201534368.00,514.00,1837.00,0.00,0.00,
51,2.35,7042679194.00,3002094984.00,2201536304.00,535.00,1707.00,0.00,0.00,
52,2.34,7034254577.00,3002093914.00,2201535512.00,637.00,1782.00,0.00,0.00,
53,2.35,7043180615.00,3002095394.00,2201536568.00,477.00,1771.00,0.00,0.00,
54,2.34,7037733400.00,3002092297.00,2201534368.00,550.00,1643.00,0.00,0.00,
*,0.32,84385905101.00,260981243916.00,246571239992.00,65150.00,152910.00,0.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6017720912.00,3000175267.00,2200128480.00,687.00,1533.00,0.00,0.00,
38,2.00,6003751980.00,3000183802.00,2200134728.00,458.00,1740.00,0.00,0.00,
39,2.00,6001233973.00,3000194883.00,2200142912.00,507.00,1752.00,0.00,0.00,
40,1.97,5920643845.00,3000198230.00,2200145376.00,427.00,1861.00,0.00,0.00,
51,2.35,7035826040.00,3000193335.00,2200141768.00,491.00,1742.00,0.00,0.00,
52,2.34,7032267886.00,3000198452.00,2200145552.00,360.00,1929.00,0.00,0.00,
53,2.35,7040036270.00,3000198812.00,2200145816.00,439.00,1799.00,0.00,0.00,
54,2.35,7035637254.00,3000206918.00,2200151712.00,457.00,1598.00,0.00,0.00,
*,0.32,84323135443.00,260816883394.00,246415968832.00,62304.00,150370.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6012256916.00,3002206975.00,2201618496.00,682.00,1566.00,0.00,0.00,
38,2.00,6003435898.00,3002199663.00,2201613128.00,445.00,1717.00,0.00,0.00,
39,2.00,6015771594.00,3002191644.00,2201607144.00,415.00,1795.00,0.00,0.00,
40,1.98,5934387699.00,3002189491.00,2201605648.00,544.00,1802.00,0.00,0.00,
51,2.35,7046738234.00,3002201793.00,2201614712.00,534.00,1786.00,0.00,0.00,
52,2.34,7039409861.00,3002192772.00,2201608024.00,334.00,1718.00,0.00,0.00,
53,2.35,7042174337.00,3002197699.00,2201611632.00,430.00,1780.00,0.00,0.00,
54,2.35,7043980844.00,3002189036.00,2201605296.00,607.00,1559.00,0.00,0.00,
*,0.32,84396834040.00,260993164931.00,246582462016.00,61408.00,149371.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6003821900.00,2999863043.00,2199899592.00,664.00,1651.00,0.00,0.00,
38,2.00,6002307280.00,2999866041.00,2199901792.00,510.00,1781.00,0.00,0.00,
39,2.00,6003951986.00,2999862914.00,2199899504.00,606.00,2117.00,0.00,0.00,
40,1.98,5926892814.00,2999861935.00,2199898800.00,335.00,1977.00,0.00,0.00,
51,2.35,7044158387.00,2999856177.00,2199894488.00,342.00,1946.00,0.00,0.00,
52,2.34,7032591121.00,2999857252.00,2199895280.00,531.00,2089.00,0.00,0.00,
53,2.35,7035451286.00,2999855139.00,2199893784.00,547.00,1972.00,0.00,0.00,
54,2.35,7035242314.00,2999864451.00,2199900648.00,432.00,1747.00,0.00,0.00,
*,0.32,84319492266.00,260788326009.00,246388878736.00,59867.00,153330.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6003148209.00,3000023767.00,2200017424.00,616.00,1566.00,0.00,0.00,
38,2.00,6001746113.00,3000020769.00,2200015224.00,435.00,1775.00,0.00,0.00,
39,2.00,6007709341.00,3000020289.00,2200014872.00,451.00,1830.00,0.00,0.00,
