Link 3 is disabled
Link 3 is disabled
Time elapsed: 1003 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6032636041.00,3009797848.00,2207185024.00,697.00,1831.00,0.00,0.00,
38,2.01,6047924710.00,3009797172.00,2207184584.00,621.00,1968.00,0.00,0.00,
39,2.00,6022099925.00,3009794617.00,2207182648.00,610.00,2250.00,0.00,0.00,
40,2.00,6022860596.00,3009789869.00,2207179304.00,537.00,2219.00,0.00,0.00,
51,2.35,7068951915.00,3009785975.00,2207176400.00,580.00,1837.00,0.00,0.00,
52,2.34,7049781289.00,3009781679.00,2207173232.00,646.00,2003.00,0.00,0.00,
53,2.35,7061035787.00,3009782807.00,2207174024.00,549.00,2060.00,0.00,0.00,
54,2.34,7054690587.00,3009776734.00,2207169536.00,579.00,1902.00,0.00,0.00,
*,0.32,84748077813.00,261651899803.00,247204922536.00,178906.00,641546.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6008175782.00,3000330706.00,2200242528.00,475.00,1618.00,0.00,0.00,
38,2.01,6027462323.00,3000341896.00,2200250712.00,609.00,1693.00,0.00,0.00,
39,2.00,6008095819.00,3000346169.00,2200253880.00,609.00,1819.00,0.00,0.00,
40,2.00,6011906120.00,3000346656.00,2200254232.00,558.00,1924.00,0.00,0.00,
51,2.35,7038763391.00,3000348006.00,2200255200.00,460.00,1836.00,0.00,0.00,
52,2.34,7033791462.00,3000359408.00,2200263560.00,454.00,1587.00,0.00,0.00,
53,2.34,7033133668.00,3000357267.00,2200261976.00,530.00,1764.00,0.00,0.00,
54,2.34,7033108865.00,3000367289.00,2200269368.00,541.00,1705.00,0.00,0.00,
*,0.32,84433640042.00,260830123295.00,246428434912.00,72398.00,149378.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5998826371.00,2999720116.00,2199794696.00,709.00,1558.00,0.00,0.00,
38,2.01,6024265715.00,2999709221.00,2199786776.00,479.00,1632.00,0.00,0.00,
39,2.00,6000594574.00,2999714008.00,2199790296.00,343.00,1761.00,0.00,0.00,
40,2.00,6004385122.00,2999719038.00,2199793904.00,426.00,1879.00,0.00,0.00,
51,2.35,7038280741.00,2999725187.00,2199798480.00,397.00,1873.00,0.00,0.00,
52,2.34,7031370518.00,2999711563.00,2199788536.00,530.00,1610.00,0.00,0.00,
53,2.35,7034763412.00,2999708572.00,2199786336.00,375.00,1675.00,0.00,0.00,
54,2.34,7033022595.00,2999698728.00,2199779032.00,510.00,1672.00,0.00,0.00,
*,0.32,84398942492.00,260776773257.00,246378024024.00,61877.00,145503.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6004396206.00,2999909680.00,2199933824.00,473.00,1547.00,0.00,0.00,
38,2.01,6024727614.00,2999911773.00,2199935320.00,552.00,1637.00,0.00,0.00,
39,2.00,6003781641.00,2999911183.00,2199934880.00,392.00,1858.00,0.00,0.00,
40,2.01,6020285488.00,2999907393.00,2199932064.00,416.00,1792.00,0.00,0.00,
51,2.35,7036890309.00,2999902061.00,2199928192.00,373.00,1747.00,0.00,0.00,
52,2.34,7028526355.00,2999909404.00,2199933560.00,548.00,1718.00,0.00,0.00,
53,2.35,7040274756.00,2999920481.00,2199941656.00,560.00,1778.00,0.00,0.00,
54,2.34,7033311492.00,2999930655.00,2199949224.00,348.00,1664.00,0.00,0.00,
*,0.32,84459596895.00,260789857746.00,246390463088.00,110200.00,403431.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6003951021.00,2999840626.00,2199883136.00,564.00,1588.00,0.00,0.00,
38,2.01,6030197622.00,2999836291.00,2199879968.00,685.00,1683.00,0.00,0.00,
39,2.00,6004153377.00,2999833244.00,2199877680.00,809.00,2093.00,0.00,0.00,
40,2.00,6012890319.00,2999829323.00,2199874864.00,565.00,1897.00,0.00,0.00,
51,2.34,7033822237.00,2999821290.00,2199868880.00,566.00,1781.00,0.00,0.00,
52,2.34,7031511158.00,2999815040.00,2199864392.00,518.00,1561.00,0.00,0.00,
53,2.35,7037783204.00,2999816333.00,2199865272.00,606.00,1743.00,0.00,0.00,
54,2.34,7026764894.00,2999809382.00,2199860168.00,644.00,1679.00,0.00,0.00,
*,0.32,84407681956.00,260784548756.00,246385407840.00,61865.00,146556.00,0.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6011062495.00,3002162451.00,2201585760.00,563.00,1550.00,0.00,0.00,
38,2.01,6027672701.00,3002165910.00,2201588224.00,439.00,1579.00,0.00,0.00,
39,2.00,6010158064.00,3002162591.00,2201585936.00,360.00,1904.00,0.00,0.00,
40,2.00,6018893999.00,3002166327.00,2201588664.00,499.00,1803.00,0.00,0.00,
51,2.35,7059932498.00,3002184276.00,2201601864.00,383.00,1715.00,0.00,0.00,
52,2.34,7031561326.00,3002182583.00,2201600544.00,558.00,1686.00,0.00,0.00,
53,2.34,7038395982.00,3002183388.00,2201601160.00,655.00,1732.00,0.00,0.00,
54,2.34,7038770219.00,3002179813.00,2201598608.00,570.00,1637.00,0.00,0.00,
*,0.32,84488013285.00,260989967999.00,246579484536.00,82225.00,150366.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
