Link 3 is disabled
Link 3 is disabled
Time elapsed: 1004 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6031018698.00,3009474500.00,2206947952.00,558.00,1889.00,0.00,0.00,
38,2.01,6036360857.00,3009475956.00,2206949096.00,581.00,2072.00,0.00,0.00,
39,2.00,6023190714.00,3009469747.00,2206944432.00,480.00,2244.00,0.00,0.00,
40,2.00,6021441068.00,3009470937.00,2206945400.00,1054.00,2267.00,0.00,0.00,
51,2.35,7058792916.00,3009475970.00,2206949008.00,600.00,2193.00,0.00,0.00,
52,2.34,7053533648.00,3009476670.00,2206949536.00,607.00,1915.00,0.00,0.00,
53,2.35,7063635193.00,3009472514.00,2206946456.00,709.00,2192.00,0.00,0.00,
54,2.34,7056516201.00,3009470932.00,2206945312.00,750.00,1914.00,0.00,0.00,
*,0.32,84734798903.00,261623216124.00,247177856288.00,182122.00,644493.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6022777595.00,3002732655.00,2202003936.00,543.00,1562.00,0.00,0.00,
38,2.00,6017809905.00,3002734602.00,2202005344.00,495.00,1780.00,0.00,0.00,
39,2.01,6034536000.00,3002748398.00,2202015552.00,405.00,1853.00,0.00,0.00,
40,2.00,6007316152.00,3002749215.00,2202016080.00,544.00,1960.00,0.00,0.00,
51,2.35,7043973656.00,3002750032.00,2202016696.00,441.00,1834.00,0.00,0.00,
52,2.34,7039489977.00,3002747020.00,2202014496.00,583.00,1872.00,0.00,0.00,
53,2.35,7042424434.00,3002746016.00,2202013792.00,370.00,1799.00,0.00,0.00,
54,2.34,7039365523.00,3002746705.00,2202014320.00,432.00,1758.00,0.00,0.00,
*,0.32,84521675261.00,261037731572.00,246624607680.00,70865.00,151840.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6010979354.00,2999742552.00,2199811240.00,653.00,1620.00,0.00,0.00,
38,2.00,6007692506.00,2999739449.00,2199808952.00,477.00,1680.00,0.00,0.00,
39,2.00,6013081227.00,2999729931.00,2199801912.00,599.00,1793.00,0.00,0.00,
40,2.00,6006486508.00,2999729237.00,2199801384.00,479.00,1857.00,0.00,0.00,
51,2.34,7029167571.00,2999728029.00,2199800592.00,450.00,1782.00,0.00,0.00,
52,2.34,7030601781.00,2999731125.00,2199802792.00,604.00,1691.00,0.00,0.00,
53,2.35,7036569463.00,2999728601.00,2199800944.00,561.00,1752.00,0.00,0.00,
54,2.34,7032439281.00,2999730813.00,2199802528.00,558.00,1599.00,0.00,0.00,
*,0.32,84397919904.00,260780529629.00,246381576672.00,62417.00,148476.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6013564055.00,3000087730.00,2200064328.00,545.00,1591.00,0.00,0.00,
38,2.00,6013413567.00,3000092883.00,2200068112.00,478.00,1789.00,0.00,0.00,
39,2.00,6013829895.00,3000101145.00,2200074184.00,538.00,1925.00,0.00,0.00,
40,2.00,5997745375.00,3000104827.00,2200076912.00,442.00,1940.00,0.00,0.00,
51,2.34,7027499463.00,3000097797.00,2200071720.00,504.00,1739.00,0.00,0.00,
52,2.34,7030995892.00,3000096353.00,2200070664.00,649.00,1715.00,0.00,0.00,
53,2.34,7033790434.00,3000102613.00,2200075240.00,418.00,1782.00,0.00,0.00,
54,2.34,7032727181.00,3000098795.00,2200072424.00,476.00,1600.00,0.00,0.00,
*,0.32,84435883854.00,260807927769.00,246407448320.00,108448.00,409427.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6005183398.00,2999204588.00,2199416648.00,689.00,1613.00,0.00,0.00,
38,2.00,6009416853.00,2999202313.00,2199415064.00,693.00,2081.00,0.00,0.00,
39,2.00,6005307594.00,2999200357.00,2199413568.00,459.00,1960.00,0.00,0.00,
40,2.00,5996423437.00,2999196713.00,2199410928.00,590.00,1965.00,0.00,0.00,
51,2.34,7031454265.00,2999207477.00,2199418760.00,520.00,1921.00,0.00,0.00,
52,2.34,7025408415.00,2999207271.00,2199418672.00,342.00,2148.00,0.00,0.00,
53,2.35,7034714166.00,2999206728.00,2199418232.00,579.00,1892.00,0.00,0.00,
54,2.34,7026751379.00,2999208979.00,2199419992.00,536.00,1764.00,0.00,0.00,
*,0.32,84349761840.00,260729646926.00,246333534040.00,61445.00,149892.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6012780417.00,2999927868.00,2199947112.00,579.00,1632.00,0.00,0.00,
38,2.01,6017358362.00,2999926864.00,2199946320.00,433.00,1707.00,0.00,0.00,
39,2.00,6005089241.00,2999921704.00,2199942624.00,578.00,1943.00,0.00,0.00,
40,2.00,6008397594.00,2999930156.00,2199948784.00,570.00,1836.00,0.00,0.00,
51,2.35,7038578669.00,2999921495.00,2199942448.00,458.00,1831.00,0.00,0.00,
52,2.34,7025297667.00,2999920103.00,2199941392.00,461.00,2093.00,0.00,0.00,
53,2.34,7032304733.00,2999916902.00,2199939104.00,247.00,1887.00,0.00,0.00,
54,2.35,7035155988.00,2999919777.00,2199941128.00,648.00,1644.00,0.00,0.00,
*,0.32,84412934155.00,260792964133.00,246393409768.00,77106.00,153572.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6009074460.00,2999328537.00,2199507640.00,607.00,1581.00,0.00,0.00,
38,2.01,6015650541.00,2999359174.00,2199530080.00,516.00,1607.00,0.00,0.00,
39,2.01,6014402261.00,2999366933.00,2199535712.00,584.00,1880.00,0.00,0.00,
40,2.00,6003922002.00,2999356317.00,2199527968.00,450.00,1895.00,0.00,0.00,
51,2.34,7032865136.00,2999356043.00,2199527792.00,469.00,1751.00,0.00,0.00,
52,2.34,7029243154.00,2999361417.00,2199531752.00,453.00,1753.00,0.00,0.00,
53,2.34,7033339783.00,2999361415.00,2199531752.00,595.00,1761.00,0.00,0.00,
54,2.34,7030906438.00,2999369718.00,2199537824.00,429.00,1587.00,0.00,0.00,
*,0.32,84457500970.00,260745072689.00,246347985136.00,80189.00,161499.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6015204060.00,2999905279.00,2199930480.00,610.00,1545.00,0.00,0.00,
38,2.01,6015157925.00,2999879244.00,2199911472.00,420.00,1660.00,0.00,0.00,
39,2.00,6008975632.00,2999869760.00,2199904520.00,428.00,1768.00,0.00,0.00,
40,2.00,6001069965.00,2999869865.00,2199904520.00,444.00,1870.00,0.00,0.00,
51,2.34,7034443697.00,2999867372.00,2199902760.00,519.00,1681.00,0.00,0.00,
