"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",58719438,58719195,243,0.000,979010.000,979016.000,4166666560.000,4166692096.000,30064227840,501253120.000,501256192.000,4010024960.000,4010049536.000,4010024.960,4010049.536,4010.025,4010.050,122347,71927,500455,"00:00:00.101","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",58719439,58719311,128,0.000,979010.000,979004.500,4166666560.000,4166643152.000,30064287232,501253120.000,501250304.000,4010024960.000,4010002432.000,4010024.960,4010002.432,4010.025,4010.002,120353,74835,266927,"00:00:00.101","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",58719439,58719308,131,0.000,979010.000,978996.500,4166666560.000,4166609104.000,30064285696,501253120.000,501246208.000,4010024960.000,4009969664.000,4010024.960,4009969.664,4010.025,4009.970,122950,71797,202610,"00:00:00.101","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",58719439,58719196,243,0.000,979010.000,979016.500,4166666560.000,4166694224.000,30064228352,501253120.000,501256448.000,4010024960.000,4010051584.000,4010024.960,4010051.584,4010.025,4010.052,123555,72987,502725,"00:00:00.101","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",58719439,58719310,129,0.000,979010.000,979004.000,4166666560.000,4166641024.000,30064286720,501253120.000,501250048.000,4010024960.000,4010000384.000,4010024.960,4010000.384,4010.025,4010.000,120981,75190,266497,"00:00:00.101","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",58719438,58719308,130,0.000,979010.000,978996.500,4166666560.000,4166609104.000,30064285696,501253120.000,501246208.000,4010024960.000,4009969664.000,4010024.960,4009969.664,4010.025,4009.970,123472,72567,202792,"00:00:00.101","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",58719439,58719196,243,0.000,979010.000,979018.500,4166666560.000,4166702736.000,30064228352,501253120.000,501257472.000,4010024960.000,4010059776.000,4010024.960,4010059.776,4010.025,4010.060,124185,73200,503065,"00:00:00.101","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",58719439,58719310,129,0.000,979010.000,979004.500,4166666560.000,4166643152.000,30064286720,501253120.000,501250304.000,4010024960.000,4010002432.000,4010024.960,4010002.432,4010.025,4010.002,122045,76820,266937,"00:00:00.101","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",58719438,58719308,130,0.000,979010.000,978997.000,4166666560.000,4166611232.000,30064285696,501253120.000,501246464.000,4010024960.000,4009971712.000,4010024.960,4009971.712,4010.025,4009.972,123963,72787,203007,"00:00:00.101","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",58719439,58719196,243,0.000,979010.000,979020.500,4166666560.000,4166711248.000,30064228352,501253120.000,501258496.000,4010024960.000,4010067968.000,4010024.960,4010067.968,4010.025,4010.068,125052,73752,504150,"00:00:00.101","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",58719439,58719303,136,0.000,979010.000,979000.500,4166666560.000,4166626128.000,30064283136,501253120.000,501248256.000,4010024960.000,4009986048.000,4010024.960,4009986.048,4010.025,4009.986,122327,75767,267265,"00:00:00.101","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",58719438,58719308,130,0.000,979010.000,978997.000,4166666560.000,4166611232.000,30064285696,501253120.000,501246464.000,4010024960.000,4009971712.000,4010024.960,4009971.712,4010.025,4009.972,124776,73342,203512,"00:00:00.101","00:01:00.079"
