"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",170288090,170287527,563,0.000,2937030.500,2936997.500,12500001808.000,12499861360.000,87187213824,1503759616.000,1503742720.000,12030076928.000,12029941760.000,12030076.928,12029941.760,12030.077,12029.942,122023,72100,515620,"00:00:00.100","00:00:58.080"
"Traffic Item 2",170288090,170287523,567,0.000,2937030.000,2936995.000,12499999680.000,12499850720.000,87187211776,1503759360.000,1503741440.000,12030074880.000,12029931520.000,12030074.880,12029931.520,12030.075,12029.932,122811,72300,517590,"00:00:00.100","00:00:58.080"
"Traffic Item 3",170288090,170287523,567,0.000,2937030.500,2936995.500,12500001808.000,12499852848.000,87187211776,1503759616.000,1503741696.000,12030076928.000,12029933568.000,12030076.928,12029933.568,12030.077,12029.934,123541,72732,518312,"00:00:00.100","00:00:58.080"
"Traffic Item 4",170288090,170287523,567,0.000,2937030.000,2936995.000,12499999680.000,12499850720.000,87187211776,1503759360.000,1503741440.000,12030074880.000,12029931520.000,12030074.880,12029931.520,12030.075,12029.932,124195,73237,519375,"00:00:00.100","00:00:58.080"
