"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",56762696,56762407,289,0.001,979010.000,979001.000,4166666560.000,4166628256.000,29062352384,501253120.000,501248512.000,4010024960.000,4009988096.000,4010024.960,4009988.096,4010.025,4009.988,121929,72287,515620,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",56762697,56762561,136,0.000,979010.000,979000.500,4166666560.000,4166626128.000,29062431232,501253120.000,501248256.000,4010024960.000,4009986048.000,4010024.960,4009986.048,4010.025,4009.986,121132,75062,237170,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",56762697,56762559,138,0.000,979010.500,978996.000,4166668688.000,4166606976.000,29062430208,501253376.000,501245952.000,4010027008.000,4009967616.000,4010027.008,4009967.616,4010.027,4009.968,123007,72100,201357,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",56762697,56762407,290,0.001,979010.000,979000.500,4166666560.000,4166626128.000,29062352384,501253120.000,501248256.000,4010024960.000,4009986048.000,4010024.960,4009986.048,4010.025,4009.986,123123,73235,517590,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",56762697,56762557,140,0.000,979010.000,978998.500,4166666560.000,4166617616.000,29062429184,501253120.000,501247232.000,4010024960.000,4009977856.000,4010024.960,4009977.856,4010.025,4009.978,121807,75537,237862,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",56762696,56762559,137,0.000,979010.000,978996.000,4166666560.000,4166606976.000,29062430208,501253120.000,501245952.000,4010024960.000,4009967616.000,4010024.960,4009967.616,4010.025,4009.968,123502,72300,201495,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",56762697,56762407,290,0.001,979010.000,979000.500,4166666560.000,4166626128.000,29062352384,501253120.000,501248256.000,4010024960.000,4009986048.000,4010024.960,4009986.048,4010.025,4009.986,123747,73445,518312,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",56762697,56762557,140,0.000,979010.500,978999.000,4166668688.000,4166619744.000,29062429184,501253376.000,501247488.000,4010027008.000,4009979904.000,4010027.008,4009979.904,4010.027,4009.980,122923,76105,241357,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",56762696,56762559,137,0.000,979010.000,978996.000,4166666560.000,4166606976.000,29062430208,501253120.000,501245952.000,4010024960.000,4009967616.000,4010024.960,4009967.616,4010.025,4009.968,123953,72732,201670,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",56762697,56762407,290,0.001,979010.000,979000.500,4166666560.000,4166626128.000,29062352384,501253120.000,501248256.000,4010024960.000,4009986048.000,4010024.960,4009986.048,4010.025,4009.986,124645,73997,519375,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",56762697,56762557,140,0.000,979010.000,978998.500,4166666560.000,4166617616.000,29062429184,501253120.000,501247232.000,4010024960.000,4009977856.000,4010024.960,4009977.856,4010.025,4009.978,123196,75807,238502,"00:00:00.100","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",56762696,56762559,137,0.000,979010.000,978996.000,4166666560.000,4166606976.000,29062430208,501253120.000,501245952.000,4010024960.000,4009967616.000,4010024.960,4009967.616,4010.025,4009.968,124744,73237,202135,"00:00:00.100","00:00:58.080"
