Link 3 is disabled
Link 3 is disabled
Time elapsed: 1003 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6027549139.00,3009630303.00,2207062264.00,701.00,1769.00,0.00,0.00,
38,2.00,6026287604.00,3009630087.00,2207062088.00,561.00,2047.00,0.00,0.00,
39,2.00,6019743332.00,3009630099.00,2207062088.00,537.00,2218.00,0.00,0.00,
40,2.01,6054348352.00,3009631757.00,2207063232.00,596.00,2220.00,0.00,0.00,
51,2.35,7063494862.00,3009622297.00,2207056368.00,627.00,2012.00,0.00,0.00,
52,2.34,7055164020.00,3009626165.00,2207059184.00,746.00,2064.00,0.00,0.00,
53,2.35,7065095683.00,3009626279.00,2207059272.00,608.00,1895.00,0.00,0.00,
54,2.35,7061203253.00,3009627866.00,2207060504.00,606.00,1955.00,0.00,0.00,
*,0.32,84770322215.00,261638084686.00,247191760816.00,179822.00,645564.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6012010436.00,3000529639.00,2200388344.00,653.00,1566.00,0.00,0.00,
38,2.00,6002429248.00,3000545696.00,2200400224.00,487.00,1700.00,0.00,0.00,
39,2.00,6011591935.00,3000549151.00,2200402688.00,443.00,1901.00,0.00,0.00,
40,2.01,6030499248.00,3000544842.00,2200399520.00,562.00,1866.00,0.00,0.00,
51,2.35,7039768911.00,3000545622.00,2200400136.00,508.00,1737.00,0.00,0.00,
52,2.34,7035410275.00,3000535449.00,2200392656.00,474.00,1698.00,0.00,0.00,
53,2.35,7041098399.00,3000534948.00,2200392304.00,375.00,1693.00,0.00,0.00,
54,2.35,7038940511.00,3000539034.00,2200395208.00,609.00,1592.00,0.00,0.00,
*,0.32,84461096521.00,260848424123.00,246445638208.00,69525.00,151175.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6004614224.00,2999830298.00,2199875568.00,569.00,1641.00,0.00,0.00,
38,2.00,6010751461.00,2999815967.00,2199865008.00,1283.00,1842.00,0.00,0.00,
39,2.00,6003947042.00,2999814318.00,2199863864.00,437.00,1904.00,0.00,0.00,
40,2.01,6024586544.00,2999817057.00,2199865888.00,560.00,1905.00,0.00,0.00,
51,2.34,7033941690.00,2999829333.00,2199874776.00,443.00,1832.00,0.00,0.00,
52,2.34,7033118388.00,2999829884.00,2199875216.00,415.00,1817.00,0.00,0.00,
53,2.35,7035037487.00,2999830036.00,2199875392.00,461.00,1885.00,0.00,0.00,
54,2.35,7045417876.00,2999821256.00,2199868968.00,613.00,1782.00,0.00,0.00,
*,0.32,84427274316.00,260784317640.00,246385274344.00,60242.00,156112.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6003076446.00,2999102316.00,2199341760.00,770.00,1604.00,0.00,0.00,
38,2.00,6007342475.00,2999101977.00,2199341408.00,580.00,1782.00,0.00,0.00,
39,2.00,6009931067.00,2999104196.00,2199343080.00,365.00,1792.00,0.00,0.00,
40,2.01,6020704333.00,2999101791.00,2199341320.00,350.00,1907.00,0.00,0.00,
51,2.35,7034797413.00,2999114310.00,2199350560.00,542.00,1803.00,0.00,0.00,
52,2.34,7031084727.00,2999112991.00,2199349592.00,437.00,2006.00,0.00,0.00,
53,2.35,7040563723.00,2999112401.00,2199349064.00,464.00,1760.00,0.00,0.00,
54,2.35,7039472356.00,2999110650.00,2199347744.00,557.00,1689.00,0.00,0.00,
*,0.32,84439573224.00,260722647866.00,246326874728.00,107629.00,407600.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6007473123.00,2999931547.00,2199949752.00,615.00,1539.00,0.00,0.00,
38,2.00,6011888652.00,2999935341.00,2199952656.00,627.00,1731.00,0.00,0.00,
39,2.01,6020641875.00,2999932631.00,2199950544.00,647.00,1794.00,0.00,0.00,
40,2.01,6027888670.00,2999935842.00,2199952920.00,479.00,1843.00,0.00,0.00,
51,2.34,7032953590.00,2999915945.00,2199938312.00,598.00,1794.00,0.00,0.00,
52,2.34,7031774474.00,2999914563.00,2199937344.00,530.00,2055.00,0.00,0.00,
53,2.35,7042517726.00,2999912006.00,2199935408.00,508.00,1752.00,0.00,0.00,
54,2.35,7041176972.00,2999922339.00,2199943064.00,437.00,1686.00,0.00,0.00,
*,0.32,84441401779.00,260791467430.00,246392061696.00,70202.00,155791.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6007911962.00,2999882428.00,2199913760.00,591.00,1524.00,0.00,0.00,
38,2.00,6003608296.00,2999880887.00,2199912616.00,621.00,1782.00,0.00,0.00,
39,2.00,6010605931.00,2999883665.00,2199914728.00,593.00,1787.00,0.00,0.00,
40,2.01,6022621346.00,2999879754.00,2199911824.00,503.00,1780.00,0.00,0.00,
51,2.35,7035395560.00,2999884802.00,2199915520.00,238.00,1704.00,0.00,0.00,
52,2.34,7033536396.00,2999884222.00,2199915080.00,443.00,1926.00,0.00,0.00,
53,2.34,7030494960.00,2999886303.00,2199916664.00,452.00,1716.00,0.00,0.00,
54,2.34,7026679733.00,2999877171.00,2199909976.00,375.00,1549.00,0.00,0.00,
*,0.32,84404607759.00,260791260262.00,246391670800.00,71104.00,151015.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6004009927.00,3000219725.00,2200161128.00,579.00,1627.00,0.00,0.00,
38,2.00,6011687885.00,3000217167.00,2200159280.00,381.00,1689.00,0.00,0.00,
39,2.00,6007957663.00,3000213710.00,2200156728.00,603.00,2081.00,0.00,0.00,
40,2.01,6028510813.00,3000214661.00,2200157432.00,438.00,1810.00,0.00,0.00,
51,2.34,7035379712.00,3000205132.00,2200150480.00,572.00,1757.00,0.00,0.00,
52,2.34,7035212652.00,3000207592.00,2200152240.00,623.00,1947.00,0.00,0.00,
53,2.35,7036895560.00,3000209921.00,2200153912.00,350.00,1777.00,0.00,0.00,
54,2.34,7032802309.00,3000208805.00,2200153120.00,378.00,1666.00,0.00,0.00,
*,0.32,84432742512.00,260817487951.00,246416540656.00,59878.00,153018.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6003749537.00,2999967482.00,2199976152.00,696.00,1524.00,0.00,0.00,
38,2.00,6002476424.00,2999965657.00,2199974832.00,438.00,1724.00,0.00,0.00,
39,2.01,6018024498.00,3000003970.00,2200002904.00,557.00,1723.00,0.00,0.00,
40,2.01,6031480107.00,3000011644.00,2200008536.00,481.00,1775.00,0.00,0.00,
51,2.34,7029279257.00,3000019780.00,2200014520.00,490.00,1627.00,0.00,0.00,
