"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",88082189,84875262,3206927,3.641,1468515.000,1416146.500,6249999840.000,6027119504.000,43456134144,751879680.000,725067008.000,6015037440.000,5800536064.000,6015037.440,5800536.064,6015.037,5800.536,9280665,108347,21563967,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",88082188,72211262,15870926,18.018,1468515.000,1134491.500,6249999840.000,4828395824.000,36972166144,751879680.000,580859648.000,6015037440.000,4646877184.000,6015037.440,4646877.184,6015.037,4646.877,15371537,108450,30479915,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",88082189,72357150,15725039,17.853,1468515.500,1175688.500,6250001968.000,5003730256.000,37046860800,751879936.000,601952512.000,6015039488.000,4815620096.000,6015039.488,4815620.096,6015.039,4815.620,15314649,113217,30146627,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",88082188,72860366,15221822,17.281,1468515.000,1186726.500,6249999840.000,5050707984.000,37304507392,751879680.000,607603968.000,6015037440.000,4860831744.000,6015037.440,4860831.744,6015.037,4860.832,15119303,113380,29666420,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",88082189,84873286,3208903,3.643,1468515.000,1416131.500,6249999840.000,6027055664.000,43455122432,751879680.000,725059328.000,6015037440.000,5800474624.000,6015037.440,5800474.624,6015.037,5800.475,9280705,109337,21555547,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",88082189,72206193,15875996,18.024,1468515.000,1134424.500,6249999840.000,4828110672.000,36969570816,751879680.000,580825344.000,6015037440.000,4646602752.000,6015037.440,4646602.752,6015.037,4646.603,15369861,110140,30484860,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",88082188,72353629,15728559,17.857,1468515.000,1175623.000,6249999840.000,5003451488.000,37045058048,751879680.000,601918976.000,6015037440.000,4815351808.000,6015037.440,4815351.808,6015.037,4815.352,15314078,115745,30150495,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",88082188,72859928,15222260,17.282,1468515.000,1186742.500,6249999840.000,5050776080.000,37304283136,751879680.000,607612160.000,6015037440.000,4860897280.000,6015037.440,4860897.280,6015.037,4860.897,15119692,115677,29674985,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",88082189,84873363,3208826,3.643,1468515.000,1416150.000,6249999840.000,6027134400.000,43455161856,751879680.000,725068800.000,6015037440.000,5800550400.000,6015037.440,5800550.400,6015.037,5800.550,9280724,110662,21564475,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",88082189,72211484,15870705,18.018,1468515.000,1134565.000,6249999840.000,4828708640.000,36972279808,751879680.000,580897280.000,6015037440.000,4647178240.000,6015037.440,4647178.240,6015.037,4647.178,15369234,110602,30490375,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",88082188,72353154,15729034,17.857,1468515.000,1175585.000,6249999840.000,5003289760.000,37044814848,751879680.000,601899520.000,6015037440.000,4815196160.000,6015037.440,4815196.160,6015.037,4815.196,15312642,113622,30178622,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",88082188,72862278,15219910,17.279,1468515.000,1186717.000,6249999840.000,5050667552.000,37305486336,751879680.000,607599104.000,6015037440.000,4860792832.000,6015037.440,4860792.832,6015.037,4860.793,15118579,110940,29669055,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",88082189,84873844,3208345,3.642,1468515.000,1416199.000,6249999840.000,6027342944.000,43455408128,751879680.000,725093888.000,6015037440.000,5800751104.000,6015037.440,5800751.104,6015.037,5800.751,9280752,111815,21573312,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",88082189,72211444,15870745,18.018,1468515.000,1134550.500,6249999840.000,4828646928.000,36972259328,751879680.000,580889856.000,6015037440.000,4647118848.000,6015037.440,4647118.848,6015.037,4647.119,15368391,112260,30496035,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",88082188,72357507,15724681,17.852,1468515.000,1175684.500,6249999840.000,5003713232.000,37047043584,751879680.000,601950464.000,6015037440.000,4815603712.000,6015037.440,4815603.712,6015.037,4815.604,15312109,112725,30139042,"00:00:00.099","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",88082188,72861071,15221117,17.281,1468515.000,1186740.500,6249999840.000,5050767568.000,37304868352,751879680.000,607611136.000,6015037440.000,4860889088.000,6015037.440,4860889.088,6015.037,4860.889,15117429,114057,29678050,"00:00:00.099","00:01:00.079"
