"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",340579874,292119335,48460539,14.229,5874060.000,5111960.500,24999999360.000,21756503888.000,149565099520,3007518720.000,2617323776.000,24060149760.000,20938590208.000,24060149.760,20938590.208,24060.150,20938.590,13610263,109927,30483790,"00:00:00.099","00:00:58.080"
"Traffic Item 2",340579874,292114223,48465651,14.230,5874060.000,5111884.000,24999999360.000,21756178304.000,149562482176,3007518720.000,2617284608.000,24060149760.000,20938276864.000,24060149.760,20938276.864,24060.150,20938.277,13609762,107887,30475177,"00:00:00.099","00:00:58.080"
"Traffic Item 3",340579874,292116564,48463310,14.230,5874060.000,5112004.000,24999999360.000,21756689024.000,149563680768,3007518720.000,2617346048.000,24060149760.000,20938768384.000,24060149.760,20938768.384,24060.150,20938.768,13609034,108517,30477515,"00:00:00.099","00:00:58.080"
"Traffic Item 4",340579875,292122890,48456985,14.228,5874060.500,5111889.500,25000001488.000,21756201712.000,149566919680,3007518976.000,2617287424.000,24060151808.000,20938299392.000,24060151.808,20938299.392,24060.152,20938.299,13608413,110335,30475990,"00:00:00.099","00:00:58.080"
