"Tx Port","Rx Port","Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Last Sequence Number","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1",40870529,40870419,110,0.000,704887.000,704871.500,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,26513,0,119262,26241,40091381,40870418,150594,82330,278477,"00:00:00.098","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 2",68117549,68117364,185,0.000,1174812.000,1174817.000,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,11352,0,105170,11674,66348526,68117363,150793,81455,253637,"00:00:00.098","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 3",68117549,68117365,184,0.000,1174812.000,1174820.000,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,10032,0,104917,9885,66405030,68117364,151089,80735,266002,"00:00:00.098","00:00:58.080"
"Ethernet - 001","Ethernet - 001","Traffic Item 4",0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"","","","","",0,"","","","",""
