"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",44040541,44040452,89,0.000,734257.500,734264.000,3124999920.000,3125027584.000,22548711424,375939840.000,375943168.000,3007518720.000,3007545344.000,3007518.720,3007545.344,3007.519,3007.545,127709,74075,207372,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",44040540,44040372,168,0.000,734257.500,734261.000,3124999920.000,3125014816.000,22548670464,375939840.000,375941632.000,3007518720.000,3007533056.000,3007518.720,3007533.056,3007.519,3007.533,127692,74797,545502,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",44040541,44040462,79,0.000,734257.500,734279.000,3124999920.000,3125091424.000,22548716544,375939840.000,375950848.000,3007518720.000,3007606784.000,3007518.720,3007606.784,3007.519,3007.607,128897,75590,210267,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",44040541,44040445,96,0.000,734257.500,734260.000,3124999920.000,3125010560.000,22548707840,375939840.000,375941120.000,3007518720.000,3007528960.000,3007518.720,3007528.960,3007.519,3007.529,127719,75115,215757,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",44040541,44040451,90,0.000,734257.500,734263.500,3124999920.000,3125025456.000,22548710912,375939840.000,375942912.000,3007518720.000,3007543296.000,3007518.720,3007543.296,3007.519,3007.543,128336,74515,207885,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",44040541,44040372,169,0.000,734257.500,734261.000,3124999920.000,3125014816.000,22548670464,375939840.000,375941632.000,3007518720.000,3007533056.000,3007518.720,3007533.056,3007.519,3007.533,128123,74240,548107,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",44040541,44040456,85,0.000,734257.500,734276.000,3124999920.000,3125078656.000,22548713472,375939840.000,375949312.000,3007518720.000,3007594496.000,3007518.720,3007594.496,3007.519,3007.594,130189,76650,210712,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",44040540,44040445,95,0.000,734257.500,734260.000,3124999920.000,3125010560.000,22548707840,375939840.000,375941120.000,3007518720.000,3007528960.000,3007518.720,3007528.960,3007.519,3007.529,128005,75262,215755,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",44040541,44040451,90,0.000,734257.500,734263.000,3124999920.000,3125023328.000,22548710912,375939840.000,375942656.000,3007518720.000,3007541248.000,3007518.720,3007541.248,3007.519,3007.541,127997,74010,206702,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",44040541,44040372,169,0.000,734257.500,734261.000,3124999920.000,3125014816.000,22548670464,375939840.000,375941632.000,3007518720.000,3007533056.000,3007518.720,3007533.056,3007.519,3007.533,129394,76457,548077,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",44040541,44040456,85,0.000,734257.500,734276.000,3124999920.000,3125078656.000,22548713472,375939840.000,375949312.000,3007518720.000,3007594496.000,3007518.720,3007594.496,3007.519,3007.594,130483,76870,210655,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",44040540,44040444,96,0.000,734257.500,734260.000,3124999920.000,3125010560.000,22548707328,375939840.000,375941120.000,3007518720.000,3007528960.000,3007518.720,3007528.960,3007.519,3007.529,129560,76870,216705,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",44040541,44040445,96,0.000,734257.500,734260.000,3124999920.000,3125010560.000,22548707840,375939840.000,375941120.000,3007518720.000,3007528960.000,3007518.720,3007528.960,3007.519,3007.529,128714,74625,206832,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",44040541,44040373,168,0.000,734257.500,734261.000,3124999920.000,3125014816.000,22548670976,375939840.000,375941632.000,3007518720.000,3007533056.000,3007518.720,3007533.056,3007.519,3007.533,129260,74857,548772,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",44040541,44040455,86,0.000,734257.500,734275.500,3124999920.000,3125076528.000,22548712960,375939840.000,375949056.000,3007518720.000,3007592448.000,3007518.720,3007592.448,3007.519,3007.592,130513,75872,211645,"00:00:00.086","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",44040540,44040445,95,0.000,734257.500,734261.000,3124999920.000,3125014816.000,22548707840,375939840.000,375941632.000,3007518720.000,3007533056.000,3007518.720,3007533.056,3007.519,3007.533,129149,75722,215922,"00:00:00.086","00:01:00.065"
