"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",42279085,39036210,3242875,7.670,704887.000,658964.500,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,78169,0,2614640,92883,39004158,1141633,78005,2880530,"00:00:00.181","00:01:00.154"
"Traffic Item 2",56372114,52049168,4322946,7.669,939849.500,878733.500,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,38733,0,2242605,50312,51987494,929366,76722,2764590,"00:00:00.181","00:01:00.155"
"Traffic Item 3",56372114,52036464,4335650,7.691,939849.500,878595.000,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,28585,0,2212695,33635,51985075,930464,77145,2764845,"00:00:00.181","00:01:00.155"
"Traffic Item 4",70465142,65060094,5405048,7.671,1174812.000,1098469.500,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,21678,0,2353517,30080,65006944,942720,78405,2829277,"00:00:00.181","00:01:00.156"
