metrics,avg,p95,min,max
metric_CPU operating frequency (in GHz),3.0000001745,3.0000020055,2.99999873,3.00000211
metric_CPU utilization %,7.172148248000002,7.1728657385000005,7.16800092,7.17298047
metric_CPU utilization% in kernel mode,0.033146980000000006,0.22566363450000007,0.00507056,0.34178089
metric_CPI,0.7268906565,0.7863633449999999,0.65675321,0.78837896
metric_kernel_CPI,1.7066489959999998,2.0928781924999997,1.03729093,2.11941231
metric_IPC,1.383946568,1.5223972505,1.26842553,1.52264198
metric_locks retired per instr,9.69945e-05,0.00022316450000000001,2.8e-07,0.00022648
metric_L1D MPI (includes data+rfo w/ prefetches),0.0032583035000000003,0.006037422,4.05e-06,0.00607337
metric_L1D demand data read hits per instr,0.2932581985,0.295426222,0.29212333,0.29543044
metric_L1-I code read misses (w/ prefetches) per instr,0.001194391,0.002298292,7.3e-06,0.00241689
metric_L2 demand data read hits per instr,0.001435651,0.0026612425,2.45e-06,0.00271164
metric_L2 MPI (includes code+data+rfo w/ prefetches),0.0011320229999999998,0.002029288,5.1e-07,0.00207219
metric_L2 demand data read MPI,0.00028314550000000006,0.0005084099999999999,2.4e-07,0.0005276
metric_L2 demand code MPI,1.4183e-05,2.7095e-05,0.0,2.757e-05
metric_ITLB MPI,7.888e-06,3.317550000000005e-05,4.5e-07,9.427e-05
metric_ITLB large page MPI,0.0,0.0,0.0,0.0
metric_DTLB load MPI,3.4e-08,7.550000000000009e-08,0.0,1.8e-07
metric_DTLB 4KB page load MPI,2.7e-08,5.300000000000004e-08,0.0,1.1e-07
metric_DTLB 2MB large page load MPI,1.4999999999999998e-09,1.500000000000021e-09,0.0,3e-08
metric_DTLB 1GB large page load MPI,1e-09,1.0000000000000143e-09,0.0,2e-08
metric_DTLB store MPI,8.000000000000002e-09,2e-08,0.0,2e-08
metric_DTLB load miss latency (in core clks),239.652487364,506.41422350600044,36.44657974,1149.95714286
metric_DTLB store miss latency (in core clks),72.5687359665,248.66219696950003,0.0,258.39393939
metric_ITLB miss latency (in core clks),33.8815904345,45.443911237500004,20.07129704,48.15234238
metric_core c6 residency %,0.0,0.0,0.0,0.0
metric_package c6 residency %,0.0,0.0,0.0,0.0
metric_% Uops delivered from decoded Icache (DSB),48.025446941999995,56.3949712735,41.14882202,56.39618924
metric_% Uops delivered from legacy decode pipeline (MITE),43.251872984,47.4784477945,38.64707745,47.51160725
metric_core % cycles in non AVX license,100.0,100.0,100.0,100.0
metric_core % cycles in AVX2 license,0.0,0.0,0.0,0.0
metric_core % cycles in AVX-512 license,0.0,0.0,0.0,0.0
metric_TMA_Frontend_Bound(%),24.900789323000005,27.156200984500003,23.51059748,28.54261359
metric_TMA_....ICache_Misses(%),0.13205433500000002,0.25194814600000004,0.0014123,0.25420109
metric_TMA_....ITLB_Misses(%),0.26966164600000003,0.55199,0.00532245,0.57748154
metric_TMA_....Branch_Resteers(%),0.4103771479999999,0.718143784,0.02357189,0.72734005
metric_TMA_......Mispredicts_Resteers(%),0.20331531749999998,0.34903167749999997,0.01287619,0.35931443
metric_TMA_......Clears_Resteers(%),0.013650646999999997,0.028389251500000004,0.00130721,0.03533055
metric_TMA_......Unknown_Branches_Resteers(%),0.19341121600000002,0.3697384445,0.0079786,0.37004101
metric_TMA_....MITE(%),14.467517913999995,15.044940814499999,13.78063967,15.06765996
metric_TMA_....DSB(%),3.4110004259999998,4.0607185675,2.85308436,4.06444404
metric_TMA_Bad_Speculation(%),0.6541019215,1.1479801885,0.02057115,1.15203799
metric_TMA_..Branch_Mispredicts(%),0.613345148,1.078621904,0.01782505,1.09581793
metric_TMA_..Machine_Clears(%),0.040756773,0.08115999350000003,0.00192571,0.10358519
metric_TMA_Backend_Bound(%),2.0207368155000003,4.671891495000001,-4.27948586,4.87249492
metric_TMA_..Memory_Bound(%),0.6572517254999999,1.5301849105,-1.03544728,1.5866932
metric_TMA_....L1_Bound(%),17.7614925465,18.4770153995,16.20477024,18.48062273
metric_TMA_......DTLB_Load(%),0.0,0.0,0.0,0.0
metric_TMA_......Lock_Latency(%),0.004465804500000001,0.010741672500000002,0.0,0.01261911
metric_TMA_....L2_Bound(%),0.35486482599999997,0.677135477,0.00114678,0.6924517
metric_TMA_....L3_Bound(%),1.206879415,2.678452485,0.00161146,2.73788515
metric_TMA_....MEM_Bound(%),0.8039799385,1.8723280805,0.00089507,1.95909596
metric_TMA_......MEM_Bandwidth(%),0.015121498,0.04136208900000001,0.0,0.05755634
metric_TMA_......MEM_Latency(%),0.866129237,1.922394694,0.00076292,2.07008671
metric_TMA_....Store_Bound(%),0.760858724,1.4757609155,3.51e-05,1.56183349
metric_TMA_..Core_Bound(%),1.3634850910000003,3.141706585,-3.24403858,3.28580173
metric_TMA_....Ports_Utilization(%),50.10989256399999,53.260633139,46.6064748,53.46906882
metric_TMA_......Ports_Utilized_3m(%),65.3433287145,68.909938374,61.74796091,68.9921657
metric_TMA_Retiring(%),72.42437194049998,75.704974324,68.99664559,75.82202618
metric_TMA_..Light_Operations(%),62.01521821450001,67.8905147535,57.35196597,67.91285255
metric_TMA_....FP_Arith(%),0.24415539349999998,0.28813940450000003,0.20277932,0.29156481
metric_TMA_......FP_Scalar(%),0.11290189850000001,0.13576750399999998,0.0913301,0.1359515
metric_TMA_......FP_Vector(%),0.056020332500000006,0.06762501,0.04540999,0.06771659
metric_TMA_..Heavy_Operations(%),10.409153726500001,12.3786193185,7.73742368,12.53281626
