"Tx Port","Rx Port","Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Last Sequence Number","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1",40870369,38938528,1931841,4.727,704887.500,671715.000,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,54434,0,1019032,49214,38859031,40870153,651326,80230,1731692,"00:00:00.098","00:00:58.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 2",68117281,64900348,3216933,4.723,1174812.000,1119560.000,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,39601,0,599830,41173,64821093,68116755,306798,82387,945307,"00:00:00.098","00:00:58.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 3",68117282,64900466,3216816,4.722,1174812.500,1119551.500,5000002000.000,601504000.000,4812032000.000,4812032.000,4812.032,34168,0,599825,34672,64835710,68116747,308310,83430,945647,"00:00:00.098","00:00:58.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4",68117281,64899430,3217851,4.724,1174812.000,1119509.000,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,38735,0,599915,36975,64831124,68116766,309893,83787,945860,"00:00:00.098","00:00:58.079"
