Link 3 is disabled
Link 3 is disabled
Time elapsed: 1003 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6016938322.00,3009124455.00,2206691256.00,818.00,1769.00,0.00,0.00,
38,2.00,6022145384.00,3009124063.00,2206690992.00,728.00,2079.00,0.00,0.00,
39,2.00,6031552103.00,3009124950.00,2206691608.00,1072.00,2297.00,0.00,0.00,
40,2.00,6021097511.00,3009118433.00,2206686856.00,472.00,2271.00,0.00,0.00,
51,2.35,7058910390.00,3009116363.00,2206685360.00,588.00,1932.00,0.00,0.00,
52,2.34,7056319035.00,3009116379.00,2206685272.00,654.00,2060.00,0.00,0.00,
53,2.35,7067641699.00,3009107867.00,2206679112.00,628.00,2077.00,0.00,0.00,
54,2.34,7052758740.00,3009105602.00,2206677352.00,677.00,2034.00,0.00,0.00,
*,0.32,84720482379.00,261595284511.00,247151387824.00,180945.00,641789.00,0.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6005350737.00,3002639773.00,2201935912.00,686.00,1570.00,0.00,0.00,
38,2.00,6008025617.00,3002637450.00,2201934064.00,405.00,1867.00,0.00,0.00,
39,2.00,6010604380.00,3002636718.00,2201933624.00,604.00,1994.00,0.00,0.00,
40,2.00,6010213319.00,3002638943.00,2201935208.00,527.00,1979.00,0.00,0.00,
51,2.34,7041178544.00,3002639320.00,2201935472.00,426.00,1680.00,0.00,0.00,
52,2.34,7039511428.00,3002634595.00,2201932040.00,459.00,1781.00,0.00,0.00,
53,2.35,7047649046.00,3002635640.00,2201932832.00,632.00,1823.00,0.00,0.00,
54,2.35,7045376459.00,3002639127.00,2201935384.00,500.00,1690.00,0.00,0.00,
*,0.32,84473136710.00,261028094673.00,246615523176.00,78827.00,152323.00,0.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6004648076.00,3003037803.00,2202227632.00,837.00,1540.00,0.00,0.00,
38,2.00,6008903778.00,3003042631.00,2202231328.00,564.00,1824.00,0.00,0.00,
39,2.00,6005402342.00,3003045757.00,2202233528.00,614.00,1909.00,0.00,0.00,
40,2.00,6009329010.00,3003049450.00,2202236256.00,681.00,1913.00,0.00,0.00,
51,2.35,7042784484.00,3003049284.00,2202236168.00,573.00,1695.00,0.00,0.00,
52,2.35,7046438777.00,3003049950.00,2202236696.00,629.00,1756.00,0.00,0.00,
53,2.35,7050370133.00,3003050526.00,2202237048.00,540.00,1629.00,0.00,0.00,
54,2.34,7041664751.00,3003085112.00,2202262392.00,460.00,1740.00,0.00,0.00,
*,0.32,84538781782.00,261065569347.00,246650793928.00,84494.00,160855.00,0.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6009462491.00,3002986836.00,2202190408.00,598.00,1630.00,0.00,0.00,
38,2.00,6014026720.00,3002985352.00,2202189264.00,449.00,1834.00,0.00,0.00,
39,2.00,6012467730.00,3002982357.00,2202187064.00,472.00,1882.00,0.00,0.00,
40,2.00,5999760908.00,3002980418.00,2202185656.00,561.00,1892.00,0.00,0.00,
51,2.35,7045836024.00,3002994443.00,2202195864.00,382.00,1709.00,0.00,0.00,
52,2.35,7042890150.00,3002998099.00,2202198592.00,433.00,2058.00,0.00,0.00,
53,2.35,7050433809.00,3002999067.00,2202199296.00,579.00,1714.00,0.00,0.00,
54,2.35,7042395562.00,3002969716.00,2202177736.00,638.00,1765.00,0.00,0.00,
*,0.32,84515843823.00,261058238905.00,246644140864.00,107031.00,410234.00,0.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6007902221.00,3003077819.00,2202257024.00,531.00,1594.00,0.00,0.00,
38,2.00,6015115774.00,3003102045.00,2202274800.00,462.00,1868.00,0.00,0.00,
39,2.00,6016445937.00,3003113557.00,2202283248.00,618.00,1890.00,0.00,0.00,
40,2.00,6010748223.00,3003117400.00,2202286064.00,521.00,2369.00,0.00,0.00,
51,2.35,7043220833.00,3003116151.00,2202285184.00,615.00,1721.00,0.00,0.00,
52,2.35,7043250874.00,3003124248.00,2202291080.00,322.00,2064.00,0.00,0.00,
53,2.35,7048820090.00,3003121313.00,2202288968.00,462.00,1769.00,0.00,0.00,
54,2.34,7038963248.00,3003118505.00,2202286944.00,583.00,1780.00,0.00,0.00,
*,0.32,84491293643.00,261071953098.00,246656817352.00,60156.00,149975.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6013337020.00,3002260391.00,2201657656.00,702.00,1513.00,0.00,0.00,
38,2.00,6010044742.00,3002237258.00,2201640672.00,531.00,1707.00,0.00,0.00,
39,2.00,6008786284.00,3002227686.00,2201633632.00,538.00,1810.00,0.00,0.00,
40,2.00,6007749950.00,3002224400.00,2201631256.00,599.00,1944.00,0.00,0.00,
51,2.35,7041321614.00,3002216433.00,2201625360.00,530.00,1670.00,0.00,0.00,
52,2.34,7038561819.00,3002204828.00,2201616912.00,708.00,1958.00,0.00,0.00,
53,2.35,7049226892.00,3002205394.00,2201617264.00,459.00,1671.00,0.00,0.00,
54,2.34,7035446396.00,3002200429.00,2201613656.00,514.00,1675.00,0.00,0.00,
*,0.32,84467111617.00,260994716598.00,246583913752.00,76437.00,152774.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6003834834.00,2999494836.00,2199629520.00,653.00,1534.00,0.00,0.00,
38,2.00,6001949224.00,2999497374.00,2199631368.00,551.00,1885.00,0.00,0.00,
39,2.00,6000842023.00,2999503108.00,2199635680.00,422.00,1876.00,0.00,0.00,
40,2.00,6004460090.00,2999507566.00,2199638848.00,499.00,1950.00,0.00,0.00,
51,2.34,7032698671.00,2999520525.00,2199648440.00,533.00,1678.00,0.00,0.00,
52,2.34,7032266928.00,2999522707.00,2199650024.00,412.00,1765.00,0.00,0.00,
53,2.35,7039145378.00,2999525501.00,2199652048.00,488.00,1616.00,0.00,0.00,
54,2.34,7030591750.00,2999522406.00,2199649760.00,634.00,1686.00,0.00,0.00,
*,0.32,84375053800.00,260756553525.00,246358994992.00,61821.00,149626.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,5998034151.00,2999732461.00,2199803848.00,579.00,1535.00,0.00,0.00,
38,2.00,6000250220.00,2999740454.00,2199809656.00,463.00,1775.00,0.00,0.00,
39,2.00,5998348857.00,2999736883.00,2199807016.00,415.00,1941.00,0.00,0.00,
40,2.00,6003746385.00,2999731667.00,2199803232.00,580.00,1915.00,0.00,0.00,
51,2.34,7033735866.00,2999726070.00,2199799096.00,464.00,1615.00,0.00,0.00,
52,2.34,7033863972.00,2999733867.00,2199804816.00,464.00,1672.00,0.00,0.00,
53,2.35,7037002128.00,2999731793.00,2199803320.00,432.00,1601.00,0.00,0.00,
54,2.34,7034126394.00,2999736309.00,2199806576.00,584.00,1460.00,0.00,0.00,
*,0.32,84376936944.00,260774209056.00,246375732240.00,61642.00,151217.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
