"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",66055354,66051500,3854,0.006,1101386.500,1100934.500,4687500944.000,4685577232.000,33818368000,563909888.000,563678464.000,4511279104.000,4509427712.000,4511279.104,4509427.712,4511.279,4509.428,3117084,74212,6386827,"00:00:00.109","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",66055353,65704186,351167,0.532,1101386.000,1091929.000,4687498816.000,4647249824.000,33640543232,563909632.000,559067648.000,4511277056.000,4472541184.000,4511277.056,4472541.184,4511.277,4472.541,3279830,76922,6690937,"00:00:00.109","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",66055354,65823523,231831,0.351,1101386.500,1093384.500,4687500944.000,4653444432.000,33701643776,563909888.000,559812864.000,4511279104.000,4478502912.000,4511279.104,4478502.912,4511.279,4478.503,3269080,79152,6666670,"00:00:00.109","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",66055353,65935805,119548,0.181,1101386.000,1099401.000,4687498816.000,4679050656.000,33759132160,563909632.000,562893312.000,4511277056.000,4503146496.000,4511277.056,4503146.496,4511.277,4503.146,3316310,80065,6791080,"00:00:00.109","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",66055354,66051499,3855,0.006,1101386.500,1100934.500,4687500944.000,4685577232.000,33818367488,563909888.000,563678464.000,4511279104.000,4509427712.000,4511279.104,4509427.712,4511.279,4509.428,3117152,75265,6360182,"00:00:00.109","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",66055354,65700875,354479,0.537,1101386.500,1091862.500,4687500944.000,4646966800.000,33638848000,563909888.000,559033600.000,4511279104.000,4472268800.000,4511279.104,4472268.800,4511.279,4472.269,3280070,78287,6670235,"00:00:00.109","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",66055354,65825354,230000,0.348,1101386.500,1093435.500,4687500944.000,4653661488.000,33702581248,563909888.000,559838976.000,4511279104.000,4478711808.000,4511279.104,4478711.808,4511.279,4478.712,3270027,80265,6667992,"00:00:00.109","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",66055353,65935677,119676,0.181,1101386.000,1099388.500,4687498816.000,4678997456.000,33759066624,563909632.000,562886912.000,4511277056.000,4503095296.000,4511277.056,4503095.296,4511.277,4503.095,3316627,80820,6764137,"00:00:00.109","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",66055354,66051498,3856,0.006,1101386.500,1100935.500,4687500944.000,4685581488.000,33818366976,563909888.000,563678976.000,4511279104.000,4509431808.000,4511279.104,4509431.808,4511.279,4509.432,3116312,75900,6384420,"00:00:00.109","00:01:00.083"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",66055354,65704312,351042,0.531,1101386.500,1091933.000,4687500944.000,4647266848.000,33640607744,563909888.000,559069696.000,4511279104.000,4472557568.000,4511279.104,4472557.568,4511.279,4472.558,3280425,78672,6673950,"00:00:00.109","00:01:00.083"
