"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",264243302,263714725,528577,0.200,4405545.000,4396648.000,18749999520.000,18712133888.000,135021939200,2255639040.000,2251083776.000,18045112320.000,18008670208.000,18045112.320,18008670.208,18045.112,18008.670,3235681,74725,6841470,"00:00:00.100","00:01:00.080"
"Traffic Item 2",264243303,263710855,532448,0.201,4405545.500,4396591.500,18750001648.000,18711893424.000,135019957760,2255639296.000,2251054848.000,18045114368.000,18008438784.000,18045114.368,18008438.784,18045.114,18008.439,3235981,75430,6833895,"00:00:00.100","00:01:00.080"
"Traffic Item 3",264243302,263710542,532760,0.202,4405545.000,4396581.500,18749999520.000,18711850864.000,135019797504,2255639040.000,2251049728.000,18045112320.000,18008397824.000,18045112.320,18008397.824,18045.112,18008.398,3236120,74585,6835375,"00:00:00.100","00:01:00.080"
"Traffic Item 4",264243303,263714484,528819,0.200,4405545.500,4396646.500,18750001648.000,18712127504.000,135021815808,2255639296.000,2251083008.000,18045114368.000,18008664064.000,18045114.368,18008664.064,18045.114,18008.664,3236065,75410,6836865,"00:00:00.100","00:01:00.080"
