"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Rx L1 Rate (bps)","Rx Bytes","Tx Rate (Bps)","Rx Rate (Bps)","Tx Rate (bps)","Rx Rate (bps)","Tx Rate (Kbps)","Rx Rate (Kbps)","Tx Rate (Mbps)","Rx Rate (Mbps)","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",66061035,66057599,3436,0.005,1101386.000,1101336.500,4687498816.000,4687288144.000,33821490688,563909632.000,563884288.000,4511277056.000,4511074304.000,4511277.056,4511074.304,4511.277,4511.074,3127586,75872,6300882,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",66061035,65768930,292105,0.442,1101386.500,1095723.000,4687500944.000,4663397088.000,33673692160,563909888.000,561010176.000,4511279104.000,4488081408.000,4511279.104,4488081.408,4511.279,4488.081,3344925,88165,6851775,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",66061035,65836559,224476,0.340,1101386.000,1096857.500,4687498816.000,4668225520.000,33708318208,563909632.000,561591040.000,4511277056.000,4492728320.000,4511277.056,4492728.320,4511.277,4492.728,3344072,84262,6839362,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",66061035,65927712,133323,0.202,1101386.500,1098881.000,4687500944.000,4676837536.000,33754988544,563909888.000,562627072.000,4511279104.000,4501016576.000,4511279.104,4501016.576,4511.279,4501.017,3323325,81347,6847937,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",66061035,66057604,3431,0.005,1101386.000,1101338.000,4687498816.000,4687294528.000,33821493248,563909632.000,563885056.000,4511277056.000,4511080448.000,4511277.056,4511080.448,4511.277,4511.080,3127646,75480,6301947,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",66061035,65768858,292177,0.442,1101386.000,1095719.500,4687498816.000,4663382192.000,33673655296,563909632.000,561008384.000,4511277056.000,4488067072.000,4511277.056,4488067.072,4511.277,4488.067,3345121,89337,6849475,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",66061035,65836516,224519,0.340,1101386.500,1096857.500,4687500944.000,4668225520.000,33708296192,563909888.000,561591040.000,4511279104.000,4492728320.000,4511279.104,4492728.320,4511.279,4492.728,3345047,85145,6845860,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",66061035,65927646,133389,0.202,1101386.500,1098881.000,4687500944.000,4676837536.000,33754954752,563909888.000,562627072.000,4511279104.000,4501016576.000,4511279.104,4501016.576,4511.279,4501.017,3323647,81485,6854715,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",66061035,66057601,3434,0.005,1101386.000,1101339.500,4687498816.000,4687300912.000,33821491712,563909632.000,563885824.000,4511277056.000,4511086592.000,4511277.056,4511086.592,4511.277,4511.087,3126777,74357,6300087,"00:00:00.085","00:01:00.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",66061035,65768349,292686,0.443,1101386.000,1095712.500,4687498816.000,4663352400.000,33673394688,563909632.000,561004800.000,4511277056.000,4488038400.000,4511277.056,4488038.400,4511.277,4488.038,3345911,89252,6850707,"00:00:00.085","00:01:00.065"
