"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Last Sequence Number","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",30652325,30274597,377728,1.232,528665.500,528663.000,2250000368.000,270676736.000,2165413888.000,2165413.888,2165.414,23080,0,2615882,24200,28859484,30652205,172902,79040,8030482,"00:00:00.092","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",44275579,43715503,560076,1.265,763628.000,763605.500,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,16344,0,7976672,16271,41986044,44275447,152439,75667,8085530,"00:00:00.090","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",44275579,43714029,561550,1.268,763627.500,763627.000,3249998640.000,390977280.000,3127818240.000,3127818.240,3127.818,14703,0,8022770,14782,42006161,44275469,152602,76677,8153340,"00:00:00.090","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",57898835,56212692,1686143,2.912,998590.000,981906.000,4249999040.000,511278080.000,4090224640.000,4090224.640,4090.225,18641,0,2423720,13761,56149161,57898360,883113,79570,8896870,"00:00:00.089","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",30652325,30274636,377689,1.232,528665.500,528663.000,2250000368.000,270676736.000,2165413888.000,2165413.888,2165.414,20630,0,2616987,20321,28958012,30652205,172596,75977,8031387,"00:00:00.092","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",44275579,43715561,560018,1.265,763627.500,763605.000,3249998640.000,390977280.000,3127818240.000,3127818.240,3127.818,13631,0,7977182,13856,42079370,44275447,153432,74927,8090012,"00:00:00.090","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",44275579,43713955,561624,1.268,763627.500,763627.500,3249998640.000,390977280.000,3127818240.000,3127818.240,3127.818,16644,0,8023302,16688,41883788,44275469,153588,77665,8153550,"00:00:00.090","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",57898835,56208959,1689876,2.919,998590.500,981851.500,4250001168.000,511278336.000,4090226688.000,4090226.688,4090.227,17918,0,2342582,13038,56144989,57898352,884846,79687,8899437,"00:00:00.089","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",27246511,26910366,336145,1.234,469925.000,469923.000,2000000800.000,240601600.000,1924812800.000,1924812.800,1924.813,34953,0,2121857,32435,26489096,27246403,173032,78912,8042192,"00:00:00.093","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",40869766,40352844,516922,1.265,704887.500,704874.500,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,27082,0,3901322,26667,39628572,40869644,152870,76657,8135627,"00:00:00.090","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",40869765,40351441,518324,1.268,704887.000,704886.500,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,25159,0,3657612,24866,39608167,40869661,153169,76812,8207587,"00:00:00.090","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",54493021,52898988,1594033,2.925,939850.000,924423.000,4000001600.000,481203200.000,3849625600.000,3849625.600,3849.626,13285,0,2390790,11912,52839679,54492162,982886,78882,8787715,"00:00:00.089","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",27246511,26910395,336116,1.234,469925.000,469923.000,2000000800.000,240601600.000,1924812800.000,1924812.800,1924.813,27735,0,3948825,24789,26514485,27246403,172721,78507,8050520,"00:00:00.093","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",40869766,40352918,516848,1.265,704887.500,704876.500,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,19850,0,3902190,20226,39641304,40869644,153170,75580,8136895,"00:00:00.090","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",40869765,40351512,518253,1.268,704887.000,704887.000,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,17984,0,3657612,17581,39631108,40869665,153265,77207,8208162,"00:00:00.090","00:00:58.065"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",54493021,52902372,1590649,2.919,939849.500,924452.500,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,12789,0,2464332,10974,52844290,54492140,984702,79822,8800530,"00:00:00.089","00:00:58.065"
