"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",183211148,180001420,3209728,1.752,3054511.000,3037852.500,12999998816.000,1563909632.000,12511277056.000,12511277.056,12511.277,18306,0,8016935,18230,174660339,391643,75900,8501740,"00:00:00.107","00:01:00.081"
"Traffic Item 2",183211149,180001820,3209329,1.752,3054511.500,3037825.500,13000000944.000,1563909888.000,12511279104.000,12511279.104,12511.279,15812,0,8017232,16003,174907547,392541,76170,8512717,"00:00:00.107","00:01:00.081"
"Traffic Item 3",169117983,166138112,2979871,1.762,2819549.000,2803676.500,12000000544.000,1443609088.000,11548872704.000,11548872.704,11548.873,27553,0,2342152,27127,164138342,428637,76140,9316247,"00:00:00.107","00:01:00.081"
"Traffic Item 4",169117984,166132690,2985294,1.765,2819549.500,2803555.000,12000002672.000,1443609344.000,11548874752.000,11548874.752,11548.875,23764,0,2341812,23236,164192859,429398,76770,9316685,"00:00:00.107","00:01:00.081"
