"Tx Port","Rx Port","Traffic Item","Ethernet II:Destination MAC Address","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Last Sequence Number","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:01",31709622,31332824,376798,1.188,528665.000,528682.000,2249998240.000,270676480.000,2165411840.000,2165411.840,2165.412,23361,0,1940225,23055,29813402,31709542,172618,77550,8190207,"00:00:00.108","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:03",45802786,45242098,560688,1.224,763627.500,763617.500,3249998640.000,390977280.000,3127818240.000,3127818.240,3127.818,15871,0,1879227,15815,43292176,45802663,152028,75997,8113265,"00:00:00.107","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:05",45802787,45243156,559631,1.222,763628.000,763607.000,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,16617,0,8016935,16592,43431307,45802655,151502,75900,8160302,"00:00:00.107","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 1","00:00:00:01:00:07",59895953,58183342,1712611,2.859,998590.500,981946.000,4250001168.000,511278336.000,4090226688.000,4090226.688,4090.227,20440,0,2362335,22366,58123454,59894701,882644,77475,8501740,"00:00:00.107","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:01",31709622,31332877,376745,1.188,528665.000,528682.500,2249998240.000,270676480.000,2165411840.000,2165411.840,2165.412,19403,0,1817855,20003,29899567,31709543,172312,76305,8190130,"00:00:00.108","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:03",45802787,45242163,560624,1.224,763628.000,763617.000,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,11394,0,1879840,11245,43487368,45802663,152672,76547,8113885,"00:00:00.107","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:05",45802787,45243079,559708,1.222,763628.000,763607.500,3250000768.000,390977536.000,3127820288.000,3127820.288,3127.820,17093,0,8017232,17208,43399313,45802655,152162,76170,8161580,"00:00:00.107","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 2","00:00:00:01:00:07",59895953,58183701,1712252,2.859,998590.500,981918.500,4250001168.000,511278336.000,4090226688.000,4090226.688,4090.227,19769,0,2416687,19646,58121299,59894693,884569,78582,8512717,"00:00:00.107","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:01",28186331,27851245,335086,1.189,469925.000,469940.000,2000000800.000,240601600.000,1924812800.000,1924812.800,1924.813,34075,0,2038885,31429,27396444,28186260,172729,78517,8257330,"00:00:00.109","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:03",42279496,41762094,517402,1.224,704887.500,704877.500,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,25010,0,2015780,25036,41005352,42279379,152098,76372,8140085,"00:00:00.107","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:05",42279495,41762852,516643,1.222,704887.000,704894.500,2999999072.000,360902144.000,2887217152.000,2887217.152,2887.217,27342,0,1632260,27563,41037975,42279375,151577,76140,8159990,"00:00:00.107","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 3","00:00:00:01:00:07",56372661,54761921,1610740,2.857,939849.500,923964.500,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,13528,0,2342152,16119,54698571,56370615,980973,78162,9316247,"00:00:00.107","00:01:00.079"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:01",28186331,27851297,335034,1.189,469925.000,469939.500,2000000800.000,240601600.000,1924812800.000,1924812.800,1924.813,26500,0,2039125,23520,27443040,28186260,172421,78900,8258055,"00:00:00.109","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:03",42279496,41762126,517370,1.224,704887.500,704878.000,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,21599,0,2016030,21835,41011366,42279383,152692,77280,8146420,"00:00:00.107","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:05",42279496,41762899,516597,1.222,704887.500,704894.500,3000001200.000,360902400.000,2887219200.000,2887219.200,2887.219,25467,0,1632265,25376,41040907,42279375,152319,76770,8164180,"00:00:00.107","00:01:00.081"
"Ethernet - 001","Ethernet - 001","Traffic Item 4","00:00:00:01:00:07",56372661,54756368,1616293,2.867,939849.500,923843.000,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,11494,0,2341812,12106,54697546,56370615,982476,77877,9316685,"00:00:00.107","00:01:00.079"
