"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",28186015,26239505,1946510,6.906,469924.500,441675.500,1999998672.000,240601344.000,1924810752.000,1924810.752,1924.811,213291,7,2792830,241304,26200576,1008177,79277,3198777,"00:00:00.111","00:01:00.080"
"Traffic Item 2",56372030,52471800,3900230,6.919,939849.500,883132.000,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,50629,0,2330735,58867,52423389,983499,77925,2798352,"00:00:00.111","00:01:00.079"
"Traffic Item 3",70465037,65592595,4872442,6.915,1174812.000,1104546.500,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,52047,0,1847127,51183,65538214,643825,78012,2727195,"00:00:00.111","00:01:00.080"
"Traffic Item 4",70465037,65598630,4866407,6.906,1174812.000,1104642.000,4999999872.000,601503744.000,4812029952.000,4812029.952,4812.030,51620,0,1847207,55807,65545652,645615,78310,2727462,"00:00:00.111","00:01:00.080"
