Link 3 is disabled
Link 3 is disabled
Time elapsed: 1005 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,408250433.00,3014976404.00,2210982752.00,353.00,1783.00,17801.00,0.00,
38,0.14,408357472.00,3014969766.00,2210977736.00,360.00,1884.00,15994.00,0.00,
39,0.14,408329553.00,3014980736.00,2210985920.00,349.00,1898.00,19741.00,0.00,
40,0.14,408149798.00,3014976106.00,2210982488.00,354.00,1863.00,10540.00,0.00,
51,0.14,408353374.00,3015012052.00,2211008800.00,360.00,1982.00,10975.00,0.00,
52,0.14,408328609.00,3015011878.00,2211008712.00,384.00,1982.00,15380.00,0.00,
53,0.14,408152513.00,3015014909.00,2211010912.00,352.00,1964.00,14326.00,0.00,
54,0.14,408209882.00,3015016816.00,2211012320.00,356.00,1984.00,16241.00,0.00,
*,0.14,35818125961.00,260494764532.00,247630688184.00,1085555.00,2239152.00,1580433404.00,0.00,

Time elapsed: 1001 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,406778432.00,3003082825.00,2202260720.00,124.00,1603.00,3379.00,0.00,
38,0.14,406824097.00,3003088973.00,2202265296.00,136.00,1679.00,3685.00,0.00,
39,0.14,406966342.00,3003084396.00,2202261864.00,122.00,1697.00,4380.00,0.00,
40,0.14,407240203.00,3003085174.00,2202262392.00,144.00,1684.00,3280.00,0.00,
51,0.14,406829629.00,3003055766.00,2202240920.00,123.00,1742.00,3355.00,0.00,
52,0.14,407056481.00,3003058087.00,2202242592.00,123.00,1769.00,2362.00,0.00,
53,0.14,407220066.00,3003048848.00,2202235816.00,124.00,1708.00,3517.00,0.00,
54,0.14,407283633.00,3003050987.00,2202237400.00,128.00,1782.00,2822.00,0.00,
*,0.14,36221651336.00,259463695399.00,246650751512.00,153513.00,260595.00,1234964175.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,408093594.00,3002769101.00,2202030688.00,115.00,1537.00,3451.00,0.00,
38,0.14,408979528.00,3002774016.00,2202034296.00,124.00,1592.00,3794.00,0.00,
39,0.14,408205311.00,3002769200.00,2202030776.00,113.00,1597.00,4023.00,0.00,
40,0.14,408080850.00,3002771229.00,2202032272.00,122.00,1568.00,3209.00,0.00,
51,0.14,408339703.00,3002772760.00,2202033328.00,116.00,1583.00,3638.00,0.00,
52,0.14,408360672.00,3002769068.00,2202030688.00,114.00,1621.00,3254.00,0.00,
53,0.14,408690762.00,3002771397.00,2202032360.00,115.00,1546.00,3595.00,0.00,
54,0.14,408607817.00,3002771072.00,2202032096.00,124.00,1604.00,5633.00,0.00,
*,0.14,35418796344.00,259439467132.00,246627642360.00,109957.00,261993.00,374499511.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,408515199.00,2999729107.00,2199801296.00,125.00,1328.00,4109.00,0.00,
38,0.14,408733076.00,2999723858.00,2199797424.00,120.00,1372.00,4093.00,0.00,
39,0.14,408727289.00,2999727846.00,2199800416.00,115.00,1369.00,4434.00,0.00,
40,0.14,408622563.00,2999724807.00,2199798216.00,112.00,1397.00,3843.00,0.00,
51,0.14,408492557.00,2999716518.00,2199792144.00,113.00,1362.00,3156.00,0.00,
52,0.14,408795788.00,2999717883.00,2199793112.00,119.00,1407.00,5726.00,0.00,
53,0.14,408904110.00,2999715564.00,2199791440.00,115.00,1362.00,5228.00,0.00,
54,0.14,408656189.00,2999713546.00,2199789944.00,114.00,1409.00,5999.00,0.00,
*,0.14,35403770039.00,259176659903.00,246377833504.00,31566.00,132306.00,3136163.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.84,2513740874.00,2999728334.00,2199800768.00,389.00,11939.00,755970.00,0.00,
38,0.84,2531876118.00,2999734487.00,2199805432.00,319.00,13367.00,804696.00,0.00,
39,0.84,2530835148.00,2999736159.00,2199806488.00,277.00,11888.00,801369.00,0.00,
40,0.84,2533541161.00,2999748155.00,2199815464.00,466.00,13090.00,813033.00,0.00,
51,1.01,3042603160.00,2999760342.00,2199824264.00,392.00,12370.00,789256.00,0.00,
52,1.01,3042146075.00,2999766626.00,2199828840.00,302.00,12352.00,800945.00,0.00,
53,1.01,3042016274.00,2999774714.00,2199834824.00,342.00,12032.00,750410.00,0.00,
54,1.01,3042709802.00,2999782680.00,2199840632.00,283.00,12869.00,835564.00,0.00,
*,0.21,54401033279.00,259177813850.00,246378798776.00,1062016.00,637015.00,1076275314.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.88,5626451246.00,2999812553.00,2199862544.00,4973.00,2509.00,19352.00,0.00,
38,1.89,5682431986.00,2999805983.00,2199857616.00,170.00,2031.00,36406.00,0.00,
39,1.89,5679715471.00,2999818229.00,2199866680.00,207.00,2295.00,29978.00,0.00,
40,1.90,5694438522.00,2999816036.00,2199864920.00,162.00,2370.00,18324.00,0.00,
51,2.34,7031676134.00,2999814981.00,2199864304.00,174.00,2249.00,14121.00,0.00,
52,2.34,7028874425.00,2999816145.00,2199865184.00,175.00,2225.00,11776.00,0.00,
53,2.35,7038804205.00,2999819175.00,2199867296.00,163.00,2413.00,10915.00,0.00,
54,2.34,7028552330.00,2999817768.00,2199866328.00,175.00,2264.00,13831.00,0.00,
*,0.32,82823902026.00,259184871033.00,246385627752.00,43599.00,137304.00,2419850.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.65,4939404660.00,2999777889.00,2199837112.00,374.00,18243.00,1596304.00,0.00,
38,1.65,4964288007.00,2999783266.00,2199841072.00,195.00,17508.00,1565678.00,0.00,
39,1.66,4974245630.00,2999777252.00,2199836672.00,167.00,16759.00,1544466.00,0.00,
40,1.66,4986576376.00,2999772445.00,2199833152.00,167.00,17921.00,1630461.00,0.00,
51,1.98,5929536753.00,2999787680.00,2199844328.00,290.00,16548.00,1130647.00,0.00,
52,1.98,5932260371.00,2999783722.00,2199841424.00,263.00,17263.00,1061414.00,0.00,
53,1.98,5937046670.00,2999784323.00,2199841864.00,279.00,17046.00,1094866.00,0.00,
54,1.98,5930640335.00,2999782233.00,2199840368.00,255.00,16261.00,1062267.00,0.00,
*,0.29,75622161652.00,259180573146.00,246381521848.00,44315.00,300526.00,17696897.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,1.99,5981547459.00,2999822422.00,2199869848.00,281.00,1499.00,4862671.00,0.00,
38,1.97,5919673063.00,2999822108.00,2199869496.00,128.00,1615.00,4802544.00,0.00,
39,2.00,6006901318.00,2999822979.00,2199870200.00,124.00,1726.00,4672478.00,0.00,
40,2.00,5996273466.00,2999828168.00,2199873984.00,132.00,1719.00,4678896.00,0.00,
