"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",100000,100000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1819,0,16695,"",0,34480,31382,48930,"00:00:00.099","00:00:50.099"
"Traffic Item 2",9490431,9490425,6,0.000,163683.500,163683.500,499998532.000,59226146.500,473809172.000,473809.172,473.809,1464,0,17685,1349,204,34831,31750,56865,"00:00:00.099","00:00:58.080"
"Traffic Item 3",9490431,9490426,5,0.000,163683.500,163684.000,499998532.000,59226146.500,473809172.000,473809.172,473.809,1430,0,18000,938,4524,33090,31157,57192,"00:00:00.099","00:00:58.080"
"Traffic Item 4",0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,"","","","","","","","","",""
