"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",54492871,53846810,646061,1.186,939849.500,939849.000,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,16454,0,719397,16457,52686150,111576,69940,1872780,"00:00:00.093","00:00:58.065"
"Traffic Item 2",54492871,53846817,646054,1.186,939849.500,939849.000,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,16494,0,719715,16594,52717179,111751,70375,1873090,"00:00:00.093","00:00:58.065"
"Traffic Item 3",54492871,53846817,646054,1.186,939849.500,939849.000,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,16573,0,717650,16704,52717556,112151,70757,1873320,"00:00:00.093","00:00:58.065"
"Traffic Item 4",54492871,53846818,646053,1.186,939849.500,939849.000,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,6480,0,717805,6475,52850383,111881,69702,1873540,"00:00:00.093","00:00:58.065"
