Link 3 is disabled
Link 3 is disabled
Time elapsed: 1005 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,408347354.00,3015282433.00,2211207152.00,392.00,1770.00,15570.00,0.00,
38,0.14,408238538.00,3015278573.00,2211204248.00,368.00,1798.00,13056.00,0.00,
39,0.14,408106476.00,3015290269.00,2211212784.00,369.00,1794.00,17144.00,0.00,
40,0.14,408192272.00,3015292026.00,2211214192.00,402.00,1743.00,14838.00,0.00,
51,0.14,408314565.00,3015330178.00,2211242088.00,354.00,1799.00,11673.00,0.00,
52,0.14,408323433.00,3015331281.00,2211242968.00,367.00,1819.00,20015.00,0.00,
53,0.14,408365422.00,3015336319.00,2211246664.00,361.00,1792.00,13033.00,0.00,
54,0.14,408333207.00,3015341386.00,2211250272.00,362.00,1798.00,17072.00,0.00,
*,0.14,35826280329.00,260523321835.00,247657833720.00,1092241.00,2260526.00,1582173816.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,406670943.00,3000056718.00,2200041536.00,133.00,1651.00,3857.00,0.00,
38,0.14,406988036.00,3000062038.00,2200045496.00,118.00,1646.00,2802.00,0.00,
39,0.14,406221344.00,3000054187.00,2200039776.00,125.00,1665.00,2985.00,0.00,
40,0.14,406522820.00,3000051476.00,2200037752.00,132.00,1544.00,2857.00,0.00,
51,0.14,406451331.00,3000025763.00,2200018920.00,121.00,1745.00,3632.00,0.00,
52,0.14,406378924.00,3000024147.00,2200017688.00,125.00,1734.00,2348.00,0.00,
53,0.14,406851074.00,3000019412.00,2200014256.00,129.00,1742.00,3276.00,0.00,
54,0.14,406963405.00,3000016845.00,2200012408.00,132.00,1738.00,2814.00,0.00,
*,0.14,36243384278.00,259201686944.00,246401703768.00,170677.00,257483.00,1233614414.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,407154993.00,2999735263.00,2199805872.00,117.00,1535.00,4411.00,0.00,
38,0.14,408057697.00,2999734797.00,2199805520.00,120.00,1534.00,3208.00,0.00,
39,0.14,407538612.00,2999734087.00,2199804992.00,117.00,1515.00,3553.00,0.00,
40,0.14,408186478.00,2999735870.00,2199806312.00,118.00,1328.00,2801.00,0.00,
51,0.14,407799451.00,2999729616.00,2199801736.00,117.00,1538.00,3190.00,0.00,
52,0.14,407655247.00,2999727935.00,2199800504.00,114.00,1536.00,2951.00,0.00,
53,0.14,407601387.00,2999727397.00,2199800064.00,127.00,1515.00,3410.00,0.00,
54,0.14,407821828.00,2999729278.00,2199801472.00,116.00,1522.00,3053.00,0.00,
*,0.14,35322128901.00,259176820218.00,246377965680.00,97426.00,232108.00,376102611.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.14,408288050.00,2999718765.00,2199793728.00,126.00,1350.00,4233.00,0.00,
38,0.14,408653103.00,2999718592.00,2199793640.00,114.00,1347.00,3133.00,0.00,
39,0.14,408378703.00,2999722748.00,2199796632.00,117.00,1339.00,5291.00,0.00,
40,0.14,408547278.00,2999718163.00,2199793288.00,115.00,1113.00,3380.00,0.00,
51,0.14,408878062.00,2999718117.00,2199793288.00,117.00,1360.00,3568.00,0.00,
52,0.14,408491611.00,2999719138.00,2199793992.00,111.00,1359.00,3387.00,0.00,
53,0.14,408095544.00,2999719512.00,2199794344.00,114.00,1360.00,3549.00,0.00,
54,0.14,408362379.00,2999718350.00,2199793464.00,118.00,1357.00,4524.00,0.00,
*,0.14,35402526772.00,259176392930.00,246377538792.00,31963.00,132306.00,3157923.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)
Event2: resource_stalls_sb (raw 0x4308a2)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,0.83,2494287779.00,2999753175.00,2199819072.00,400.00,13058.00,822909.00,0.00,
38,0.83,2487768028.00,2999754123.00,2199819688.00,308.00,13606.00,776972.00,0.00,
39,0.83,2498732071.00,2999755415.00,2199820656.00,352.00,13792.00,792138.00,0.00,
40,0.83,2496948196.00,2999773240.00,2199833680.00,320.00,13300.00,817301.00,0.00,
51,1.00,2987468002.00,2999774798.00,2199834824.00,504.00,11027.00,672085.00,0.00,
52,1.00,2987169718.00,2999785596.00,2199842832.00,351.00,12698.00,746194.00,0.00,
53,1.00,2990517556.00,2999794162.00,2199848992.00,325.00,13464.00,773694.00,0.00,
