"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",56373011,55723673,649338,1.152,939849.500,939849.500,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,14448,0,542292,14094,54588098,111526,70532,1727590,"00:00:00.109","00:01:00.081"
"Traffic Item 2",56373011,55723684,649327,1.152,939849.500,939849.500,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,6653,0,542505,6398,54784025,111064,69665,1728012,"00:00:00.109","00:01:00.081"
"Traffic Item 3",56373011,55723682,649329,1.152,939849.500,939850.000,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,6710,0,513830,6494,54784427,111471,70362,1728322,"00:00:00.109","00:01:00.081"
"Traffic Item 4",56373011,55723684,649327,1.152,939849.500,939851.000,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,5424,0,514297,5316,54783205,111834,69840,1728650,"00:00:00.109","00:01:00.081"
