"Traffic Item","Tx Frames","Rx Frames","Frames Delta","Loss %","Tx Frame Rate","Rx Frame Rate","Tx L1 Rate (bps)","Tx Rate (Bps)","Tx Rate (bps)","Tx Rate (Kbps)","Tx Rate (Mbps)","Avg Delay Variation (ns)","Min Delay Variation (ns)","Max Delay Variation (ns)","Short Term Avg Delay Variation (ns)","Total Sequence Errors","Cut-Through Avg Latency (ns)","Cut-Through Min Latency (ns)","Cut-Through Max Latency (ns)","First TimeStamp","Last TimeStamp"
"Traffic Item 1",56373195,55732018,641177,1.137,939849.500,939869.000,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,16876,0,542245,17128,54522008,111473,69737,2355337,"00:00:00.144","00:01:00.119"
"Traffic Item 2",56373195,55732019,641176,1.137,939849.500,939870.500,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,16913,0,540935,17189,54522627,111887,70122,1501905,"00:00:00.144","00:01:00.119"
"Traffic Item 3",56373195,55732022,641173,1.137,939849.500,939871.000,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,10884,0,541292,11112,54651516,111516,69540,1502292,"00:00:00.144","00:01:00.119"
"Traffic Item 4",56373195,55732031,641164,1.137,939849.500,939871.500,3999999472.000,481202944.000,3849623552.000,3849623.552,3849.624,10985,0,418687,11248,54656096,111968,69980,1502417,"00:00:00.144","00:01:00.119"
