Link 3 is disabled
Link 3 is disabled
Time elapsed: 1003 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.01,6035884617.00,3009575138.00,2207021784.00,765.00,1790.00,0.00,0.00,
38,2.00,6024198954.00,3009576719.00,2207022840.00,557.00,2099.00,0.00,0.00,
39,2.00,6032013180.00,3009578463.00,2207024160.00,527.00,2271.00,0.00,0.00,
40,2.01,6034472923.00,3009578789.00,2207024512.00,698.00,1921.00,0.00,0.00,
51,2.35,7063072198.00,3009585249.00,2207029264.00,724.00,2179.00,0.00,0.00,
52,2.34,7052196271.00,3009583110.00,2207027592.00,812.00,1973.00,0.00,0.00,
53,2.35,7057645979.00,3009578969.00,2207024512.00,657.00,2104.00,0.00,0.00,
54,2.34,7052636216.00,3009586356.00,2207029968.00,641.00,1941.00,0.00,0.00,
*,0.32,84747899749.00,261630271735.00,247184577904.00,173889.00,650258.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6013195570.00,3000265461.00,2200194656.00,532.00,1650.00,0.00,0.00,
38,2.00,6006470298.00,3000260751.00,2200191312.00,426.00,1664.00,0.00,0.00,
39,2.00,6009424142.00,3000268707.00,2200197120.00,615.00,2005.00,0.00,0.00,
40,2.00,6007713730.00,3000261716.00,2200191928.00,526.00,1777.00,0.00,0.00,
51,2.35,7037018212.00,3000245066.00,2200179696.00,391.00,2038.00,0.00,0.00,
52,2.34,7034290943.00,3000243753.00,2200178728.00,663.00,1811.00,0.00,0.00,
53,2.35,7035702273.00,3000244330.00,2200179168.00,459.00,1944.00,0.00,0.00,
54,2.35,7041589719.00,3000238894.00,2200175208.00,844.00,1814.00,0.00,0.00,
*,0.32,84429408668.00,260825421364.00,246423820192.00,77190.00,153096.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6006404576.00,3000093914.00,2200068904.00,535.00,1536.00,0.00,0.00,
38,2.00,6007269449.00,3000088113.00,2200064592.00,505.00,1610.00,0.00,0.00,
39,2.00,6011965067.00,3000087602.00,2200064240.00,416.00,1860.00,0.00,0.00,
40,2.00,6010643740.00,3000087978.00,2200064416.00,428.00,1613.00,0.00,0.00,
51,2.35,7036817589.00,3000089401.00,2200065560.00,680.00,1752.00,0.00,0.00,
52,2.34,7033213086.00,3000090542.00,2200066440.00,533.00,1712.00,0.00,0.00,
53,2.35,7037132592.00,3000092086.00,2200067584.00,572.00,1818.00,0.00,0.00,
54,2.34,7032929309.00,3000090265.00,2200066176.00,401.00,1651.00,0.00,0.00,
*,0.32,84405390182.00,260805834348.00,246405690784.00,61820.00,149346.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6004946658.00,3000156703.00,2200114840.00,834.00,1652.00,0.00,0.00,
38,2.00,6003973632.00,3000168711.00,2200123728.00,541.00,1632.00,0.00,0.00,
39,2.00,6010496925.00,3000187305.00,2200137368.00,605.00,2061.00,0.00,0.00,
40,2.00,6009336293.00,3000186041.00,2200136488.00,582.00,1814.00,0.00,0.00,
51,2.35,7045343184.00,3000191254.00,2200140184.00,471.00,1950.00,0.00,0.00,
52,2.34,7031045873.00,3000189463.00,2200138864.00,366.00,1801.00,0.00,0.00,
53,2.34,7034099145.00,3000186040.00,2200136400.00,535.00,1953.00,0.00,0.00,
54,2.34,7033976971.00,3000185153.00,2200135784.00,531.00,1753.00,0.00,0.00,
*,0.32,84440714670.00,260815947150.00,246414985432.00,113292.00,387372.00,0.00,0.00,

Time elapsed: 1000 ms
txn_rate: 1
Event0: mem_load_uops_retired_l3_miss (raw 0x4320d1)
Event1: mem_load_uops_retired_l3_hit (raw 0x4304d1)

Core,IPC,Instructions,Cycles,RefCycles,Event0,Event1,Event2,Event3
37,2.00,6006101220.00,2999622448.00,2199723152.00,633.00,1578.00,0.00,0.00,
38,2.00,5998831474.00,2999614447.00,2199717256.00,511.00,1616.00,0.00,0.00,
39,2.00,6001932024.00,2999590566.00,2199699744.00,587.00,1894.00,0.00,0.00,
40,2.00,6006872419.00,2999593741.00,2199702032.00,428.00,1648.00,0.00,0.00,
51,2.35,7039720018.00,2999599681.00,2199706520.00,529.00,1870.00,0.00,0.00,
52,2.34,7032605530.00,2999598290.00,2199705464.00,685.00,1717.00,0.00,0.00,
